timestamp,value,is_anomaly,error_prediction,convergence_loss,sigmoid_error_prediction,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,predicted_anomaly
2014-04-01 00:00:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:05:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:10:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:15:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:20:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:25:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:30:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:35:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:40:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:45:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:50:00,0.0,0,0.0185550736263,0.000367098662537,0.504638635321,0.5,0.0,0.0,0.0,0
2014-04-01 00:55:00,0.0,0,0.0185522629879,0.000369747955119,0.504637932722,0.5,0.0,0.0,0.0,0
2014-04-01 01:00:00,0.0,0,0.018134970963,0.00035586633021,0.504533618491,0.5,0.0,0.0,0.0,0
2014-04-01 01:05:00,0.0,0,0.0173560543917,0.000328215828631,0.50433890468,0.5,0.0,0.0,0.0,0
2014-04-01 01:10:00,0.0,0,0.0166529501788,0.000302187545458,0.504163141335,0.5,0.0,0.0,0.0,0
2014-04-01 01:15:00,0.0,0,0.0160614548251,0.000278600637102,0.504015277388,0.5,0.0,0.0,0.0,0
2014-04-01 01:20:00,0.0,0,0.0153367135674,0.000250802520895,0.503834103239,0.5,0.0,0.0,0.0,0
2014-04-01 01:25:00,0.0,0,0.0145029217936,0.000220862682909,0.503625666898,0.5,0.0,0.0,0.0,0
2014-04-01 01:30:00,0.0,0,0.0135838657618,0.000190692124306,0.503395914222,0.5,0.0,0.0,0.0,0
2014-04-01 01:35:00,0.0,0,0.0126027719118,0.000161913427291,0.503150651277,0.5,0.0,0.0,0.0,0
2014-04-01 01:40:00,0.0,0,0.011581699457,0.000135764217703,0.5028953925,0.5,0.0,0.0,0.0,0
2014-04-01 01:45:00,0.0,0,0.010541462712,0.000113065718324,0.502635341274,0.5,0.0,0.0,0.0,0
2014-04-01 01:50:00,0.0,0,0.00950124002993,9.42241749726e-05,0.502375292139,0.5,0.0,0.0,0.0,0
2014-04-01 01:55:00,0.0,0,0.00847836397588,7.92732753325e-05,0.502119578297,0.5,0.0,0.0,0.0,0
2014-04-01 02:00:00,0.0,0,0.00748810302466,6.79421136738e-05,0.501872017009,0.5,0.0,0.0,0.0,0
2014-04-01 02:05:00,0.0,0,0.00654362458736,5.97396974626e-05,0.50163590031,0.5,0.0,0.0,0.0,0
2014-04-01 02:10:00,0.0,0,0.00596046010032,5.40426626685e-05,0.501490110613,0.5,0.0,0.0,0.0,0
