timestamp,value,is_anomaly
2014-04-01 01:00:00,0.05160573196743473,0
2014-04-01 02:00:00,0.054802175023282364,0
2014-04-01 03:00:00,0.05492835040706582,0
2014-04-01 04:00:00,0.0548081833748911,0
2014-04-01 05:00:00,0.05494637546189203,0
2014-04-01 06:00:00,0.054934358758674556,0
2014-04-01 07:00:00,0.055655360951722896,0
2014-04-01 08:00:00,0.05581758644515877,0
2014-04-01 09:00:00,0.05587766996124613,0
2014-04-01 10:00:00,0.05456184095893292,0
2014-04-01 11:00:00,0.05807672665004356,0
2014-04-01 12:00:00,0.059338480487878154,0
2014-04-01 13:00:00,0.056875056328296335,0
2014-04-01 14:00:00,0.05620812929972662,0
2014-04-01 15:00:00,0.05672484753807793,0
2014-04-01 16:00:00,0.05639438819959744,0
2014-04-01 17:00:00,0.06058220927088653,0
2014-04-01 18:00:00,0.05880373719470063,0
2014-04-01 19:00:00,0.054934358758674556,0
2014-04-01 20:00:00,0.05383483041427584,0
2014-04-01 21:00:00,0.05333012887914201,0
2014-04-01 22:00:00,0.05345029591131673,0
2014-04-01 23:00:00,0.0537447051401448,0
2014-04-02 00:00:00,0.053690629975666176,0
2014-04-02 01:00:00,0.05652657193498964,0
2014-04-02 02:00:00,0.056448463364076065,0
2014-04-02 03:00:00,0.056742872592904135,0
2014-04-02 04:00:00,0.05658064709946826,0
2014-04-02 05:00:00,0.05641842160603239,0
2014-04-02 06:00:00,0.056989215008862316,0
2014-04-02 07:00:00,0.0568029561089915,0
2014-04-02 08:00:00,0.05709135698621083,0
2014-04-02 09:00:00,0.05653258028659837,0
2014-04-02 10:00:00,0.056857031273470124,0
2014-04-02 11:00:00,0.056652747318773095,0
2014-04-02 12:00:00,0.05671283083486046,0
2014-04-02 13:00:00,0.056718839186469194,0
2014-04-02 14:00:00,0.056923123141166224,0
2014-04-02 15:00:00,0.056857031273470124,0
2014-04-02 16:00:00,0.05679694775738276,0
2014-04-02 17:00:00,0.0612911947607174,0
2014-04-02 18:00:00,0.05968696488118485,0
2014-04-02 19:00:00,0.05670682248325172,0
2014-04-02 20:00:00,0.057019256766906,0
2014-04-02 21:00:00,0.056514555231772165,0
2014-04-02 22:00:00,0.056562622044642054,0
2014-04-02 23:00:00,0.056382371496379965,0
2014-04-03 00:00:00,0.05691711478955749,0
2014-04-03 01:00:00,0.05703127347012347,0
2014-04-03 02:00:00,0.056652747318773095,0
2014-04-03 03:00:00,0.056790939405774024,0
2014-04-03 04:00:00,0.05670682248325172,0
2014-04-03 05:00:00,0.056586655451076995,0
2014-04-03 06:00:00,0.05682098116381771,0
2014-04-03 07:00:00,0.0563883798479887,0
2014-04-03 08:00:00,0.05666476402199057,0
2014-04-03 09:00:00,0.05655661369303332,0
2014-04-03 10:00:00,0.05673085588968666,0
2014-04-03 11:00:00,0.05677291435094782,0
2014-04-03 12:00:00,0.056652747318773095,0
2014-04-03 13:00:00,0.05664673896716436,0
2014-04-03 14:00:00,0.05671283083486046,0
2014-04-03 15:00:00,0.05665875567038183,0
2014-04-03 16:00:00,0.0568029561089915,0
2014-04-03 17:00:00,0.06096073542223691,0
2014-04-03 18:00:00,0.05975906510048968,0
2014-04-03 19:00:00,0.05485625018776099,0
2014-04-03 20:00:00,0.05693513984438369,0
2014-04-03 21:00:00,0.057151440502298194,0
2014-04-03 22:00:00,0.05666476402199057,0
2014-04-03 23:00:00,0.05695917325081864,0
2014-04-04 00:00:00,0.056989215008862316,0
2014-04-04 01:00:00,0.057620091927779615,0
2014-04-04 02:00:00,0.05768017544386698,0
2014-04-04 03:00:00,0.05766215038904077,0
2014-04-04 04:00:00,0.0568690479766876,0
2014-04-04 05:00:00,0.057529966653648575,0
2014-04-04 06:00:00,0.05719950731516808,0
2014-04-04 07:00:00,0.0567368642412954,0
2014-04-04 08:00:00,0.05759005016973593,0
2014-04-04 09:00:00,0.05742782467630006,0
2014-04-04 10:00:00,0.057085348634602094,0
2014-04-04 11:00:00,0.05737975786343017,0
2014-04-04 12:00:00,0.057535975005257305,0
2014-04-04 13:00:00,0.057487908192387416,0
2014-04-04 14:00:00,0.057217532369994294,0
2014-04-04 15:00:00,0.05728963258929912,0
2014-04-04 16:00:00,0.05883377895274432,0
2014-04-04 17:00:00,0.06209631387628804,0
2014-04-04 18:00:00,0.05882777060113558,0
2014-04-04 19:00:00,0.057151440502298194,0
2014-04-04 20:00:00,0.057193498963559346,0
2014-04-04 21:00:00,0.057445849731126264,0
2014-04-04 22:00:00,0.05763210863099709,0
2014-04-04 23:00:00,0.05742181632469132,0
2014-04-05 00:00:00,0.057451858082735,0
2014-04-05 01:00:00,0.055390993480938504,0
2014-04-05 02:00:00,0.05543906029380839,0
2014-04-05 03:00:00,0.05571544446781026,0
2014-04-05 04:00:00,0.05553519391954817,0
2014-04-05 05:00:00,0.055979811938594644,0
2014-04-05 06:00:00,0.055565235677591855,0
2014-04-05 07:00:00,0.05594376182894223,0
2014-04-05 08:00:00,0.05647249677051101,0
2014-04-05 09:00:00,0.056358338089945025,0
2014-04-05 10:00:00,0.05674888094451287,0
2014-04-05 11:00:00,0.0584492444497852,0
2014-04-05 12:00:00,0.060155616306666264,0
2014-04-05 13:00:00,0.05973503169405474,0
2014-04-05 14:00:00,0.05856340313035119,0
2014-04-05 15:00:00,0.05867756181091718,0
2014-04-05 16:00:00,0.05921831345570343,0
2014-04-05 17:00:00,0.06313575870459939,0
2014-04-05 18:00:00,0.06267912398233545,0
2014-04-05 19:00:00,0.057487908192387416,0
2014-04-05 20:00:00,0.05722354072160303,0
2014-04-05 21:00:00,0.05623216270616156,0
2014-04-05 22:00:00,0.055637335896896685,0
2014-04-05 23:00:00,0.056226154354552825,0
2014-04-06 00:00:00,0.05600384534502959,0
2014-04-06 01:00:00,0.0504701535133836,0
2014-04-06 02:00:00,0.04971310121068285,0
2014-04-06 03:00:00,0.05036801153603509,0
2014-04-06 04:00:00,0.049749151320335264,0
