timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-02-14 14:30:00,0.132,0,0.0,0.0,0.0
2014-02-14 14:35:00,0.134,0,0.0,0.0,0.0
2014-02-14 14:40:00,0.134,0,0.0,0.0,0.0
2014-02-14 14:45:00,0.134,0,0.0,0.0,0.0
2014-02-14 14:50:00,0.134,0,0.0,0.0,0.0
2014-02-14 14:55:00,0.134,0,0.0,0.0,0.0
2014-02-14 15:00:00,0.134,0,0.0,0.0,0.0
2014-02-14 15:05:00,0.134,0,0.0,0.0,0.0
2014-02-14 15:10:00,0.066,0,0.0,0.0,0.0
2014-02-14 15:15:00,0.132,0,0.0,0.0,0.0
2014-02-14 15:20:00,0.134,0,0.0,0.0,0.0
2014-02-14 15:25:00,0.066,[ 0.68993327],0.0,0.0,0.0
2014-02-14 15:30:00,0.132,[ 0.77656347],0.0,0.0,0.0
2014-02-14 15:35:00,0.202,[ 0.69537312],0.0,0.0,0.0
2014-02-14 15:40:00,0.068,[ 0.71446425],0.0,0.0,0.0
2014-02-14 15:45:00,0.134,[ 0.78546745],0.0,0.0,0.0
2014-02-14 15:50:00,0.132,[ 0.62293846],0.0,0.0,0.0
2014-02-14 15:55:00,0.134,[ 0.61238653],0.0,0.0,0.0
2014-02-14 16:00:00,0.134,[ 0.69433147],0.0,0.0,0.0
2014-02-14 16:05:00,0.136,[ 0.58370946],0.0,0.0,0.0
2014-02-14 16:10:00,0.132,[ 0.65667292],0.0,0.0,0.0
2014-02-14 16:15:00,0.134,[ 0.58351904],0.0,0.0,0.0
2014-02-14 16:20:00,0.134,[ 0.5193827],0.0,0.0,0.0
2014-02-14 16:25:00,0.066,[ 0.75938508],0.0,0.0,0.0
2014-02-14 16:30:00,0.134,[ 0.58118095],0.0,0.0,0.0
2014-02-14 16:35:00,0.134,[ 0.61753185],0.0,0.0,0.0
2014-02-14 16:40:00,0.066,[ 0.68443042],0.0,0.0,0.0
2014-02-14 16:45:00,0.134,[ 0.77229187],0.0,0.0,0.0
2014-02-14 16:50:00,0.134,[ 0.68664152],0.0,0.0,0.0
2014-02-14 16:55:00,0.134,[ 0.71402318],0.0,0.0,0.0
2014-02-14 17:00:00,0.132,[ 0.81337611],0.0,0.0,0.0
2014-02-14 17:05:00,0.136,[ 0.64556834],0.0,0.0,0.0
2014-02-14 17:10:00,0.134,[ 0.6964491],0.0,0.0,0.0
2014-02-14 17:15:00,0.134,[ 0.57563287],0.0,0.0,0.0
2014-02-14 17:20:00,0.132,[ 0.57426308],0.0,0.0,0.0
2014-02-14 17:25:00,0.132,[ 0.66856987],0.0,0.0,0.0
2014-02-14 17:30:00,0.134,[ 0.53158766],0.0,0.0,0.0
2014-02-14 17:35:00,0.134,[ 0.58114766],0.0,0.0,0.0
2014-02-14 17:40:00,0.066,[ 0.62441093],0.0,0.0,0.0
2014-02-14 17:45:00,0.134,[ 0.62642199],0.0,0.0,0.0
2014-02-14 17:50:00,0.134,[ 0.65116793],0.0,0.0,0.0
2014-02-14 17:55:00,0.202,[ 0.68805572],0.0,0.0,0.0
2014-02-14 18:00:00,0.134,[ 0.77143566],0.0,0.0,0.0
2014-02-14 18:05:00,0.134,[ 0.61761338],0.0,0.0,0.0
2014-02-14 18:10:00,0.134,[ 0.57421977],0.0,0.0,0.0
2014-02-14 18:15:00,0.068,[ 0.50716183],0.0,0.0,0.0
2014-02-14 18:20:00,0.132,[ 0.57800767],0.0,0.0,0.0
2014-02-14 18:25:00,0.134,[ 0.68046862],0.0,0.0,0.0
2014-02-14 18:30:00,0.134,[ 0.55011255],0.0,0.0,0.0
2014-02-14 18:35:00,0.134,[ 0.72951649],0.0,0.0,0.0
2014-02-14 18:40:00,0.134,[ 0.60093314],0.0,0.0,0.0
2014-02-14 18:45:00,0.134,[ 0.72900087],0.0,0.0,0.0
2014-02-14 18:50:00,0.134,[ 0.7014524],0.0,0.0,0.0
2014-02-14 18:55:00,0.134,[ 0.61152059],0.0,0.0,0.0
2014-02-14 19:00:00,0.066,[ 0.66647011],0.0,0.0,0.0
2014-02-14 19:05:00,0.134,[ 0.53111226],0.0,0.0,0.0
2014-02-14 19:10:00,0.134,[ 0.6068445],0.0,0.0,0.0
2014-02-14 19:15:00,0.134,[ 0.6800935],0.0,0.0,0.0
2014-02-14 19:20:00,0.066,[ 0.76567179],0.0,0.0,0.0
2014-02-14 19:25:00,0.132,[ 0.64734036],0.0,0.0,0.0
2014-02-14 19:30:00,0.134,[ 0.6721111],0.0,0.0,0.0
2014-02-14 19:35:00,0.2,[ 0.72458345],0.0,0.0,0.0
2014-02-14 19:40:00,0.132,[ 0.76013977],0.0,0.0,0.0
2014-02-14 19:45:00,0.134,[ 0.66909224],0.0,0.0,0.0
2014-02-14 19:50:00,0.136,[ 0.48554713],0.0,0.0,0.0
2014-02-14 19:55:00,0.132,[ 0.47128628],0.0,0.0,0.0
2014-02-14 20:00:00,0.066,[ 0.58018691],0.0,0.0,0.0
2014-02-14 20:05:00,0.134,[ 0.64272267],0.0,0.0,0.0
2014-02-14 20:10:00,0.134,[ 0.51602918],0.0,0.0,0.0
2014-02-14 20:15:00,0.134,[ 0.64457796],0.0,0.0,0.0
2014-02-14 20:20:00,0.2,[ 0.71109268],0.0,0.0,0.0
2014-02-14 20:25:00,0.132,[ 0.73165995],0.0,0.0,0.0
2014-02-14 20:30:00,0.136,[ 0.64069371],0.0,0.0,0.0
2014-02-14 20:35:00,0.134,[ 0.58896276],0.0,0.0,0.0
2014-02-14 20:40:00,0.134,[ 0.4639743],0.0,0.0,0.0
2014-02-14 20:45:00,0.134,[ 0.63274208],0.0,0.0,0.0
2014-02-14 20:50:00,0.066,[ 0.49493977],0.0,0.0,0.0
2014-02-14 20:55:00,0.134,[ 0.52619623],0.0,0.0,0.0
2014-02-14 21:00:00,0.134,[ 0.65169269],0.0,0.0,0.0
2014-02-14 21:05:00,0.134,[ 0.62396294],0.0,0.0,0.0
2014-02-14 21:10:00,0.134,[ 0.84826142],0.0,0.0,0.0
2014-02-14 21:15:00,0.132,[ 0.67844348],0.0,0.0,0.0
2014-02-14 21:20:00,0.066,[ 0.63327357],0.0,0.0,0.0
2014-02-14 21:25:00,0.134,[ 0.65432803],0.0,0.0,0.0
2014-02-14 21:30:00,0.132,[ 0.63858134],0.0,0.0,0.0
