timestamp,value,is_anomaly,error_prediction,convergence_loss,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-02-26 21:42:53,0.00865800865801,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 21:47:53,0.00865800865801,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 21:52:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 21:57:53,0.012987012987,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:02:53,0.021645021645,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:07:53,0.004329004329,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:12:53,0.004329004329,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:17:53,0.00865800865801,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:22:53,0.034632034632,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:27:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:32:53,0.00865800865801,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:37:53,0.012987012987,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:42:53,0.004329004329,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:47:53,0.021645021645,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:52:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 22:57:53,0.025974025974,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:02:53,0.004329004329,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:07:53,0.012987012987,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:12:53,0.038961038961,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:17:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:22:53,0.00865800865801,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:27:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:32:53,0.004329004329,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:37:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:42:53,0.025974025974,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:47:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:52:53,0.021645021645,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-26 23:57:53,0.025974025974,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-27 00:02:53,0.00865800865801,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-27 00:07:53,0.017316017316,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2015-02-27 00:12:53,0.00865800865801,0,0.0448526311746,0.00201175827533,0.5,-0.0361946225166,0.0,0.0,0.0
2015-02-27 00:17:53,0.004329004329,0,0.0470820451196,0.00221671885811,0.5,-0.0427530407906,0.0,0.0,0.0
2015-02-27 00:22:53,0.00865800865801,0,0.0500849951139,0.00250850664452,0.5,-0.0414269864559,0.0,0.0,0.0
2015-02-27 00:27:53,0.00865800865801,0,0.0401700008741,0.00161362881772,0.5,-0.0315119922161,0.0,0.0,0.0
2015-02-27 00:32:53,0.025974025974,0,0.0474155154321,0.00224823132157,0.5,-0.0214414894581,0.0,0.0,0.0
2015-02-27 00:37:53,0.025974025974,0,0.0288755800817,0.000833799131215,0.5,-0.00290155410767,0.0,0.0,0.0
2015-02-27 00:42:53,0.012987012987,0,0.00611435902583,3.73853872588e-05,0.5,0.00687265396118,0.0,0.0,0.0
2015-02-27 00:47:53,0.017316017316,0,0.00959286467854,9.20230522752e-05,0.5,0.00772315263748,0.0,0.0,0.0
2015-02-27 00:52:53,0.012987012987,0,0.00336330664622,1.13118312584e-05,0.5,0.00962370634079,0.0,0.0,0.0
2015-02-27 00:57:53,0.017316017316,0,0.00788312776264,6.21437066002e-05,0.5,0.0251991450787,0.0,0.0,0.0
2015-02-27 01:02:53,0.021645021645,0,0.0123481033168,0.000152475637151,0.5,0.0339931249619,0.0,0.0,0.0
2015-02-27 01:07:53,0.00865800865801,0,0.028513116754,0.00081299780868,0.5,0.037171125412,0.0,0.0,0.0
2015-02-27 01:12:53,0.034632034632,0,0.00346647944801,1.2016479559e-05,0.5,0.03809851408,0.0,0.0,0.0
