timestamp,value
2014-04-01 01:00:00,434
2014-04-01 02:00:00,385974
2014-04-01 03:00:00,5672537
2014-04-01 04:00:00,6137598
2014-04-01 05:00:00,6287383
2014-04-01 06:00:00,6432308
2014-04-01 07:00:00,6508432
2014-04-01 08:00:00,6549646
2014-04-01 09:00:00,6425122
2014-04-01 10:00:00,6394650
2014-04-01 11:00:00,6583999
2014-04-01 12:00:00,6702820
2014-04-01 13:00:00,6810665
2014-04-01 14:00:00,6933764
2014-04-01 15:00:00,6998573
2014-04-01 16:00:00,6954333
2014-04-01 17:00:00,6859216
2014-04-01 18:00:00,6413081
2014-04-01 19:00:00,5555578
2014-04-01 20:00:00,4951760
2014-04-01 21:00:00,4630941
2014-04-01 22:00:00,4436129
2014-04-01 23:00:00,4325486
2014-04-02 00:00:00,4351925
2014-04-02 01:00:00,4543583
2014-04-02 02:00:00,5144027
2014-04-02 03:00:00,5728072
2014-04-02 04:00:00,6278373
2014-04-02 05:00:00,6427613
2014-04-02 06:00:00,6499127
2014-04-02 07:00:00,6527612
2014-04-02 08:00:00,6487843
2014-04-02 09:00:00,6382173
2014-04-02 10:00:00,6336180
2014-04-02 11:00:00,6491087
2014-04-02 12:00:00,6653153
2014-04-02 13:00:00,6797699
2014-04-02 14:00:00,6860933
2014-04-02 15:00:00,6896223
2014-04-02 16:00:00,6862816
2014-04-02 17:00:00,6792429
2014-04-02 18:00:00,6461352
2014-04-02 19:00:00,5607012
2014-04-02 20:00:00,5004276
2014-04-02 21:00:00,4592193
2014-04-02 22:00:00,4476948
2014-04-02 23:00:00,4363292
2014-04-03 00:00:00,4361465
2014-04-03 01:00:00,4587468
2014-04-03 02:00:00,5144174
2014-04-03 03:00:00,5852746
2014-04-03 04:00:00,6240918
2014-04-03 05:00:00,6354072
2014-04-03 06:00:00,6632705
2014-04-03 07:00:00,6494849
2014-04-03 08:00:00,6432447
2014-04-03 09:00:00,6358303
2014-04-03 10:00:00,6338294
2014-04-03 11:00:00,6555386
2014-04-03 12:00:00,6917160
2014-04-03 13:00:00,6985742
2014-04-03 14:00:00,6957827
2014-04-03 15:00:00,6968296
2014-04-03 16:00:00,6424790
2014-04-03 17:00:00,6452954
2014-04-03 18:00:00,6396051
2014-04-03 19:00:00,5615112
2014-04-03 20:00:00,4997594
2014-04-03 21:00:00,4640227
2014-04-03 22:00:00,4446677
2014-04-03 23:00:00,3894358
2014-04-04 00:00:00,4333245
2014-04-04 01:00:00,4588276
2014-04-04 02:00:00,5176114
2014-04-04 03:00:00,5860921
2014-04-04 04:00:00,6303637
2014-04-04 05:00:00,6374797
2014-04-04 06:00:00,6370847
2014-04-04 07:00:00,6446197
2014-04-04 08:00:00,6560011
2014-04-04 09:00:00,6394519
2014-04-04 10:00:00,6378939
2014-04-04 11:00:00,6437646
2014-04-04 12:00:00,6538304
2014-04-04 13:00:00,6723370
2014-04-04 14:00:00,6719247
2014-04-04 15:00:00,6698006
2014-04-04 16:00:00,6724209
2014-04-04 17:00:00,6674355
2014-04-04 18:00:00,6372073
2014-04-04 19:00:00,5552571
2014-04-04 20:00:00,4948818
2014-04-04 21:00:00,4559357
2014-04-04 22:00:00,4409721
2014-04-04 23:00:00,4035844
2014-04-05 00:00:00,4314024
2014-04-05 01:00:00,4501715
2014-04-05 02:00:00,5110582
2014-04-05 03:00:00,5936110
2014-04-05 04:00:00,6439804
2014-04-05 05:00:00,6403949
2014-04-05 06:00:00,6574449
2014-04-05 07:00:00,6661092
2014-04-05 08:00:00,6503463
2014-04-05 09:00:00,6517837
2014-04-05 10:00:00,6489205
2014-04-05 11:00:00,6705365
2014-04-05 12:00:00,6878345
2014-04-05 13:00:00,6999669
2014-04-05 14:00:00,6943996
2014-04-05 15:00:00,5949495
2014-04-05 16:00:00,6532091
2014-04-05 17:00:00,6323859
2014-04-05 18:00:00,5986337
2014-04-05 19:00:00,5386759
2014-04-05 20:00:00,4888655
2014-04-05 21:00:00,4550309
2014-04-05 22:00:00,4323630
2014-04-05 23:00:00,4188752
2014-04-06 00:00:00,4183480
2014-04-06 01:00:00,4322528
2014-04-06 02:00:00,4729334
2014-04-06 03:00:00,5435287
2014-04-06 04:00:00,5910009
2014-04-06 05:00:00,6247482
2014-04-06 06:00:00,6317009
2014-04-06 07:00:00,6204210
2014-04-06 08:00:00,6023070
2014-04-06 09:00:00,5984691
2014-04-06 10:00:00,5895372
2014-04-06 11:00:00,5989396
2014-04-06 12:00:00,6037622
2014-04-06 13:00:00,6085415
2014-04-06 14:00:00,6021387
2014-04-06 15:00:00,5973128
2014-04-06 16:00:00,5959999
2014-04-06 17:00:00,5900600
2014-04-06 18:00:00,5729634
2014-04-06 19:00:00,5237583
2014-04-06 20:00:00,4845245
2014-04-06 21:00:00,4515830
