timestamp,value
2014-11-23 08:00:00,-295.004141576841
2014-11-23 09:00:00,184.551308169739
2014-11-23 10:00:00,-216.11790292514598
2014-11-23 11:00:00,1042.15490459149
2014-11-23 12:00:00,521.4332941253331
2014-11-23 13:00:00,55.2280428878571
2014-11-23 14:00:00,769.7904930770129
2014-11-23 15:00:00,974.183271391929
2014-11-23 16:00:00,977.684005587087
2014-11-23 17:00:00,633.228731744188
2014-11-23 18:00:00,1584.1173000143801
2014-11-23 19:00:00,1118.48628889874
2014-11-23 20:00:00,703.125729675643
2014-11-23 21:00:00,4.36156397101979
2014-11-23 22:00:00,1674.9138314993697
2014-11-23 23:00:00,1172.6925035217998
2014-11-24 00:00:00,1243.10201301901
2014-11-24 01:00:00,1757.37985893625
2014-11-24 02:00:00,1746.6635516363
2014-11-24 03:00:00,1681.1909994716198
2014-11-24 04:00:00,1876.8937388942397
2014-11-24 05:00:00,1845.7694040569102
2014-11-24 06:00:00,1535.37765998204
2014-11-24 07:00:00,567.753344698275
2014-11-24 08:00:00,1842.9897898918698
2014-11-24 09:00:00,1533.13067314676
2014-11-24 10:00:00,1495.48690350084
2014-11-24 11:00:00,868.295362305155
2014-11-24 12:00:00,1346.05019986373
2014-11-24 13:00:00,1772.4152128720898
2014-11-24 14:00:00,2215.32611155582
2014-11-24 15:00:00,1497.90398681729
2014-11-24 16:00:00,1714.56038969479
2014-11-24 17:00:00,1478.24863408295
2014-11-24 18:00:00,813.2027981651311
2014-11-24 19:00:00,1242.9211429688198
2014-11-24 20:00:00,1215.51102503736
2014-11-24 21:00:00,1335.0874416214501
2014-11-24 22:00:00,1847.17456024043
2014-11-24 23:00:00,1635.7725862415
2014-11-25 00:00:00,1136.54810157205
2014-11-25 01:00:00,1037.40369638078
2014-11-25 02:00:00,1434.9083538576
2014-11-25 03:00:00,1304.86902033103
2014-11-25 04:00:00,640.560017708639
2014-11-25 05:00:00,563.831600957588
2014-11-25 06:00:00,1009.59783311887
2014-11-25 07:00:00,1132.0791560345199
2014-11-25 08:00:00,634.9197078517141
2014-11-25 09:00:00,1037.9615510063302
2014-11-25 10:00:00,729.764645509242
2014-11-25 11:00:00,167.247683529795
2014-11-25 12:00:00,548.593234274576
2014-11-25 13:00:00,-236.00344471238097
2014-11-25 14:00:00,919.331670478625
2014-11-25 15:00:00,1105.86604262926
2014-11-25 16:00:00,-99.3777247467975
2014-11-25 17:00:00,-500.001359855212
2014-11-25 18:00:00,202.533784688888
2014-11-25 19:00:00,-208.60616711976897
2014-11-25 20:00:00,941.2547903696271
2014-11-25 21:00:00,-300.93790805648104
2014-11-25 22:00:00,-16.0350012955427
2014-11-25 23:00:00,-397.405782031461
2014-11-26 00:00:00,-828.555893944155
2014-11-26 01:00:00,-437.253350335509
2014-11-26 02:00:00,-1449.8968714240698
2014-11-26 03:00:00,73.1563544787431
2014-11-26 04:00:00,-604.337749860989
2014-11-26 05:00:00,324.670849872121
2014-11-26 06:00:00,-529.790279421627
2014-11-26 07:00:00,-1133.84318704121
2014-11-26 08:00:00,-527.9984724631449
2014-11-26 09:00:00,-1295.88059263335
2014-11-26 10:00:00,-1469.7108813111302
2014-11-26 11:00:00,-741.8785967364979
2014-11-26 12:00:00,-1105.7787792065199
2014-11-26 13:00:00,-897.595029749827
2014-11-26 14:00:00,-862.977587573895
2014-11-26 15:00:00,-1177.91742761658
2014-11-26 16:00:00,-1158.5157001734199
2014-11-26 17:00:00,-935.6521256997071
2014-11-26 18:00:00,-284.66218449723704
2014-11-26 19:00:00,-1559.94045862957
2014-11-26 20:00:00,-512.355330408639
2014-11-26 21:00:00,-604.069879826458
2014-11-26 22:00:00,-214.378603028419
2014-11-26 23:00:00,-829.002515591828
2014-11-27 00:00:00,-457.252215260774
2014-11-27 01:00:00,-455.025497655633
2014-11-27 02:00:00,-788.6104310417011
2014-11-27 03:00:00,113.10166056677299
2014-11-27 04:00:00,153.789584739295
2014-11-27 05:00:00,-0.503524417510675
2014-11-27 06:00:00,496.34082793439796
2014-11-27 07:00:00,75.1800637215788
2014-11-27 08:00:00,-731.1642204143919
2014-11-27 09:00:00,-313.93084195582003
2014-11-27 10:00:00,-545.9500251072519
2014-11-27 11:00:00,-101.26000206876301
2014-11-27 12:00:00,-86.79016754790871
2014-11-27 13:00:00,318.546642624431
2014-11-27 14:00:00,-51.946163919969905
2014-11-27 15:00:00,551.08169518819
2014-11-27 16:00:00,249.727372041424
2014-11-27 17:00:00,1504.5137554241198
2014-11-27 18:00:00,1089.10611026083
2014-11-27 19:00:00,1271.84187878403
2014-11-27 20:00:00,1107.97916530923
2014-11-27 21:00:00,1820.6148868835398
2014-11-27 22:00:00,792.872949633061
2014-11-27 23:00:00,962.3684505178729
2014-11-28 00:00:00,1957.4047298098399
2014-11-28 01:00:00,1037.57215925681
2014-11-28 02:00:00,1330.6395772368599
2014-11-28 03:00:00,1318.77195809623
2014-11-28 04:00:00,1428.35582979311
2014-11-28 05:00:00,1519.5722771631101
2014-11-28 06:00:00,1959.84459171513
2014-11-28 07:00:00,1701.69798079064
2014-11-28 08:00:00,1604.8132529107002
2014-11-28 09:00:00,2551.50051688292
2014-11-28 10:00:00,1855.5594722630603
2014-11-28 11:00:00,1921.4645895520102
2014-11-28 12:00:00,2004.3319772919199
2014-11-28 13:00:00,2435.50511162488
2014-11-28 14:00:00,2092.89266952953
2014-11-28 15:00:00,2141.01095814553
2014-11-28 16:00:00,1857.25401655977
2014-11-28 17:00:00,2050.2920122883897
2014-11-28 18:00:00,2251.39724487284
2014-11-28 19:00:00,1950.4214165514802
2014-11-28 20:00:00,2495.5569790747
2014-11-28 21:00:00,1510.79578755764
2014-11-28 22:00:00,2384.8602227074202
2014-11-28 23:00:00,1489.6984745485001
2014-11-29 00:00:00,2070.40215800914
2014-11-29 01:00:00,1942.69667615011
2014-11-29 02:00:00,1860.0442375623397
2014-11-29 03:00:00,2118.61681261467
2014-11-29 04:00:00,1192.96085148269
2014-11-29 05:00:00,2643.12658332172
2014-11-29 06:00:00,1235.5522691085198
2014-11-29 07:00:00,1768.6196488810397
2014-11-29 08:00:00,1406.136169744
2014-11-29 09:00:00,1529.4041843617902
2014-11-29 10:00:00,2838.67730102719
2014-11-29 11:00:00,1784.0888237939498
2014-11-29 12:00:00,1094.9846922433198
2014-11-29 13:00:00,859.7838824957801
2014-11-29 14:00:00,1798.17484321809
2014-11-29 15:00:00,1503.1896205580201
2014-11-29 16:00:00,1287.64094004181
2014-11-29 17:00:00,920.433981803764
2014-11-29 18:00:00,577.408100414484
2014-11-29 19:00:00,700.0109234752341
2014-11-29 20:00:00,1621.6693263671698
2014-11-29 21:00:00,764.77390406443
2014-11-29 22:00:00,320.409644006796
2014-11-29 23:00:00,1808.22981054805
2014-11-30 00:00:00,1036.7206493717802
2014-11-30 01:00:00,641.2654355899599
2014-11-30 02:00:00,1189.9476730592698
2014-11-30 03:00:00,1033.1954975751598
2014-11-30 04:00:00,236.511894209335
2014-11-30 05:00:00,1524.8584214349403
2014-11-30 06:00:00,272.498752565455
2014-11-30 07:00:00,-356.216176292956
2014-11-30 08:00:00,195.92261048417
2014-11-30 09:00:00,304.48126998401904
2014-11-30 10:00:00,1257.17204450399
2014-11-30 11:00:00,143.635162513291
2014-11-30 12:00:00,261.81732747585204
2014-11-30 13:00:00,-42.1025378527238
2014-11-30 14:00:00,-208.698640093791
2014-11-30 15:00:00,-103.68297567145001
2014-11-30 16:00:00,257.21754471022
2014-11-30 17:00:00,846.322738494549
2014-11-30 18:00:00,316.627382361496
2014-11-30 19:00:00,382.44616712806396
2014-11-30 20:00:00,-807.0673633124561
2014-11-30 21:00:00,247.056799582874
2014-11-30 22:00:00,-126.899261386535
2014-11-30 23:00:00,-939.9607466687869
2014-12-01 00:00:00,19.851801446866396
2014-12-01 01:00:00,-298.67379579537703
2014-12-01 02:00:00,495.587346982322
2014-12-01 03:00:00,-558.969912087719
2014-12-01 04:00:00,-374.103716871521
2014-12-01 05:00:00,-584.460611859553
2014-12-01 06:00:00,-191.239658345365
2014-12-01 07:00:00,124.94868469524799
2014-12-01 08:00:00,-378.183499999224
2014-12-01 09:00:00,419.84788691276003
2014-12-01 10:00:00,-509.69760224712996
2014-12-01 11:00:00,-377.596864669767
2014-12-01 12:00:00,878.7415282529171
2014-12-01 13:00:00,-240.237447439726
2014-12-01 14:00:00,512.963394174965
2014-12-01 15:00:00,201.287833766456
2014-12-01 16:00:00,654.426661147462
2014-12-01 17:00:00,1345.67092596929
2014-12-01 18:00:00,1374.9420368176502
2014-12-01 19:00:00,533.490729371347
2014-12-01 20:00:00,-323.548184195989
2014-12-01 21:00:00,2061.87290272424
2014-12-01 22:00:00,1267.7787977549401
2014-12-01 23:00:00,1295.00970101955
2014-12-02 00:00:00,1116.89601557078
2014-12-02 01:00:00,1458.11802753379
2014-12-02 02:00:00,1223.5141362409101
2014-12-02 03:00:00,1594.8665478988098
2014-12-02 04:00:00,1289.73947026593
2014-12-02 05:00:00,912.448519463235
2014-12-02 06:00:00,2135.1478342428304
2014-12-02 07:00:00,2478.39979503966
2014-12-02 08:00:00,1684.9394840743803
2014-12-02 09:00:00,1315.0046582070402
2014-12-02 10:00:00,2309.22200532237
