timestamp,value
2014-04-01 01:00:00,0
2014-04-01 02:00:00,367
2014-04-01 03:00:00,2325
2014-04-01 04:00:00,2522
2014-04-01 05:00:00,2362
2014-04-01 06:00:00,2014
2014-04-01 07:00:00,1321
2014-04-01 08:00:00,1318
2014-04-01 09:00:00,1815
2014-04-01 10:00:00,2274
2014-04-01 11:00:00,2176
2014-04-01 12:00:00,1897
2014-04-01 13:00:00,1083
2014-04-01 14:00:00,596
2014-04-01 15:00:00,348
2014-04-01 16:00:00,219
2014-04-01 17:00:00,173
2014-04-01 18:00:00,156
2014-04-01 19:00:00,280
2014-04-01 20:00:00,544
2014-04-01 21:00:00,1586
2014-04-01 22:00:00,3475
2014-04-01 23:00:00,2866
2014-04-02 00:00:00,2475
2014-04-02 01:00:00,2127
2014-04-02 02:00:00,1710
2014-04-02 03:00:00,2414
2014-04-02 04:00:00,2621
2014-04-02 05:00:00,2531
2014-04-02 06:00:00,1874
2014-04-02 07:00:00,1319
2014-04-02 08:00:00,1352
2014-04-02 09:00:00,1758
2014-04-02 10:00:00,2242
2014-04-02 11:00:00,2372
2014-04-02 12:00:00,2044
2014-04-02 13:00:00,1115
2014-04-02 14:00:00,594
2014-04-02 15:00:00,364
2014-04-02 16:00:00,283
2014-04-02 17:00:00,242
2014-04-02 18:00:00,233
2014-04-02 19:00:00,309
2014-04-02 20:00:00,579
2014-04-02 21:00:00,1607
2014-04-02 22:00:00,3453
2014-04-02 23:00:00,2777
2014-04-03 00:00:00,2544
2014-04-03 01:00:00,2018
2014-04-03 02:00:00,1767
2014-04-03 03:00:00,2373
2014-04-03 04:00:00,2559
2014-04-03 05:00:00,2359
2014-04-03 06:00:00,2294
2014-04-03 07:00:00,1531
2014-04-03 08:00:00,1302
2014-04-03 09:00:00,1717
2014-04-03 10:00:00,2179
2014-04-03 11:00:00,2356
2014-04-03 12:00:00,1938
2014-04-03 13:00:00,1159
2014-04-03 14:00:00,504
2014-04-03 15:00:00,288
2014-04-03 16:00:00,312
2014-04-03 17:00:00,258
2014-04-03 18:00:00,157
2014-04-03 19:00:00,225
2014-04-03 20:00:00,532
2014-04-03 21:00:00,1608
2014-04-03 22:00:00,3441
2014-04-03 23:00:00,2986
2014-04-04 00:00:00,2740
2014-04-04 01:00:00,2134
2014-04-04 02:00:00,1832
2014-04-04 03:00:00,2434
2014-04-04 04:00:00,2578
2014-04-04 05:00:00,2341
2014-04-04 06:00:00,2078
2014-04-04 07:00:00,1263
2014-04-04 08:00:00,1272
2014-04-04 09:00:00,1507
2014-04-04 10:00:00,1851
2014-04-04 11:00:00,2312
2014-04-04 12:00:00,1891
2014-04-04 13:00:00,1100
2014-04-04 14:00:00,625
2014-04-04 15:00:00,334
2014-04-04 16:00:00,238
2014-04-04 17:00:00,153
2014-04-04 18:00:00,238
2014-04-04 19:00:00,396
2014-04-04 20:00:00,657
2014-04-04 21:00:00,1783
2014-04-04 22:00:00,3637
2014-04-04 23:00:00,2813
2014-04-05 00:00:00,2695
2014-04-05 01:00:00,2188
2014-04-05 02:00:00,1885
2014-04-05 03:00:00,2378
2014-04-05 04:00:00,2667
2014-04-05 05:00:00,2713
2014-04-05 06:00:00,2026
2014-04-05 07:00:00,1653
2014-04-05 08:00:00,1361
2014-04-05 09:00:00,1977
2014-04-05 10:00:00,2202
2014-04-05 11:00:00,2386
2014-04-05 12:00:00,2306
2014-04-05 13:00:00,1870
2014-04-05 14:00:00,775
2014-04-05 15:00:00,548
2014-04-05 16:00:00,422
2014-04-05 17:00:00,199
2014-04-05 18:00:00,313
2014-04-05 19:00:00,420
2014-04-05 20:00:00,666
2014-04-05 21:00:00,1413
2014-04-05 22:00:00,2677
2014-04-05 23:00:00,2136
2014-04-06 00:00:00,2243
2014-04-06 01:00:00,2050
2014-04-06 02:00:00,2007
2014-04-06 03:00:00,2197
2014-04-06 04:00:00,2279
2014-04-06 05:00:00,2110
2014-04-06 06:00:00,2073
2014-04-06 07:00:00,1631
2014-04-06 08:00:00,1643
2014-04-06 09:00:00,2509
2014-04-06 10:00:00,2928
2014-04-06 11:00:00,2472
2014-04-06 12:00:00,2210
2014-04-06 13:00:00,1660
2014-04-06 14:00:00,894
2014-04-06 15:00:00,420
2014-04-06 16:00:00,371
2014-04-06 17:00:00,221
2014-04-06 18:00:00,175
2014-04-06 19:00:00,406
2014-04-06 20:00:00,863
2014-04-06 21:00:00,1200
2014-04-06 22:00:00,1776
2014-04-06 23:00:00,2522
2014-04-07 00:00:00,2231
2014-04-07 01:00:00,2260
2014-04-07 02:00:00,2126
2014-04-07 03:00:00,2139
2014-04-07 04:00:00,2017
2014-04-07 05:00:00,1914
2014-04-07 06:00:00,1748
2014-04-07 07:00:00,1527
2014-04-07 08:00:00,1785
2014-04-07 09:00:00,2447
2014-04-07 10:00:00,2635
2014-04-07 11:00:00,2515
2014-04-07 12:00:00,2116
2014-04-07 13:00:00,1303
2014-04-07 14:00:00,735
2014-04-07 15:00:00,409
2014-04-07 16:00:00,338
2014-04-07 17:00:00,204
2014-04-07 18:00:00,191
2014-04-07 19:00:00,1032
2014-04-07 20:00:00,659
2014-04-07 21:00:00,2042
2014-04-07 22:00:00,4067
