timestamp,value,is_anomaly
2014-11-23 08:00:00,-206.601939328132,0
2014-11-23 09:00:00,136.595836450649,0
2014-11-23 10:00:00,-125.93698110886999,0
2014-11-23 11:00:00,753.121957607364,0
2014-11-23 12:00:00,407.953074747585,0
2014-11-23 13:00:00,100.28112792118999,0
2014-11-23 14:00:00,605.129958399402,0
2014-11-23 15:00:00,758.875182596322,0
2014-11-23 16:00:00,774.338929813258,0
2014-11-23 17:00:00,550.31106705682,0
2014-11-23 18:00:00,1217.61870776132,0
2014-11-23 19:00:00,910.083555822483,0
2014-11-23 20:00:00,637.065122800728,0
2014-11-23 21:00:00,168.932763969853,0
2014-11-23 22:00:00,1331.1405651322198,0
2014-11-23 23:00:00,998.034798207072,0
2014-11-24 00:00:00,1058.8472058241198,0
2014-11-24 01:00:00,1424.9508304547699,0
2014-11-24 02:00:00,1429.60251003735,0
2014-11-24 03:00:00,1396.3738868347598,0
2014-11-24 04:00:00,1542.64902179516,0
2014-11-24 05:00:00,1532.58341111284,0
2014-11-24 06:00:00,1330.06273823108,0
2014-11-24 07:00:00,674.961215371762,0
2014-11-24 08:00:00,1562.94636069412,0
2014-11-24 09:00:00,1359.77884910598,0
2014-11-24 10:00:00,1343.53272167597,0
2014-11-24 11:00:00,921.150648100589,0
2014-11-24 12:00:00,1258.66160559241,0
2014-11-24 13:00:00,1560.29532277258,0
2014-11-24 14:00:00,1872.7627517704504,0
2014-11-24 15:00:00,1386.15507067857,0
2014-11-24 16:00:00,1541.7001275105,0
2014-11-24 17:00:00,1384.86068321112,0
2014-11-24 18:00:00,932.271393638658,0
2014-11-24 19:00:00,1232.28474567656,0
2014-11-24 20:00:00,1216.9237689998,0
2014-11-24 21:00:00,1301.86750572612,0
2014-11-24 22:00:00,1656.03105724035,0
2014-11-24 23:00:00,1511.3976689860299,0
2014-11-25 00:00:00,1167.72996686775,0
2014-11-25 01:00:00,1098.36757291934,0
2014-11-25 02:00:00,1369.7251603708999,0
2014-11-25 03:00:00,1276.96667058719,0
2014-11-25 04:00:00,815.4274444580328,0
2014-11-25 05:00:00,757.073770685207,0
2014-11-25 06:00:00,1057.0841681542,0
2014-11-25 07:00:00,1133.4053122475698,0
2014-11-25 08:00:00,782.0720777812048,0
2014-11-25 09:00:00,1048.93805124387,0
2014-11-25 10:00:00,825.068911048573,0
2014-11-25 11:00:00,424.873858430705,0
2014-11-25 12:00:00,672.8659120388111,0
