timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:05:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:10:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:15:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:20:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:25:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:30:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:35:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:40:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:45:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:50:00,20.0,13.1457214355,0.5,[172.80999755859375],33.1457214355,0,0,0
2014-04-01 00:55:00,20.0,13.1409301758,0.5,[172.68405151367188],33.1409301758,0,0,0
2014-04-01 01:00:00,20.0,13.1361541748,0.5,[172.55854797363281],33.1361541748,0,0,0
2014-04-01 01:05:00,20.0,13.131401062,0.5,[172.43370056152344],33.131401062,0,0,0
2014-04-01 01:10:00,20.0,13.1266059875,0.5,[172.30778503417969],33.1266059875,0,0,0
2014-04-01 01:15:00,20.0,13.1218338013,0.5,[172.18252563476562],33.1218338013,0,0,0
2014-04-01 01:20:00,20.0,13.1170539856,0.5,[172.05709838867188],33.1170539856,0,0,0
2014-04-01 01:25:00,20.0,13.1122779846,0.5,[171.93183898925781],33.1122779846,0,0,0
2014-04-01 01:30:00,20.0,13.107509613,0.5,[171.80680847167969],33.107509613,0,0,0
2014-04-01 01:35:00,20.0,13.1027336121,0.5,[171.68162536621094],33.1027336121,0,0,0
2014-04-01 01:40:00,20.0,13.0979499817,0.0,[171.55628967285156],33.0979499817,0,0,0
2014-04-01 01:45:00,20.0,13.0931625366,0.0,[171.430908203125],33.0931625366,0,0,0
2014-04-01 01:50:00,20.0,13.0884094238,0.0,[171.30645751953125],33.0884094238,0,0,0
2014-04-01 01:55:00,20.0,13.0836181641,0.0,[171.18106079101562],33.0836181641,0,0,0
2014-04-01 02:00:00,20.0,13.0788497925,0.0,[171.05630493164062],33.0788497925,0,0,0
2014-04-01 02:05:00,20.0,13.0740890503,0.0,[170.93180847167969],33.0740890503,0,0,0
