timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:05:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:10:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:15:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:20:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:25:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:30:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:35:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:40:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:45:00,45.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:50:00,45.0,2.59716796875,0.5,[6.7452812194824219],47.5971679688,0,0,0
2014-04-01 00:55:00,45.0,2.58507156372,0.5,[6.6825947761535645],47.5850715637,0,0,0
2014-04-01 01:00:00,45.0,2.5739364624,0.5,[6.6251487731933594],47.5739364624,0,0,0
2014-04-01 01:05:00,45.0,2.56358718872,0.5,[6.5719790458679199],47.5635871887,0,0,0
2014-04-01 01:10:00,45.0,2.55402755737,0.5,[6.5230569839477539],47.5540275574,0,0,0
2014-04-01 01:15:00,45.0,2.54515838623,0.5,[6.4778313636779785],47.5451583862,0,0,0
2014-04-01 01:20:00,45.0,2.53684997559,0.5,[6.43560791015625],47.5368499756,0,0,0
2014-04-01 01:25:00,45.0,2.52914810181,0.5,[6.3965902328491211],47.5291481018,0,0,0
2014-04-01 01:30:00,45.0,2.52195358276,0.5,[6.3602499961853027],47.5219535828,0,0,0
2014-04-01 01:35:00,45.0,2.51518249512,0.5,[6.3261427879333496],47.5151824951,0,0,0
2014-04-01 01:40:00,45.0,2.50882720947,1.36585853738e-10,[6.2942137718200684],47.5088272095,0,0,0
2014-04-01 01:45:00,45.0,2.50284194946,0.0,[6.2642178535461426],47.5028419495,0,0,0
2014-04-01 01:50:00,45.0,2.4972114563,0.0,[6.2360649108886719],47.4972114563,0,0,0
2014-04-01 01:55:00,45.0,2.49184417725,0.0,[6.209287166595459],47.4918441772,0,0,0
2014-04-01 02:00:00,45.0,2.486743927,0.0,[6.1838955879211426],47.486743927,0,0,0
2014-04-01 02:05:00,45.0,2.48194503784,0.0,[6.1600513458251953],47.4819450378,0,0,0
2014-04-01 02:10:00,45.0,2.47728347778,0.0,[6.1369333267211914],47.4772834778,0,0,0
2014-04-01 02:15:00,45.0,2.47288513184,0.0,[6.1151609420776367],47.4728851318,0,0,0
