timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-07-10 14:24:00,564,0,0.0,0.0,0.0
2015-07-10 14:38:00,730,0,0.0,0.0,0.0
2015-07-10 14:48:00,770,0,0.0,0.0,0.0
2015-07-10 15:03:00,910,0,0.0,0.0,0.0
2015-07-10 15:22:00,1035,0,0.0,0.0,0.0
2015-07-10 15:32:00,1065,0,0.0,0.0,0.0
2015-07-10 15:42:00,953,0,0.0,0.0,0.0
2015-07-10 15:52:00,1005,0,0.0,0.0,0.0
2015-07-10 16:02:00,996,0,0.0,0.0,0.0
2015-07-10 16:12:00,901,0,0.0,0.0,0.0
2015-07-10 16:22:00,939,0,0.0,0.0,0.0
2015-07-10 16:32:00,988,[-3.72277832],0.0,0.0,0.0
2015-07-10 16:42:00,1020,[-5.41925049],0.0,0.0,0.0
2015-07-10 16:52:00,876,[ 29.27880859],0.0,0.0,0.0
2015-07-10 17:02:00,870,[-5.35809326],0.0,0.0,0.0
2015-07-10 17:12:00,809,[-16.00091553],0.0,0.0,0.0
2015-07-10 17:22:00,884,[-8.6920166],0.0,0.0,0.0
2015-07-10 17:32:00,926,[ 26.38806152],0.0,0.0,0.0
2015-07-10 17:42:00,829,[-25.15118408],0.0,0.0,0.0
2015-07-10 18:02:00,712,[-39.1395874],0.0,0.0,0.0
2015-07-10 18:12:00,624,[ 27.0322876],0.0,0.0,0.0
2015-07-10 18:22:00,632,[ 49.42712402],0.0,0.0,0.0
2015-07-10 18:32:00,596,[ 41.71984863],0.0,0.0,0.0
2015-07-10 18:42:00,510,[-52.67285156],0.0,0.0,0.0
2015-07-10 18:52:00,526,[-34.49102783],0.0,0.0,0.0
2015-07-10 19:32:00,99,[-2.32769775],0.0,0.0,0.0
2015-07-10 19:42:00,85,[ 64.8338623],0.0,0.0,0.0
2015-07-10 20:02:00,85,[-57.31762695],0.0,0.0,0.0
2015-07-10 20:12:00,87,[-144.17047119],0.0,0.0,0.0
