timestamp,value,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-07-28 11:56:00,248,0,0.0,0.0,0.0
2015-07-28 12:06:00,178,0,0.0,0.0,0.0
2015-07-28 12:25:00,155,0,0.0,0.0,0.0
2015-07-28 13:56:00,121,0,0.0,0.0,0.0
2015-07-28 14:06:00,103,0,0.0,0.0,0.0
2015-07-28 14:16:00,96,0,0.0,0.0,0.0
2015-07-28 17:23:00,170,0,0.0,0.0,0.0
2015-07-28 22:03:00,168,0,0.0,0.0,0.0
2015-07-28 22:13:00,177,0,0.0,0.0,0.0
2015-07-28 22:22:00,211,0,0.0,0.0,0.0
2015-07-28 22:33:00,258,0,0.0,0.0,0.0
2015-07-28 22:43:00,191,[ 3.37278748],0.0,0.0,0.0
2015-07-29 06:49:00,4416,[ 40.67909241],0.0,0.0,0.0
2015-07-29 07:23:00,200,[-12.33041382],0.0,0.0,0.0
2015-07-29 07:53:00,210,[ 1580.57202148],0.0,0.0,0.0
2015-07-29 08:13:00,197,[ 169.17453003],0.0,0.0,0.0
2015-07-29 08:23:00,238,[-96.],0.0,0.0,0.0
2015-07-29 08:51:00,264,[-170.],0.0,0.0,0.0
2015-07-29 09:03:00,263,[-168.],0.0,0.0,0.0
2015-07-29 09:13:00,237,[-177.],0.0,0.0,0.0
2015-07-29 09:43:00,218,[-211.],0.0,0.0,0.0
2015-07-29 10:03:00,218,[-258.],0.0,0.0,0.0
2015-07-29 10:13:00,286,[ 271.61489868],0.0,0.0,0.0
2015-07-29 10:17:00,287,[-2868.47021484],0.0,0.0,0.0
2015-07-30 08:58:00,312,[-44.83001709],0.0,0.0,0.0
2015-07-30 09:07:00,296,[-60.63186646],0.0,0.0,0.0
2015-07-30 09:18:00,213,[-16.97384644],0.0,0.0,0.0
2015-07-30 09:28:00,189,[-36.08000183],0.0,0.0,0.0
2015-07-30 09:37:00,174,[-69.25042725],0.0,0.0,0.0
2015-07-30 09:48:00,210,[-88.45518494],0.0,0.0,0.0
2015-07-30 09:57:00,229,[-108.93888855],0.0,0.0,0.0
2015-07-30 10:18:00,226,[-73.04969788],0.0,0.0,0.0
2015-07-30 11:07:00,348,[-55.42105103],0.0,0.0,0.0
2015-07-30 12:35:00,58,[-73.93278503],0.0,0.0,0.0
2015-07-30 13:14:00,118,[ 0.69265747],0.0,0.0,0.0
2015-07-30 13:38:00,121,[-121.2169342],0.0,0.0,0.0
2015-07-30 14:14:00,530,[-63.02642822],0.0,0.0,0.0
2015-07-30 14:38:00,185,[-115.2772522],0.0,0.0,0.0
2015-07-30 14:48:00,189,[ 84.1048584],0.0,0.0,0.0
2015-07-30 14:52:00,221,[-33.45057678],0.0,0.0,0.0
2015-07-30 15:08:00,392,[ 54.49853516],0.0,0.0,0.0
2015-07-30 15:18:00,418,[-229.],0.0,0.0,0.0
2015-07-30 15:27:00,603,[ 80.67251587],0.0,0.0,0.0
2015-07-30 15:37:00,705,[-56.60528564],0.0,0.0,0.0
2015-07-30 15:48:00,798,[ 182.4992981],0.0,0.0,0.0
2015-07-30 15:58:00,729,[ 266.44015503],0.0,0.0,0.0
2015-07-30 16:08:00,863,[ 367.82455444],0.0,0.0,0.0
2015-07-30 16:34:00,916,[-16.85394287],0.0,0.0,0.0
2015-07-30 16:55:00,652,[-53.70783997],0.0,0.0,0.0
2015-07-30 17:26:00,881,[-55.04426575],0.0,0.0,0.0
2015-07-30 18:07:00,383,[ 55.07058716],0.0,0.0,0.0
2015-07-30 19:00:00,393,[ 29.27828979],0.0,0.0,0.0
2015-07-30 20:48:00,29,[-131.56008911],0.0,0.0,0.0
2015-07-30 21:39:00,69,[-214.78778076],0.0,0.0,0.0
2015-07-30 21:41:00,99,[-398.60629272],0.0,0.0,0.0
2015-07-30 21:59:00,73,[-420.74676514],0.0,0.0,0.0
2015-07-30 22:01:00,106,[-361.80612183],0.0,0.0,0.0
2015-07-30 22:59:00,159,[-418.66629028],0.0,0.0,0.0
2015-07-30 23:48:00,110,[-413.67941284],0.0,0.0,0.0
2015-07-31 06:07:00,96,[-207.16018677],0.0,0.0,0.0
2015-07-31 08:59:00,611,[-402.14309692],0.0,0.0,0.0
2015-07-31 09:09:00,1144,[-79.94491577],0.0,0.0,0.0
2015-07-31 09:19:00,1321,[ 15.40917969],0.0,0.0,0.0
2015-07-31 09:28:00,1510,[ 471.4743042],0.0,0.0,0.0
2015-07-31 09:39:00,1623,[-59.00307274],0.0,0.0,0.0
2015-07-31 09:49:00,1932,[-99.],0.0,0.0,0.0
2015-07-31 09:59:00,2051,[-73.],0.0,0.0,0.0
2015-07-31 10:09:00,1978,[-106.],0.0,0.0,0.0
2015-07-31 10:19:00,2942,[-159.],0.0,0.0,0.0
2015-07-31 10:29:00,3036,[-110.],0.0,0.0,0.0
2015-07-31 10:39:00,3182,[ 170.36489868],0.0,0.0,0.0
2015-07-31 10:49:00,2869,[ 243.90063477],0.0,0.0,0.0
2015-07-31 10:59:00,3058,[-71.41235352],0.0,0.0,0.0
2015-07-31 11:09:00,4290,[-135.36437988],0.0,0.0,0.0
2015-07-31 11:29:00,3922,[-310.0715332],0.0,0.0,0.0
2015-07-31 11:39:00,4295,[-329.93676758],0.0,0.0,0.0
2015-07-31 11:59:00,4757,[-33.50927734],0.0,0.0,0.0
2015-07-31 12:09:00,5161,[ 69.22070312],0.0,0.0,0.0
2015-07-31 12:29:00,5241,[ 177.79785156],0.0,0.0,0.0
2015-07-31 12:33:00,5578,[-97.88769531],0.0,0.0,0.0
2015-07-31 16:39:00,277,[-99.89526367],0.0,0.0,0.0
2015-07-31 16:49:00,217,[-18.18505859],0.0,0.0,0.0
2015-07-31 16:59:00,226,[-425.63964844],0.0,0.0,0.0
2015-07-31 17:08:00,308,[-145.6652832],0.0,0.0,0.0
2015-07-31 17:18:00,349,[-907.9597168],0.0,0.0,0.0
2015-07-31 17:41:00,230,[-1006.20996094],0.0,0.0,0.0
2015-07-31 17:48:00,224,[-541.01708984],0.0,0.0,0.0
2015-07-31 18:01:00,261,[-578.92041016],0.0,0.0,0.0
2015-07-31 23:50:00,182,[-993.22314453],0.0,0.0,0.0
2015-08-01 19:09:00,162,[-636.53613281],0.0,0.0,0.0
2015-08-01 19:59:00,162,[-2321.08081055],0.0,0.0,0.0
2015-08-01 20:18:00,192,[ 259.80047607],0.0,0.0,0.0
2015-08-01 22:33:00,190,[ 230.44061279],0.0,0.0,0.0
2015-08-01 22:45:00,201,[ 261.07904053],0.0,0.0,0.0
2015-08-01 23:43:00,301,[ 223.88653564],0.0,0.0,0.0
2015-08-02 05:55:00,114,[ 169.51647949],0.0,0.0,0.0
2015-08-02 06:15:00,122,[ 287.05487061],0.0,0.0,0.0
2015-08-02 06:35:00,111,[ 192.80050659],0.0,0.0,0.0
2015-08-02 09:44:00,157,[ 215.34121704],0.0,0.0,0.0
2015-08-02 10:05:00,92,[ 129.31515503],0.0,0.0,0.0
2015-08-02 14:46:00,147,[ 159.03942871],0.0,0.0,0.0
2015-08-02 15:26:00,154,[ 128.64733887],0.0,0.0,0.0
2015-08-02 16:26:00,144,[ 147.92700195],0.0,0.0,0.0
2015-08-02 17:05:00,214,[ 138.70623779],0.0,0.0,0.0
2015-08-02 18:46:00,147,[ 181.90985107],0.0,0.0,0.0
2015-08-02 19:16:00,189,[ 115.90887451],0.0,0.0,0.0
2015-08-02 19:24:00,186,[ 157.38601685],0.0,0.0,0.0
2015-08-02 19:56:00,141,[ 226.72662354],0.0,0.0,0.0
2015-08-02 20:56:00,186,[ 200.62374878],0.0,0.0,0.0
2015-08-02 22:46:00,228,[ 147.85894775],0.0,0.0,0.0
2015-08-02 23:06:00,268,[ 232.53533936],0.0,0.0,0.0
2015-08-02 23:16:00,285,[ 186.38262939],0.0,0.0,0.0
2015-08-02 23:26:00,320,[ 231.52819824],0.0,0.0,0.0
2015-08-02 23:45:00,436,[ 284.72225952],0.0,0.0,0.0
2015-08-02 23:56:00,353,[ 261.05111694],0.0,0.0,0.0
2015-08-03 00:04:00,431,[ 381.5168457],0.0,0.0,0.0
2015-08-03 07:36:00,188,[ 313.66812134],0.0,0.0,0.0
2015-08-03 07:46:00,203,[ 397.2331543],0.0,0.0,0.0
2015-08-03 07:55:00,202,[ 248.59750366],0.0,0.0,0.0
2015-08-03 08:05:00,240,[ 291.58413696],0.0,0.0,0.0
2015-08-03 08:16:00,293,[ 149.16937256],0.0,0.0,0.0
2015-08-03 08:26:00,324,[ 129.79092407],0.0,0.0,0.0
2015-08-03 08:36:00,386,[ 173.80685425],0.0,0.0,0.0
2015-08-03 08:46:00,414,[ 199.39367676],0.0,0.0,0.0
2015-08-03 08:53:00,374,[ 193.78076172],0.0,0.0,0.0
2015-08-03 09:06:00,317,[ 279.43707275],0.0,0.0,0.0
2015-08-03 10:46:00,291,[ 162.27355957],0.0,0.0,0.0
2015-08-03 10:56:00,316,[ 279.55566406],0.0,0.0,0.0
2015-08-03 11:15:00,317,[ 226.54129028],0.0,0.0,0.0
2015-08-03 11:46:00,237,[ 213.24261475],0.0,0.0,0.0
2015-08-03 11:56:00,216,[ 181.37231445],0.0,0.0,0.0
2015-08-03 13:06:00,166,[ 129.29083252],0.0,0.0,0.0
2015-08-03 14:06:00,168,[ 132.45932007],0.0,0.0,0.0
2015-08-03 14:16:00,142,[ 50.1824646],0.0,0.0,0.0
2015-08-03 15:56:00,72,[ 21.85888672],0.0,0.0,0.0
2015-08-03 16:27:00,390,[-10.20953369],0.0,0.0,0.0
2015-08-03 16:37:00,315,[-17.75643921],0.0,0.0,0.0
