timestamp,value,is_anomaly,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-10 00:04:00,0.141984732824,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:09:00,0.0839694656489,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:14:00,0.283969465649,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:19:00,0.143511450382,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:24:00,0.0763358778626,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:29:00,0.0137404580153,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:34:00,0.0732824427481,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:39:00,0.119083969466,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:44:00,0.0351145038168,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:49:00,0.109923664122,0,0.0,0,0.0,0.0,0.0,0.0
2014-04-10 00:54:00,0.0671755725191,0,0.241103226538,[0.058130767196416855],0.308278799057,0.0,0.0,0.0
2014-04-10 00:59:00,0.012213740458,0,0.293599750886,[0.086200818419456482],0.305813491344,0.0,0.0,0.0
2014-04-10 01:04:00,0.0488549618321,0,0.253357038061,[0.064189799129962921],0.302211999893,0.0,0.0,0.0
2014-04-10 01:09:00,0.0198473282443,0,0.277976637305,[0.077271007001399994],0.297823965549,0.0,0.0,0.0
2014-04-10 01:14:00,0.0854961832061,0,0.20568621559,[0.042306818068027496],0.291182398796,0.0,0.0,0.0
2014-04-10 01:19:00,0.210687022901,0,0.0804121678112,[0.0064661162905395031],0.291099190712,0.0,0.0,0.0
2014-04-10 01:24:00,0.030534351145,0,0.270258342947,[0.073039568960666656],0.300792694092,0.0,0.0,0.0
2014-04-10 01:29:00,0.0702290076336,0,0.211639360754,[0.044791217893362045],0.281868368387,0.0,0.0,0.0
2014-04-10 01:34:00,0.187786259542,0,0.0887925840516,[0.0078841214999556541],0.276578843594,0.0,0.0,0.0
2014-04-10 01:39:00,0.0503816793893,0,0.225253056433,[0.050738941878080368],0.275634735823,0.0,0.0,0.0
2014-04-10 01:44:00,0.109923664122,0,0.153640743703,[0.023605478927493095],0.263564407825,0.0,0.0,0.0
2014-04-10 01:49:00,0.00763358778626,0,0.251112767986,[0.063057616353034973],0.258746355772,0.0,0.0,0.0
2014-04-10 01:54:00,0.174045801527,0,0.0683022584851,[0.0046651987358927727],0.242348060012,0.0,0.0,0.0
2014-04-10 01:59:00,0.0198473282443,0,0.226349433483,[0.051234062761068344],0.246196761727,0.0,0.0,0.0
2014-04-10 02:04:00,0.030534351145,0,0.199539234961,[0.039815902709960938],0.230073586106,0.0,0.0,0.0
2014-04-10 02:09:00,0.137404580153,0,0.0859908866518,[0.0073944334872066975],0.223395466805,0.0,0.0,0.0
2014-04-10 02:14:00,0.0824427480916,0,0.144413364389,[0.020855220034718513],0.22685611248,0.0,0.0,0.0
2014-04-10 02:19:00,0.128244274809,0,0.0861532897212,[0.0074223880656063557],0.21439756453,0.0,0.0,0.0
2014-04-10 02:24:00,0.154198473282,0,0.0624286774916,[0.003897340502589941],0.216627150774,0.0,0.0,0.0
2014-04-10 02:29:00,0.180152671756,0,0.0297983713732,[0.00088794308248907328],0.209951043129,0.0,0.0,0.0
2014-04-10 02:34:00,0.210687022901,0,0.000796306633767,[6.3409873973796493e-07],0.211483329535,0.0,0.0,0.0
2014-04-10 02:39:00,0.103816793893,0,0.103384597565,[0.010688375681638718],0.207201391459,0.0,0.0,0.0
2014-04-10 02:44:00,0.215267175573,0,-0.0231806577617,[0.00053734314860776067],0.192086517811,0.0,0.0,0.0
2014-04-10 02:49:00,0.0671755725191,0,0.125914270277,[0.015854405239224434],0.193089842796,0.0,0.0,0.0
2014-04-10 02:54:00,0.0717557251908,0,0.0991951941989,[0.0098396874964237213],0.17095091939,0.0,0.0,0.0
2014-04-10 02:59:00,0.0030534351145,0,0.160277477476,[0.025688868016004562],0.16333091259,0.0,0.0,0.0
2014-04-10 03:04:00,0.0473282442748,0,0.0987022413552,[0.0097421314567327499],0.14603048563,0.0,0.0,0.0
2014-04-10 03:09:00,0.00458015267176,0,0.134489434321,[0.018087407574057579],0.139069586992,0.0,0.0,0.0
2014-04-10 03:14:00,0.108396946565,0,0.021529675349,[0.00046352689969353378],0.129926621914,0.0,0.0,0.0
2014-04-10 03:19:00,0.15572519084,0,-0.0263967611408,[0.00069678929867222905],0.129328429699,0.0,0.0,0.0
2014-04-10 03:24:00,0.0961832061069,0,0.0511298224671,[0.0026142590213567019],0.147313028574,0.0,0.0,0.0
2014-04-10 03:29:00,0.0656488549618,0,0.0771331179233,[0.0059495181776583195],0.142781972885,0.0,0.0,0.0
2014-04-10 03:34:00,0.0442748091603,0,0.0909416355705,[0.0082703810185194016],0.135216444731,0.0,0.0,0.0
2014-04-10 03:39:00,0.00458015267176,0,0.121005909998,[0.014642429538071156],0.12558606267,0.0,0.0,0.0
2014-04-10 03:44:00,0.00458015267176,0,0.106732117493,[0.011391744017601013],0.111312270164,0.0,0.0,0.0
2014-04-10 03:49:00,0.119083969466,0,-0.0152655528702,[0.00023303714988287538],0.103818416595,0.0,0.0,0.0
2014-04-10 03:54:00,0.125190839695,0,-0.00864021532408,[7.4653311457950622e-05],0.116550624371,0.0,0.0,0.0
2014-04-10 03:59:00,0.0030534351145,0,0.114448956224,[0.013098563998937607],0.117502391338,0.0,0.0,0.0
2014-04-10 04:04:00,0.030534351145,0,0.0549641606462,[0.0030210590921342373],0.0854985117912,0.0,0.0,0.0
2014-04-10 04:09:00,0.0488549618321,0,0.0347765536709,[0.0012094086268916726],0.0836315155029,0.0,0.0,0.0
2014-04-10 04:14:00,0.108396946565,0,-0.0195343784249,[0.00038159196265041828],0.08886256814,0.0,0.0,0.0
2014-04-10 04:19:00,0.131297709924,0,-0.0280898237046,[0.00078903808025643229],0.103207886219,0.0,0.0,0.0
2014-04-10 04:24:00,0.288549618321,0,-0.17803122242,[0.03169512003660202],0.110518395901,0.0,0.0,0.0
2014-04-10 04:29:00,0.0137404580153,0,0.120435528036,[0.014504716731607914],0.134175986052,0.0,0.0,0.0
2014-04-10 04:34:00,0.0656488549618,0,0.01647353054,[0.00027137724100612104],0.0821223855019,0.0,0.0,0.0
2014-04-10 04:39:00,0.0351145038168,0,0.0381179383238,[0.0014529771870002151],0.0732324421406,0.0,0.0,0.0
2014-04-10 04:44:00,0.0473282442748,0,0.0125146998704,[0.00015661769430153072],0.0598429441452,0.0,0.0,0.0
2014-04-10 04:49:00,0.167938931298,0,-0.108581019949,[0.011789837852120399],0.0593579113483,0.0,0.0,0.0
2014-04-10 04:54:00,0.160305343511,0,-0.0782332941321,[0.0061204470694065094],0.0820720493793,0.0,0.0,0.0
2014-04-10 04:59:00,0.0732824427481,0,0.00831351453111,[6.9114517827983946e-05],0.0815959572792,0.0,0.0,0.0
2014-04-10 05:04:00,0.0839694656489,0,-0.0199452258703,[0.0003978120512329042],0.0640242397785,0.0,0.0,0.0
2014-04-10 05:09:00,0.119083969466,0,-0.0662027882256,[0.0043828091584146023],0.0528811812401,0.0,0.0,0.0
2014-04-10 05:14:00,0.0625954198473,0,0.00924081329171,[8.5392632172442973e-05],0.071836233139,0.0,0.0,0.0
2014-04-10 05:19:00,0.169465648855,0,-0.09854404899,[0.0097109293565154076],0.070921599865,0.0,0.0,0.0
2014-04-10 05:24:00,0.030534351145,0,0.0583631155145,[0.0034062534105032682],0.0888974666595,0.0,0.0,0.0
2014-04-10 05:29:00,0.0717557251908,0,-0.0112844586827,[0.00012733893527183682],0.0604712665081,0.0,0.0,0.0
2014-04-10 05:34:00,0.0717557251908,0,-0.0161782086351,[0.00026173432706855237],0.0555775165558,0.0,0.0,0.0
2014-04-10 05:39:00,0.137404580153,0,-0.0849336576826,[0.007213725708425045],0.0524709224701,0.0,0.0,0.0
2014-04-10 05:44:00,0.290076335878,0,-0.213523795814,[0.045592416077852249],0.0765525400639,0.0,0.0,0.0
2014-04-10 05:49:00,0.0106870229008,0,0.109683096909,[0.012030381709337234],0.12037011981,0.0,0.0,0.0
2014-04-10 05:54:00,0.036641221374,0,0.0337160119119,[0.0011367694241926074],0.0703572332859,0.0,0.0,0.0
2014-04-10 05:59:00,0.140458015267,0,-0.0724465227764,[0.0052484991028904915],0.0680114924908,0.0,0.0,0.0
2014-04-10 06:04:00,0.0549618320611,0,0.0269768519256,[0.00072775065200403333],0.0819386839867,0.0,0.0,0.0
2014-04-10 06:09:00,0.0351145038168,0,0.0380843213041,[0.0014504154678434134],0.0731988251209,0.0,0.0,0.0
2014-04-10 06:14:00,0.0519083969466,0,0.0182100601324,[0.00033160630846396089],0.0701184570789,0.0,0.0,0.0
2014-04-10 06:19:00,0.0671755725191,0,-0.00161174476602,[2.5977278710342944e-06],0.0655638277531,0.0,0.0,0.0
2014-04-10 06:24:00,0.0152671755725,0,0.0532099186009,[0.0028312955982983112],0.0684770941734,0.0,0.0,0.0
2014-04-10 06:29:00,0.0748091603053,0,-0.0198891723884,[0.00039557932177558541],0.0549199879169,0.0,0.0,0.0
2014-04-10 06:34:00,0.0030534351145,0,0.0732844984258,[0.0053706178441643715],0.0763379335403,0.0,0.0,0.0
2014-04-10 06:39:00,0.112977099237,0,-0.0331654368011,[0.0010999464429914951],0.0798116624355,0.0,0.0,0.0
2014-04-10 06:44:00,0.119083969466,0,-0.025731502644,[0.00066211028024554253],0.0933524668217,0.0,0.0,0.0
2014-04-10 06:49:00,0.0320610687023,0,0.0709885075802,[0.0050393678247928619],0.103049576283,0.0,0.0,0.0
2014-04-10 06:54:00,0.21679389313,0,-0.1253379865,[0.015709610655903816],0.0914559066296,0.0,0.0,0.0
2014-04-10 06:59:00,0.0351145038168,0,0.0811973443468,[0.0065930085256695747],0.116311848164,0.0,0.0,0.0
2014-04-10 07:04:00,0.337404580153,0,-0.249054462946,[0.062028124928474426],0.0883501172066,0.0,0.0,0.0
2014-04-10 07:09:00,0.0854961832061,0,0.0393247048363,[0.0015464327298104763],0.124820888042,0.0,0.0,0.0
2014-04-10 07:14:00,0.0137404580153,0,0.090525082823,[0.0081947911530733109],0.104265540838,0.0,0.0,0.0
2014-04-10 07:19:00,0.0687022900763,0,0.0132354104337,[0.00017517614469397813],0.08193770051,0.0,0.0,0.0
2014-04-10 07:24:00,0.00763358778626,0,0.0734231262717,[0.0053909551352262497],0.0810567140579,0.0,0.0,0.0
2014-04-10 07:29:00,0.0900763358779,0,-0.0358703221984,[0.0012866798788309097],0.0542060136795,0.0,0.0,0.0
2014-04-10 07:34:00,0.0442748091603,0,0.0337818541145,[0.0011412135791033506],0.0780566632748,0.0,0.0,0.0
2014-04-10 07:39:00,0.024427480916,0,0.0416516885958,[0.0017348631517961621],0.0660791695118,0.0,0.0,0.0
2014-04-10 07:44:00,0.0152671755725,0,0.0466257809228,[0.0021739634685218334],0.0618929564953,0.0,0.0,0.0
2014-04-10 07:49:00,0.161832061069,0,-0.102183577077,[0.010441483929753304],0.0596484839916,0.0,0.0,0.0
2014-04-10 07:54:00,0.181679389313,0,-0.0885348234923,[0.0078384140506386757],0.0931445658207,0.0,0.0,0.0
2014-04-10 07:59:00,0.00458015267176,0,0.122426318485,[0.014988202601671219],0.127006471157,0.0,0.0,0.0
2014-04-10 08:04:00,0.227480916031,0,-0.133657036073,[0.017864203080534935],0.0938238799572,0.0,0.0,0.0
2014-04-10 08:09:00,0.135877862595,0,-0.0203539878357,[0.00041428481927141547],0.11552387476,0.0,0.0,0.0
2014-04-10 08:14:00,0.0778625954198,0,0.0351537715388,[0.0012357875239104033],0.113016366959,0.0,0.0,0.0
