Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,convergenceLossNormal100
0,2015-02-26 21:42:53,0.0833333333333,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
1,2015-02-26 21:47:53,0.0555555555556,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
2,2015-02-26 21:52:53,0.0555555555556,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
3,2015-02-26 21:57:53,1.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
4,2015-02-26 22:02:53,0.222222222222,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
5,2015-02-26 22:07:53,0.111111111111,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
6,2015-02-26 22:12:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
7,2015-02-26 22:17:53,0.0833333333333,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
8,2015-02-26 22:22:53,0.0555555555556,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
9,2015-02-26 22:27:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
10,2015-02-26 22:32:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
11,2015-02-26 22:37:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
12,2015-02-26 22:42:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
13,2015-02-26 22:47:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
14,2015-02-26 22:52:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
15,2015-02-26 22:57:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
16,2015-02-26 23:02:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
17,2015-02-26 23:07:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
18,2015-02-26 23:12:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
19,2015-02-26 23:17:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
20,2015-02-26 23:22:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
21,2015-02-26 23:27:53,0.0833333333333,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
22,2015-02-26 23:32:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
23,2015-02-26 23:37:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
24,2015-02-26 23:42:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
25,2015-02-26 23:47:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
26,2015-02-26 23:52:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
27,2015-02-26 23:57:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
28,2015-02-27 00:02:53,0.0555555555556,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
29,2015-02-27 00:07:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
30,2015-02-27 00:12:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
31,2015-02-27 00:17:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
32,2015-02-27 00:22:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
33,2015-02-27 00:27:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
34,2015-02-27 00:32:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
35,2015-02-27 00:37:53,0.0555555555556,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
36,2015-02-27 00:42:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
37,2015-02-27 00:47:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
38,2015-02-27 00:52:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
39,2015-02-27 00:57:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
40,2015-02-27 01:02:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
41,2015-02-27 01:07:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
42,2015-02-27 01:12:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
43,2015-02-27 01:17:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
44,2015-02-27 01:22:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
45,2015-02-27 01:27:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
46,2015-02-27 01:32:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
47,2015-02-27 01:37:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
48,2015-02-27 01:42:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
49,2015-02-27 01:47:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
50,2015-02-27 01:52:53,0.0,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
51,2015-02-27 01:57:53,0.0277777777778,0,[0.021357398480176926],0.000456138455775,0.5,0.5,0.0,0.0,0.0,0.5
52,2015-02-27 02:02:53,0.0,0,[0.014368567615747452],0.000179806927918,0.5,0.5,0.0,0.0,0.0,0.5
53,2015-02-27 02:07:53,0.0277777777778,0,[0.11735909432172775],0.0137731572613,0.5,0.5,0.0,0.0,0.0,0.5
54,2015-02-27 02:12:53,0.0277777777778,0,[0.23499241471290588],0.0429379045963,0.5,0.5,0.0,0.0,0.0,0.5
55,2015-02-27 02:17:53,0.0277777777778,0,[0.032112691551446915],1.8791475668e-05,0.5,0.5,0.0,0.0,0.0,0.5
56,2015-02-27 02:22:53,0.0,0,[-0.0035320576280355453],0.000980305834673,0.5,0.5,0.0,0.0,0.0,0.5
57,2015-02-27 02:27:53,0.0277777777778,0,[-0.003641714807599783],1.32620871227e-05,0.5,0.5,0.0,0.0,0.0,0.5
58,2015-02-27 02:32:53,0.0,0,[0.009343422949314117],0.000339825433912,0.5,0.5,0.0,0.0,0.0,0.5
59,2015-02-27 02:37:53,0.0277777777778,0,[-0.0010135849006474018],1.02735430119e-06,0.5,0.5,0.0,0.0,0.0,0.5
60,2015-02-27 02:42:53,0.0,0,[-0.004330466501414776],0.00103093928192,0.5,0.5,0.0,0.0,0.0,0.5
61,2015-02-27 02:47:53,0.0555555555556,0,[-0.0016397491563111544],2.68877738563e-06,0.5,0.5,0.0,0.0,0.0,0.5
62,2015-02-27 02:52:53,0.0277777777778,0,[0.0035819318145513535],0.00270125782117,0.5,0.5,0.0,0.0,0.0,0.5
63,2015-02-27 02:57:53,0.0277777777778,0,[-0.010620716959238052],0.00147444452159,0.5,0.5,0.0,0.0,0.0,0.5
64,2015-02-27 03:02:53,0.0,0,[-0.006078694015741348],0.00114626076538,0.5,0.5,0.0,0.0,0.0,0.5
65,2015-02-27 03:07:53,0.0833333333333,0,[-0.0045034755021333694],2.02812916541e-05,0.5,0.5,0.0,0.0,0.0,0.5
66,2015-02-27 03:12:53,0.0833333333333,0,[-0.0028744766023010015],0.00743178743869,0.5,0.5,0.0,0.0,0.0,0.5
67,2015-02-27 03:17:53,0.0,0,[-0.018014075234532356],0.0102712977678,0.5,0.5,0.0,0.0,0.0,0.5
68,2015-02-27 03:22:53,0.0,0,[-0.00732848048210144],5.37066262041e-05,0.5,0.5,0.0,0.0,0.0,0.5
69,2015-02-27 03:27:53,0.0,0,[-0.008095627650618553],6.5539185016e-05,0.5,0.5,0.0,0.0,0.0,0.5
70,2015-02-27 03:32:53,0.0,0,[0.0024902084842324257],6.20113814875e-06,0.5,0.5,0.0,0.0,0.0,0.5
71,2015-02-27 03:37:53,0.0277777777778,0,[0.0004608046729117632],2.12340950156e-07,0.5,0.5,0.0,0.0,0.0,0.5
72,2015-02-27 03:42:53,0.0,0,[-0.0057388292625546455],0.00112336303573,0.5,0.5,0.0,0.0,0.0,0.5
73,2015-02-27 03:47:53,0.0,0,[-0.00326234707608819],1.06429088191e-05,0.5,0.5,0.0,0.0,0.0,0.5
74,2015-02-27 03:52:53,0.0277777777778,0,[0.004903698805719614],2.40462613874e-05,0.5,0.5,0.0,0.0,0.0,0.5
75,2015-02-27 03:57:53,0.0,0,[-0.0034057258162647486],0.000972410896793,0.5,0.5,0.0,0.0,0.0,0.5
76,2015-02-27 04:02:53,0.0,0,[0.0042743743397295475],1.82702751772e-05,0.5,0.5,0.0,0.0,0.0,0.5
77,2015-02-27 04:07:53,0.0277777777778,0,[-0.00039285700768232346],1.54336632363e-07,0.5,0.5,0.0,0.0,0.0,0.5
78,2015-02-27 04:12:53,0.0277777777778,0,[0.007364348508417606],0.000416708062403,0.5,0.5,0.0,0.0,0.0,0.5
79,2015-02-27 04:17:53,0.0277777777778,0,[0.006390821188688278],0.000457401911262,0.5,0.5,0.0,0.0,0.0,0.5
80,2015-02-27 04:22:53,0.0,0,[0.007521790452301502],0.000410304986872,0.5,0.5,0.0,0.0,0.0,0.5
81,2015-02-27 04:27:53,0.0,0,[0.012454641051590443],0.000155118090333,0.5,0.5,0.0,0.0,0.0,0.5
82,2015-02-27 04:32:53,0.0,0,[0.005181948654353619],2.68525909632e-05,0.5,0.5,0.0,0.0,0.0,0.5
83,2015-02-27 04:37:53,0.0277777777778,0,[0.008182168006896973],6.69478758937e-05,0.5,0.5,0.0,0.0,0.0,0.5
84,2015-02-27 04:42:53,0.0555555555556,0,[0.00917170662432909],0.000346185843227,0.5,0.5,0.0,0.0,0.0,0.5
85,2015-02-27 04:47:53,0.0,0,[0.011146251112222672],0.00197218637913,0.5,0.5,0.0,0.0,0.0,0.5
86,2015-02-27 04:52:53,0.0,0,[0.010399924591183662],0.000108158434159,0.5,0.5,0.0,0.0,0.0,0.5
87,2015-02-27 04:57:53,0.0,0,[0.013887827284634113],0.000192871753825,0.5,0.5,0.0,0.0,0.0,0.5
88,2015-02-27 05:02:53,0.0,0,[0.01684318482875824],0.00028369287611,0.5,0.5,0.0,0.0,0.0,0.5
89,2015-02-27 05:07:53,0.0555555555556,0,[0.00792752206325531],6.28456036793e-05,0.5,0.5,0.0,0.0,0.0,0.5
90,2015-02-27 05:12:53,0.0277777777778,0,[0.012658510357141495],0.00184015650302,0.5,0.5,0.0,0.0,0.0,0.5
91,2015-02-27 05:17:53,0.0,0,[0.007948167622089386],0.000393213442294,0.5,0.5,0.0,0.0,0.0,0.5
92,2015-02-27 05:22:53,0.0277777777778,0,[0.006460451986640692],4.17374394601e-05,0.5,0.5,0.0,0.0,0.0,0.5
93,2015-02-27 05:27:53,0.0,0,[0.021495245397090912],3.94702146878e-05,0.5,0.5,0.0,0.0,0.0,0.5
94,2015-02-27 05:32:53,0.0,0,[0.006254027597606182],3.91128596675e-05,0.5,0.5,0.0,0.0,0.0,0.5
95,2015-02-27 05:37:53,0.0,0,[0.01396036148071289],0.000194891690626,0.5,0.5,0.0,0.0,0.0,0.5
96,2015-02-27 05:42:53,0.0,0,[0.014577239751815796],0.000212495913729,0.5,0.5,0.0,0.0,0.0,0.5
97,2015-02-27 05:47:53,0.0,0,[0.01404048502445221],0.000197135217604,0.5,0.5,0.0,0.0,0.0,0.5
98,2015-02-27 05:52:53,0.0,0,[0.01785028539597988],0.000318632693961,0.5,0.5,0.0,0.0,0.0,0.5
99,2015-02-27 05:57:53,0.0,0,[0.015371258370578289],0.000236275576754,0.5,0.5,0.0,0.0,0.0,0.5
100,2015-02-27 06:02:53,0.0277777777778,0,[0.015620548278093338],0.000244001523242,0.5,0.00591060498105,0.0,0.0,0.0,0.00591060498105
101,2015-02-27 06:07:53,0.0,0,[0.01671149767935276],0.000122462559375,0.5,0.00308067877695,0.0,0.0,0.0,0.00308067877695
102,2015-02-27 06:12:53,0.0,0,[0.015536895021796227],0.000241395100602,0.5,0.00584991675817,0.0,0.0,0.0,0.00584991675817
103,2015-02-27 06:17:53,0.0,0,[0.012813149020075798],0.00016417678853,0.5,0.00405195733992,0.0,0.0,0.0,0.00405195733992
104,2015-02-27 06:22:53,0.0,0,[0.009558841586112976],9.1371453891e-05,0.5,0.00235675015913,0.0,0.0,0.0,0.00235675015913
105,2015-02-27 06:27:53,0.0,0,[0.016281355172395706],0.000265082519036,0.5,0.00640145713667,0.0,0.0,0.0,0.00640145713667
106,2015-02-27 06:32:53,0.0,0,[0.015883242711424828],0.000252277386608,0.5,0.00610330106678,0.0,0.0,0.0,0.00610330106678
107,2015-02-27 06:37:53,0.0,0,[0.01060463022440672],0.000112458183139,0.5,0.0028477358131,0.0,0.0,0.0,0.0028477358131
108,2015-02-27 06:42:53,0.0,0,[0.019060352817177773],0.000363297061995,0.5,0.0086882950354,0.0,0.0,0.0,0.0086882950354
109,2015-02-27 06:47:53,0.0,0,[0.006984106730669737],4.87777469971e-05,0.5,0.00136499374264,0.0,0.0,0.0,0.00136499374264
110,2015-02-27 06:52:53,0.0277777777778,0,[0.0069270203821361065],4.79836126033e-05,0.5,0.00134650303267,0.0,0.0,0.0,0.00134650303267
111,2015-02-27 06:57:53,0.0277777777778,0,[0.011563243344426155],0.000262911140453,0.5,0.00635089852603,0.0,0.0,0.0,0.00635089852603
112,2015-02-27 07:02:53,0.0,0,[0.0042419880628585815],0.000553933379706,0.5,0.0131270913998,0.0,0.0,0.0,0.0131270913998
