timestamp,value,is_anomaly,anomaly_score
2014-04-01 00:00:00,0.0012635842105247449,0,0.0012635842105247449
2014-04-01 00:05:00,0.03368465503074202,0,0.03368465503074202
2014-04-01 00:10:00,0.0443370297295259,0,0.0443370297295259
2014-04-01 00:15:00,0.04499585565897177,0,0.04499585565897177
2014-04-01 00:20:00,0.0019301092408878086,0,0.0019301092408878086
2014-04-01 00:25:00,0.0517687135774743,0,0.0517687135774743
2014-04-01 00:30:00,0.052456551767351534,0,0.052456551767351534
2014-04-01 00:35:00,0.032051982662116764,0,0.032051982662116764
2014-04-01 00:40:00,0.0275199072913417,0,0.0275199072913417
2014-04-01 00:45:00,0.0025348452708038264,0,0.0025348452708038264
2014-04-01 00:50:00,0.0320841997371707,0,0.0320841997371707
2014-04-01 00:55:00,0.02336516919261305,0,0.02336516919261305
2014-04-01 01:00:00,0.04413353027203332,0,0.04413353027203332
2014-04-01 01:05:00,0.023051123358100552,0,0.023051123358100552
2014-04-01 01:10:00,0.039034659578363363,0,0.039034659578363363
2014-04-01 01:15:00,0.005765910303781442,0,0.005765910303781442
2014-04-01 01:20:00,0.00756852590772033,0,0.00756852590772033
2014-04-01 01:25:00,0.007954712939387295,0,0.007954712939387295
2014-04-01 01:30:00,0.002572449334518148,0,0.002572449334518148
2014-04-01 01:35:00,0.030905550529532137,0,0.030905550529532137
2014-04-01 01:40:00,0.045342811676187686,0,0.045342811676187686
2014-04-01 01:45:00,0.034853319373726536,0,0.034853319373726536
2014-04-01 01:50:00,0.032827138165091134,0,0.032827138165091134
2014-04-01 01:55:00,0.03886568475222908,0,0.03886568475222908
2014-04-01 02:00:00,0.01938017473019566,0,0.01938017473019566
2014-04-01 02:05:00,0.020655026985289142,0,0.020655026985289142
2014-04-01 02:10:00,0.017930086101747154,0,0.017930086101747154
2014-04-01 02:15:00,0.04066492188961344,0,0.04066492188961344
2014-04-01 02:20:00,0.009207929575258022,0,0.009207929575258022
2014-04-01 02:25:00,0.0007151968781806437,0,0.0007151968781806437
2014-04-01 02:30:00,0.03404100509602243,0,0.03404100509602243
2014-04-01 02:35:00,0.05382403424747411,0,0.05382403424747411
2014-04-01 02:40:00,0.034795985708967136,0,0.034795985708967136
2014-04-01 02:45:00,0.04471157451135439,0,0.04471157451135439
2014-04-01 02:50:00,0.03841804884931845,0,0.03841804884931845
2014-04-01 02:55:00,0.028397293408192793,0,0.028397293408192793
2014-04-01 03:00:00,0.04102399602153595,0,0.04102399602153595
2014-04-01 03:05:00,0.04706498154898712,0,0.04706498154898712
2014-04-01 03:10:00,0.01281333561798669,0,0.01281333561798669
2014-04-01 03:15:00,0.019179316084994503,0,0.019179316084994503
2014-04-01 03:20:00,0.012755851946816756,0,0.012755851946816756
2014-04-01 03:25:00,0.02581066120963821,0,0.02581066120963821
2014-04-01 03:30:00,0.05054861657525268,0,0.05054861657525268
2014-04-01 03:35:00,0.019698007211165148,0,0.019698007211165148
2014-04-01 03:40:00,0.0213700824946534,0,0.0213700824946534
2014-04-01 03:45:00,0.04913726760557753,0,0.04913726760557753
2014-04-01 03:50:00,0.02942235710392408,0,0.02942235710392408
2014-04-01 03:55:00,0.030569540991508787,0,0.030569540991508787
2014-04-01 04:00:00,0.04916206711014108,0,0.04916206711014108
2014-04-01 04:05:00,0.028002420401178688,0,0.028002420401178688
2014-04-01 04:10:00,0.03891903646746805,0,0.03891903646746805
2014-04-01 04:15:00,0.0048650929210121525,0,0.0048650929210121525
2014-04-01 04:20:00,0.010178916172128405,0,0.010178916172128405
2014-04-01 04:25:00,0.023079275335003112,0,0.023079275335003112
2014-04-01 04:30:00,0.02824885218226255,0,0.02824885218226255
2014-04-01 04:35:00,0.05515852321482422,0,0.05515852321482422
2014-04-01 04:40:00,0.05543956257731553,0,0.05543956257731553
2014-04-01 04:45:00,0.0486132318086723,0,0.0486132318086723
2014-04-01 04:50:00,0.018006017901279675,0,0.018006017901279675
2014-04-01 04:55:00,0.05506106609897614,0,0.05506106609897614
2014-04-01 05:00:00,0.03936382142853477,0,0.03936382142853477
2014-04-01 05:05:00,0.02242575130262796,0,0.02242575130262796
2014-04-01 05:10:00,0.04006866125118247,0,0.04006866125118247
2014-04-01 05:15:00,0.0009150615771537008,0,0.0009150615771537008
2014-04-01 05:20:00,0.008322988849326472,0,0.008322988849326472
2014-04-01 05:25:00,0.047383946086259315,0,0.047383946086259315
2014-04-01 05:30:00,0.03686270627756904,0,0.03686270627756904
2014-04-01 05:35:00,0.020783069656644167,0,0.020783069656644167
2014-04-01 05:40:00,0.02858187372270812,0,0.02858187372270812
2014-04-01 05:45:00,0.05169596789015843,0,0.05169596789015843
2014-04-01 05:50:00,0.03606292005885186,0,0.03606292005885186
2014-04-01 05:55:00,0.02272343292196631,0,0.02272343292196631
2014-04-01 06:00:00,0.0068470245815054395,0,0.0068470245815054395
2014-04-01 06:05:00,0.016757265005821538,0,0.016757265005821538
2014-04-01 06:10:00,0.05587893409548233,0,0.05587893409548233
2014-04-01 06:15:00,0.0249643373960655,0,0.0249643373960655
2014-04-01 06:20:00,0.02693452041258888,0,0.02693452041258888
2014-04-01 06:25:00,0.02846366138364577,0,0.02846366138364577
2014-04-01 06:30:00,0.05049372639390109,0,0.05049372639390109
2014-04-01 06:35:00,0.03448284748045651,0,0.03448284748045651
2014-04-01 06:40:00,0.03961161562224521,0,0.03961161562224521
2014-04-01 06:45:00,0.022224221612358732,0,0.022224221612358732
2014-04-01 06:50:00,0.0016330927477366936,0,0.0016330927477366936
2014-04-01 06:55:00,0.05317208872187552,0,0.05317208872187552
2014-04-01 07:00:00,0.05420955817734535,0,0.05420955817734535
2014-04-01 07:05:00,0.05421100810597407,0,0.05421100810597407
2014-04-01 07:10:00,0.05389865082827492,0,0.05389865082827492
2014-04-01 07:15:00,0.04655854463892132,0,0.04655854463892132
2014-04-01 07:20:00,0.039092674998750465,0,0.039092674998750465
2014-04-01 07:25:00,0.048231087884007484,0,0.048231087884007484
2014-04-01 07:30:00,0.03428957764469446,0,0.03428957764469446
2014-04-01 07:35:00,0.007649521176149309,0,0.007649521176149309
2014-04-01 07:40:00,0.02232734828734826,0,0.02232734828734826
2014-04-01 07:45:00,0.05547632329410043,0,0.05547632329410043
2014-04-01 07:50:00,0.02003692279534064,0,0.02003692279534064
2014-04-01 07:55:00,0.049563614403088166,0,0.049563614403088166
