Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,predicted_anomaly,convergenceLossNormal50,convergenceLossNormal100,convergenceLossNormal150,convergenceLossNormalOverall150
0,2014-04-01 00:00:00,0.00462956427048,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
1,2014-04-01 00:05:00,0.0567253139392,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
2,2014-04-01 00:10:00,0.00891519182801,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
3,2014-04-01 00:15:00,0.0564874694659,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
4,2014-04-01 00:20:00,0.0558506114314,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
5,2014-04-01 00:25:00,0.0453633575327,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
6,2014-04-01 00:30:00,0.0376809094439,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
7,2014-04-01 00:35:00,0.0330154877828,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
8,2014-04-01 00:40:00,0.0494953058998,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
9,2014-04-01 00:45:00,0.0165314948417,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
10,2014-04-01 00:50:00,0.0267203492796,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
11,2014-04-01 00:55:00,0.0353924979427,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
12,2014-04-01 01:00:00,0.0234911614865,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
13,2014-04-01 01:05:00,0.0244226907447,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
14,2014-04-01 01:10:00,0.0188663315672,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
15,2014-04-01 01:15:00,0.0322394848275,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
16,2014-04-01 01:20:00,0.0486077328585,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
17,2014-04-01 01:25:00,0.0115062179741,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
18,2014-04-01 01:30:00,0.0534013485109,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
19,2014-04-01 01:35:00,0.0393766363189,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
20,2014-04-01 01:40:00,0.0470471039914,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
21,2014-04-01 01:45:00,0.0317798289408,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
22,2014-04-01 01:50:00,0.0445458444841,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
23,2014-04-01 01:55:00,0.000912288971831,0,0.00222238572314,0.00173665315378,1.0,0.00310166823715,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00310166823715
24,2014-04-01 02:00:00,0.0467674168796,0,0.0041706925258,0.000865672249347,0.0113509838291,0.00154399203248,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00154399203248
25,2014-04-01 02:05:00,0.00228068657186,0,0.00593890203163,0.00116162619088,0.347287824277,0.0020732808034,0.0,0.0,0.0,0,0.5,0.5,0.5,0.0020732808034
26,2014-04-01 02:10:00,0.0508564648902,0,0.00779848359525,0.00060070049949,0.00872636401035,0.00107011230956,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00107011230956
27,2014-04-01 02:15:00,0.0566899271984,0,0.00757406838238,0.00120514573064,0.536187275141,0.0021511118456,0.0,0.0,0.0,0,0.5,0.5,0.5,0.0021511118456
28,2014-04-01 02:20:00,0.0167960424477,0,0.00922895409167,0.00144330936018,0.744017527686,0.00257704749661,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00257704749661
29,2014-04-01 02:25:00,0.0120086921512,0,0.00918340496719,0.00136283959728,0.673796683392,0.00243313408332,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00243313408332
30,2014-04-01 02:30:00,0.0437367952899,0,0.0109027419239,0.000712448556442,0.106241786251,0.00126996432508,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00126996432508
31,2014-04-01 02:35:00,0.0144500031547,0,0.012869335711,0.00031301722629,0.00697527162107,0.000555614934405,0.0,0.0,0.0,0,0.5,0.5,0.5,0.000555614934405
