Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
0,2011-07-01 00:15:01,0.0218859880932,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
1,2011-07-01 01:15:01,0.0162844271149,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
2,2011-07-01 02:15:01,0.0106674120761,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
3,2011-07-01 03:15:01,0.0152568687688,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
4,2011-07-01 04:15:01,0.00695533596247,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
5,2011-07-01 05:15:01,0.00861858761217,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
6,2011-07-01 06:15:01,0.012154454048,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
7,2011-07-01 07:15:01,0.0132370251102,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
8,2011-07-01 08:15:01,0.0138363648776,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
9,2011-07-01 09:15:01,0.0135162954931,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
10,2011-07-01 10:15:01,0.0132302784295,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
11,2011-07-01 11:15:01,0.017931654214,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
12,2011-07-01 12:15:01,0.0232466562419,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
13,2011-07-01 13:15:01,0.0195994958146,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
14,2011-07-01 14:15:01,0.015923985805,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
15,2011-07-01 15:15:01,0.0121042569965,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
16,2011-07-01 16:15:01,0.0120377849531,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
17,2011-07-01 17:15:01,0.0194868558601,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
18,2011-07-01 18:15:01,0.014212905548,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
19,2011-07-01 19:15:01,0.0114788187046,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
20,2011-07-01 20:15:01,0.013383197449,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
21,2011-07-01 21:15:01,0.0135490956986,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
22,2011-07-01 22:15:01,0.0150823206782,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
23,2011-07-01 23:15:01,0.00830584881573,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
24,2011-07-02 00:15:01,0.0154652938431,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
25,2011-07-02 01:15:01,0.0184912377423,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
26,2011-07-02 02:15:01,0.0138138915364,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
27,2011-07-02 03:15:01,0.0133462897921,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
28,2011-07-02 04:15:01,0.0129790282515,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
29,2011-07-02 05:15:01,0.0132418121538,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
30,2011-07-02 06:15:01,0.0127603610101,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
31,2011-07-02 07:15:01,0.0140257808676,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
32,2011-07-02 08:15:01,0.0133957196866,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
33,2011-07-02 09:15:01,0.0121288077217,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
34,2011-07-02 10:15:01,0.0122324013007,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
35,2011-07-02 11:15:01,0.0154947662357,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
36,2011-07-02 12:15:01,0.0216271162566,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
37,2011-07-02 13:15:01,0.023060729878,0,-0.00087096641073,0.000218615023186,1.0,1.0,0.0,0.0,0.0
38,2011-07-02 14:15:01,0.0161821564705,0,0.00317529961467,0.000203756382689,0.402274613569,0.402274613569,0.0,0.0,0.0
39,2011-07-02 15:15:01,0.0154918829139,0,0.00617795996368,0.000162727097631,0.151772876681,0.151772876681,0.0,0.0,0.0
40,2011-07-02 16:15:01,0.0106654029865,0,0.00896356254816,0.000127263556351,0.0986665542417,0.0986665542417,0.0,0.0,0.0
41,2011-07-02 17:15:01,0.0134271786805,0,0.0116933714598,9.36842552619e-05,0.0741120809866,0.0741120809866,0.0,0.0,0.0
42,2011-07-02 18:15:01,0.0141617258464,0,0.0140385711566,6.93492620485e-05,0.0627881343018,0.0627881343018,0.0,0.0,0.0
43,2011-07-02 19:15:01,0.0134430154994,0,0.0162037760019,3.4954307921e-05,0.0516366986784,0.0516366986784,0.0,0.0,0.0
44,2011-07-02 20:15:01,0.0152536530634,0,0.0185432936996,1.33022940645e-05,0.046444072493,0.046444072493,0.0,0.0,0.0
45,2011-07-02 21:15:01,0.0156494329561,0,0.0208102203906,8.28655993246e-06,0.0453867823172,0.0453867823172,0.0,0.0,0.0
46,2011-07-02 22:15:01,0.0153054507628,0,0.0223164670169,1.88607355085e-05,0.0933795628226,0.0933795628226,0.0,0.0,0.0
47,2011-07-02 23:15:01,0.00706228916766,0,0.0230093561113,3.14055614581e-05,0.150316491281,0.150316491281,0.0,0.0,0.0
48,2011-07-03 00:15:01,0.0181542890375,0,0.0226117521524,3.20747894875e-05,0.15335390197,0.15335390197,0.0,0.0,0.0
49,2011-07-03 01:15:01,0.0218443698755,0,0.0218099616468,2.49278255069e-05,0.120916132128,0.120916132128,0.0,0.0,0.0
50,2011-07-03 02:15:01,0.0148426238095,0,0.0206256378442,2.88912106043e-05,0.138904661794,0.138904661794,0.0,0.0,0.0
51,2011-07-03 03:15:01,0.0173154884953,0,0.0191115997732,3.00467927445e-05,0.144149477299,0.144149477299,0.0,0.0,0.0
52,2011-07-03 04:15:01,0.018032819709,0,0.0176977515221,3.3285596146e-05,0.158849363794,0.158849363794,0.0,0.0,0.0
53,2011-07-03 05:15:01,0.0183733172371,0,0.0164972618222,2.08503970498e-05,0.102409996349,0.102409996349,0.0,0.0,0.0
54,2011-07-03 06:15:01,0.0193285051777,0,0.0153408991173,1.2671019249e-05,0.0652864323749,0.0652864323749,0.0,0.0,0.0
55,2011-07-03 07:15:01,0.0210650220481,0,0.0137992985547,1.28320025397e-05,0.0660170837321,0.0660170837321,0.0,0.0,0.0
56,2011-07-03 08:15:01,0.0198218296736,0,0.0129986684769,1.29442132675e-05,0.0665263721198,0.0665263721198,0.0,0.0,0.0
57,2011-07-03 09:15:01,0.0179005411732,0,0.012738391757,4.34323828813e-06,0.0445887564703,0.0445887564703,0.0,0.0,0.0
58,2011-07-03 10:15:01,0.0162357655889,0,0.012409735471,9.85323549685e-06,0.0691571488395,0.0691571488395,0.0,0.0,0.0
59,2011-07-03 11:15:01,0.0210088423935,0,0.0124353710562,1.35098007377e-05,0.0854613185436,0.0854613185436,0.0,0.0,0.0
60,2011-07-03 12:15:01,0.0333147696182,0,0.0127346403897,1.21623043015e-05,0.0794529994997,0.0794529994997,0.0,0.0,0.0
61,2011-07-03 13:15:01,0.029888187995,0,0.0131894126534,3.60613557859e-05,0.186015898151,0.186015898151,0.0,0.0,0.0
62,2011-07-03 14:15:01,0.0231099940499,0,0.0138975121081,4.68024918518e-05,0.233909288177,0.233909288177,0.0,0.0,0.0
63,2011-07-03 15:15:01,0.0145641996319,0,0.0149181270972,4.37033559137e-05,0.220090626416,0.220090626416,0.0,0.0,0.0
64,2011-07-03 16:15:01,0.0100742638353,0,0.0161166433245,5.08684788656e-05,0.252039018654,0.252039018654,0.0,0.0,0.0
65,2011-07-03 17:15:01,0.0155449276373,0,0.0173255987465,7.89173573139e-05,0.377105479693,0.377105479693,0.0,0.0,0.0
66,2011-07-03 18:15:01,0.0161215230382,0,0.0184121448547,8.59693464008e-05,0.408549422096,0.408549422096,0.0,0.0,0.0
67,2011-07-03 19:15:01,0.0180930752205,0,0.0196347869933,8.43497182359e-05,0.401327701514,0.401327701514,0.0,0.0,0.0
68,2011-07-03 20:15:01,0.0169124748686,0,0.0213981457055,5.91785574215e-05,0.289092625552,0.289092625552,0.0,0.0,0.0
69,2011-07-03 21:15:01,0.0160312021185,0,0.0230458509177,5.68493269384e-05,0.278706876474,0.278706876474,0.0,0.0,0.0
70,2011-07-03 22:15:01,0.0149181440828,0,0.0241637714207,6.83785183355e-05,0.330114107225,0.330114107225,0.0,0.0,0.0
71,2011-07-03 23:15:01,0.00892821092701,0,0.0243880171329,6.15053431829e-05,0.299467473919,0.299467473919,0.0,0.0,0.0
72,2011-07-04 00:15:01,0.0181235056459,0,0.0238259918988,4.56273810414e-05,0.228669615202,0.228669615202,0.0,0.0,0.0
73,2011-07-04 01:15:01,0.0209095481463,0,0.0231188237667,4.24063146056e-05,0.214307280514,0.214307280514,0.0,0.0,0.0
74,2011-07-04 02:15:01,0.0204357031082,0,0.0221814103425,3.88305379602e-05,0.19836333711,0.19836333711,0.0,0.0,0.0
