Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
0,2015-02-26 21:42:53,0.0526315789474,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
1,2015-02-26 21:47:53,0.0478468899522,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
2,2015-02-26 21:52:53,0.0143540669856,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
3,2015-02-26 21:57:53,0.0191387559809,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
4,2015-02-26 22:02:53,0.0430622009569,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
5,2015-02-26 22:07:53,0.00956937799043,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
6,2015-02-26 22:12:53,0.0191387559809,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
7,2015-02-26 22:17:53,0.0334928229665,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
8,2015-02-26 22:22:53,0.0239234449761,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
9,2015-02-26 22:27:53,0.0478468899522,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
10,2015-02-26 22:32:53,0.0191387559809,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
11,2015-02-26 22:37:53,0.0287081339713,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
12,2015-02-26 22:42:53,0.0287081339713,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
13,2015-02-26 22:47:53,0.00956937799043,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
14,2015-02-26 22:52:53,0.00956937799043,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
15,2015-02-26 22:57:53,0.0430622009569,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
16,2015-02-26 23:02:53,0.0478468899522,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
17,2015-02-26 23:07:53,0.0191387559809,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
18,2015-02-26 23:12:53,0.0239234449761,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
19,2015-02-26 23:17:53,0.0191387559809,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
20,2015-02-26 23:22:53,0.0191387559809,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
21,2015-02-26 23:27:53,0.0287081339713,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
22,2015-02-26 23:32:53,0.0239234449761,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
23,2015-02-26 23:37:53,0.00956937799043,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
24,2015-02-26 23:42:53,0.00478468899522,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
25,2015-02-26 23:47:53,0.0239234449761,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
26,2015-02-26 23:52:53,0.0239234449761,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
27,2015-02-26 23:57:53,0.0430622009569,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
28,2015-02-27 00:02:53,0.0143540669856,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
29,2015-02-27 00:07:53,0.0239234449761,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
30,2015-02-27 00:12:53,0.00478468899522,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
31,2015-02-27 00:17:53,0.0143540669856,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
32,2015-02-27 00:22:53,0.00956937799043,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
33,2015-02-27 00:27:53,0.00478468899522,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
34,2015-02-27 00:32:53,0.0,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
35,2015-02-27 00:37:53,0.0143540669856,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
36,2015-02-27 00:42:53,0.00956937799043,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
37,2015-02-27 00:47:53,0.0143540669856,0,0.000656835443806,9.99153853627e-05,1.0,1.0,0.0,0.0,0.0
38,2015-02-27 00:52:53,0.00478468899522,0,0.00255038728938,8.00045600045e-05,0.334327116695,0.334327116695,0.0,0.0,0.0
39,2015-02-27 00:57:53,0.0239234449761,0,0.00458116829395,5.03328519699e-05,0.167834421106,0.167834421106,0.0,0.0,0.0
40,2015-02-27 01:02:53,0.00956937799043,0,0.00597188947722,7.04694684828e-05,0.505796158653,0.505796158653,0.0,0.0,0.0
41,2015-02-27 01:07:53,0.0334928229665,0,0.00660851458088,6.94031186868e-05,0.487899138582,0.487899138582,0.0,0.0,0.0
42,2015-02-27 01:12:53,0.0191387559809,0,0.00684491498396,0.000116135190183,1.0,1.0,0.0,0.0,0.0
43,2015-02-27 01:17:53,0.0334928229665,0,0.00786580331624,0.000116399191029,1.0,1.0,0.0,0.0,0.0
44,2015-02-27 01:22:53,0.00478468899522,0,0.00874822773039,0.000149128856719,1.0,1.0,0.0,0.0,0.0
45,2015-02-27 01:27:53,0.0239234449761,0,0.0100329462439,0.000180495102541,1.0,1.0,0.0,0.0,0.0
46,2015-02-27 01:32:53,0.00478468899522,0,0.0107284430414,0.000168139595189,0.911848537669,0.911848537669,0.0,0.0,0.0
47,2015-02-27 01:37:53,0.0,0,0.0123676322401,0.000209418387385,1.0,1.0,0.0,0.0,0.0
48,2015-02-27 01:42:53,0.0143540669856,0,0.0133904572576,0.000256376399193,1.0,1.0,0.0,0.0,0.0
49,2015-02-27 01:47:53,0.00956937799043,0,0.0155190601945,0.000193302767002,0.708051302612,0.708051302612,0.0,0.0,0.0
50,2015-02-27 01:52:53,0.00956937799043,0,0.0170282106847,0.00022927664395,0.874563459119,0.874563459119,0.0,0.0,0.0
51,2015-02-27 01:57:53,0.0239234449761,0,0.0190578736365,0.000175891633262,0.627460449685,0.627460449685,0.0,0.0,0.0
52,2015-02-27 02:02:53,0.0,0,0.019848106429,0.000121705394122,0.376648796957,0.376648796957,0.0,0.0,0.0
53,2015-02-27 02:07:53,0.00956937799043,0,0.0209247916937,0.000196190158022,0.721416159173,0.721416159173,0.0,0.0,0.0
54,2015-02-27 02:12:53,0.00956937799043,0,0.0213822238147,0.000158255788847,0.545829479254,0.545829479254,0.0,0.0,0.0
55,2015-02-27 02:17:53,0.00956937799043,0,0.0210234969854,9.68384556472e-05,0.261547287126,0.261547287126,0.0,0.0,0.0
56,2015-02-27 02:22:53,0.0239234449761,0,0.0206653047353,8.05557428976e-05,0.186179552431,0.186179552431,0.0,0.0,0.0
57,2015-02-27 02:27:53,0.0191387559809,0,0.0201199315488,9.63888087426e-05,0.259466008095,0.259466008095,0.0,0.0,0.0
58,2015-02-27 02:32:53,0.0,0,0.0193175561726,6.55663170619e-05,0.116798050284,0.116798050284,0.0,0.0,0.0
59,2015-02-27 02:37:53,0.00956937799043,0,0.0188725031912,0.000109103224531,0.318317179316,0.318317179316,0.0,0.0,0.0
60,2015-02-27 02:42:53,0.00956937799043,0,0.0177038516849,7.2773626016e-05,0.150158495651,0.150158495651,0.0,0.0,0.0
61,2015-02-27 02:47:53,0.0191387559809,0,0.0164652131498,4.34497123933e-05,0.0448577967204,0.0448577967204,0.0,0.0,0.0
62,2015-02-27 02:52:53,0.00956937799043,0,0.0152321001515,6.93902693456e-05,0.161221419778,0.161221419778,0.0,0.0,0.0
63,2015-02-27 02:57:53,0.0,0,0.0140658654273,6.07150795986e-05,0.12230642996,0.12230642996,0.0,0.0,0.0
64,2015-02-27 03:02:53,0.00956937799043,0,0.0133861070499,4.64718286821e-05,0.0584143445351,0.0584143445351,0.0,0.0,0.0
65,2015-02-27 03:07:53,0.00956937799043,0,0.0128144733608,4.71343337267e-05,0.0613861961968,0.0613861961968,0.0,0.0,0.0
66,2015-02-27 03:12:53,0.0143540669856,0,0.0117648839951,2.1542675313e-05,0.0408440464881,0.0408440464881,0.0,0.0,0.0
67,2015-02-27 03:17:53,0.00478468899522,0,0.0109380409122,4.35284964624e-05,0.130643036599,0.130643036599,0.0,0.0,0.0
68,2015-02-27 03:22:53,0.0143540669856,0,0.0101887360215,3.34541400662e-05,0.0894952885002,0.0894952885002,0.0,0.0,0.0
69,2015-02-27 03:27:53,0.00956937799043,0,0.00984441395849,3.22571213474e-05,0.0846061796803,0.0846061796803,0.0,0.0,0.0
70,2015-02-27 03:32:53,0.0143540669856,0,0.00933460332453,2.48254618782e-05,0.0542522751962,0.0542522751962,0.0,0.0,0.0
71,2015-02-27 03:37:53,0.00478468899522,0,0.00858880765736,2.86260419671e-05,0.0697753821793,0.0697753821793,0.0,0.0,0.0
72,2015-02-27 03:42:53,0.00956937799043,0,0.00797837972641,1.7375781681e-05,0.0401605429734,0.0401605429734,0.0,0.0,0.0
73,2015-02-27 03:47:53,0.0191387559809,0,0.00752466823906,2.38824832195e-05,0.0662918096485,0.0662918096485,0.0,0.0,0.0
74,2015-02-27 03:52:53,0.00478468899522,0,0.00734933232889,3.76376628992e-05,0.121533358112,0.121533358112,0.0,0.0,0.0
75,2015-02-27 03:57:53,0.00478468899522,0,0.00686398241669,3.47533605236e-05,0.109949843162,0.109949843162,0.0,0.0,0.0
76,2015-02-27 04:02:53,0.00956937799043,0,0.00673659238964,2.65237704298e-05,0.0768993624999,0.0768993624999,0.0,0.0,0.0
