timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction
2014-04-01 01:00:00,5.86,0.0,0.5,0,0.0
2014-04-01 02:00:00,5.9483333333333,0.0,0.5,0,0.0
2014-04-01 03:00:00,5.9161111111111,0.0,0.5,0,0.0
2014-04-01 04:00:00,5.4658333333333005,0.0,0.5,0,0.0
2014-04-01 05:00:00,5.7736111111111,0.0,0.5,0,0.0
2014-04-01 06:00:00,5.7338888888889015,0.0,0.5,0,0.0
2014-04-01 07:00:00,5.5386111111110985,0.0,0.5,0,0.0
2014-04-01 08:00:00,5.8886111111111,0.0,0.5,0,0.0
2014-04-01 09:00:00,5.7041666666666995,0.0,0.5,0,0.0
2014-04-01 10:00:00,5.705,0.0,0.5,0,0.0
2014-04-01 11:00:00,5.7033333333333,-4.948413685162829,0.5,[24.486799240112305],0.7549196481704712
2014-04-01 12:00:00,5.8102777777778,-4.642548042403349,0.5,[21.553253173828125],1.1677297353744507
2014-04-01 13:00:00,5.8830555555556,-4.517774331304807,0.5,[20.410287857055664],1.3652812242507935
2014-04-01 14:00:00,5.9208333333333005,-4.358293040593432,0.5,[18.994714736938477],1.5625402927398682
2014-04-01 15:00:00,5.967777777777799,-4.10871582137216,0.5,[16.881547927856445],1.8590619564056396
2014-04-01 16:00:00,5.9769444444444,-3.872942922380191,0.5,[14.999687194824219],2.104001522064209
2014-04-01 17:00:00,5.959166666666699,-3.653626104990674,0.5,[13.348982810974121],2.3055405616760254
2014-04-01 18:00:00,6.0019444444444,-3.38334264543317,0.5,[11.44700813293457],2.6186017990112305
2014-04-01 19:00:00,6.012222222222201,-3.1575290478600184,0.5,[9.969989776611328],2.8546931743621826
2014-04-01 20:00:00,6.1458333333333,-3.008536418278979,0.5,[9.051292419433594],3.1372969150543213
2014-04-01 21:00:00,6.1669444444444,-2.7636687162186924,0.5908657206993928,[7.63786506652832],3.403275728225708
2014-04-01 22:00:00,6.1919444444444,-2.495855653550845,0.6423914410758913,[6.2292962074279785],3.6960887908935547
2014-04-01 23:00:00,6.2144444444444,-2.287605331208926,0.6811504657767375,[5.2331390380859375],3.9268391132354736
2014-04-02 00:00:00,6.1369444444444,-1.9921671464707673,0.7064949324546926,[3.968729257583618],4.144777297973633
2014-04-02 01:00:00,6.112222222222201,-1.7346296585930503,0.7211869711719516,[3.0089399814605713],4.37759256362915
2014-04-02 02:00:00,5.9975,-1.4005222892761227,0.7273769983603899,[1.9614624977111816],4.596977710723877
2014-04-02 03:00:00,5.9244444444444,-1.1028001382615384,0.7299804785547033,[1.2161686420440674],4.821644306182861
