timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:05:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:10:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:15:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:20:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:25:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:30:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:35:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:40:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:45:00,20.0,0.0,0.5,0,0.0,0,0,0
2014-04-01 00:50:00,20.0,-2.02910614014,0.5,[4.117271900177002],17.9708938599,0,0,0
2014-04-01 00:55:00,20.0,-2.02896118164,0.5,[4.1166834831237793],17.9710388184,0,0,0
2014-04-01 01:00:00,20.0,-2.02881240845,0.5,[4.1160798072814941],17.9711875916,0,0,0
2014-04-01 01:05:00,20.0,-2.02865982056,0.5,[4.1154608726501465],17.9713401794,0,0,0
2014-04-01 01:10:00,20.0,-2.02850723267,0.5,[4.1148414611816406],17.9714927673,0,0,0
2014-04-01 01:15:00,20.0,-2.02836227417,0.5,[4.1142535209655762],17.9716377258,0,0,0
2014-04-01 01:20:00,20.0,-2.02820968628,0.5,[4.1136345863342285],17.9717903137,0,0,0
2014-04-01 01:25:00,20.0,-2.02806091309,0.5,[4.1130309104919434],17.9719390869,0,0,0
2014-04-01 01:30:00,20.0,-2.0279083252,0.5,[4.1124119758605957],17.9720916748,0,0,0
2014-04-01 01:35:00,20.0,-2.02775764465,0.5,[4.1118011474609375],17.9722423553,0,0,0
2014-04-01 01:40:00,20.0,-2.02760696411,1.0,[4.1111898422241211],17.9723930359,0,0,0
2014-04-01 01:45:00,20.0,-2.02745437622,1.0,[4.1105713844299316],17.9725456238,0,0,0
2014-04-01 01:50:00,20.0,-2.02729797363,1.0,[4.1099371910095215],17.9727020264,0,0,0
2014-04-01 01:55:00,20.0,-2.02715110779,1.0,[4.1093416213989258],17.9728488922,0,0,0
2014-04-01 02:00:00,20.0,-2.02700042725,1.0,[4.1087307929992676],17.9729995728,0,0,0
