timestamp,value,anomaly_score
2015-07-10 14:24:00,564,0.0
2015-07-10 14:38:00,730,0.0
2015-07-10 14:48:00,770,0.0
2015-07-10 15:03:00,910,0.0
2015-07-10 15:22:00,1035,0.0
2015-07-10 15:32:00,1065,0.0
2015-07-10 15:42:00,953,0.0
2015-07-10 15:52:00,1005,0.0
2015-07-10 16:02:00,996,0.0
2015-07-10 16:12:00,901,0.0
2015-07-10 16:22:00,939,0.0
2015-07-10 16:32:00,988,-564.0
2015-07-10 16:42:00,1020,-730.0
2015-07-10 16:52:00,876,-770.0
2015-07-10 17:02:00,870,-910.0
2015-07-10 17:12:00,809,-1035.0
2015-07-10 17:22:00,884,-1065.0
2015-07-10 17:32:00,926,-953.0
2015-07-10 17:42:00,829,-1005.0
2015-07-10 18:02:00,712,-996.0
2015-07-10 18:12:00,624,-901.0
2015-07-10 18:22:00,632,-939.0
2015-07-10 18:32:00,596,-988.0
2015-07-10 18:42:00,510,-1020.0
2015-07-10 18:52:00,526,-876.0
2015-07-10 19:32:00,99,-870.0
2015-07-10 19:42:00,85,-809.0
2015-07-10 20:02:00,85,-884.0
2015-07-10 20:12:00,87,-926.0
2015-07-10 20:22:00,93,-829.0
2015-07-10 20:42:00,57,-712.0
2015-07-10 21:32:00,101,-624.0
2015-07-11 10:10:00,177,-632.0
2015-07-11 10:30:00,221,-596.0
2015-07-11 11:00:00,332,-510.0
2015-07-11 11:10:00,338,-526.0
2015-07-11 11:20:00,263,-99.0
2015-07-11 11:30:00,304,-85.0
2015-07-11 11:40:00,358,-85.0
2015-07-11 11:50:00,385,-87.0
2015-07-11 12:00:00,397,-93.0
2015-07-11 12:10:00,426,-57.0
2015-07-11 12:20:00,461,-101.0
2015-07-11 12:28:00,418,-177.0
2015-07-11 12:38:00,448,-221.0
2015-07-11 12:43:00,432,-332.0
2015-07-11 12:53:00,416,-338.0
2015-07-11 12:57:00,425,-263.0
2015-07-11 13:07:00,439,-304.0
2015-07-11 13:09:00,423,-358.0
2015-07-11 13:19:00,370,-385.0
2015-07-11 13:29:00,404,-397.0
2015-07-11 13:39:00,387,-426.0
2015-07-11 14:41:00,185,-461.0
2015-07-11 15:01:00,184,-418.0
2015-07-11 16:53:00,104,-448.0
2015-07-11 17:02:00,108,-432.0
2015-07-11 17:13:00,121,-416.0
2015-07-11 17:23:00,120,-425.0
2015-07-11 17:33:00,127,-439.0
2015-07-11 18:23:00,52,-423.0
2015-07-12 10:56:00,93,-370.0
2015-07-12 12:36:00,151,-404.0
2015-07-12 12:46:00,161,-387.0
2015-07-12 12:56:00,160,-185.0
2015-07-12 13:36:00,177,-184.0
