timestamp,value,error_prediction,anomaly_score,prediction
2014-04-10 00:02:00,14.012,0.0,0.5,0
2014-04-10 00:07:00,13.334,0.0,0.5,0
2014-04-10 00:12:00,15.0,0.0,0.5,0
2014-04-10 00:17:00,13.998,0.0,0.5,0
2014-04-10 00:22:00,14.332,0.0,0.5,0
2014-04-10 00:27:00,15.002,0.0,0.5,0
2014-04-10 00:32:00,13.984000000000002,0.0,0.5,0
2014-04-10 00:37:00,14.674,0.0,0.5,0
2014-04-10 00:42:00,14.668,0.0,0.5,0
2014-04-10 00:47:00,13.666,0.0,0.5,0
2014-04-10 00:52:00,13.334,0.0,0.5,0
2014-04-10 00:57:00,15.046,-15.046,0.5,[[ 0.]]
2014-04-10 01:02:00,13.332,-13.332,0.5,[[ 0.]]
2014-04-10 01:07:00,15.0,-15.0,0.5,[[ 0.]]
2014-04-10 01:12:00,15.0,-15.0,0.5,[[ 0.]]
2014-04-10 01:17:00,14.368,-14.368,0.5,[[ 0.]]
2014-04-10 01:22:00,13.666,-13.666,0.5,[[ 0.]]
2014-04-10 01:27:00,15.332,-15.332,0.5,[[ 0.]]
2014-04-10 01:32:00,14.334,-14.334,0.5,[[ 0.]]
2014-04-10 01:37:00,14.336,-14.336,0.5,[[ 0.]]
2014-04-10 01:42:00,14.0,-14.0,0.5,[[ 0.]]
2014-04-10 01:47:00,14.332,-14.332,0.5697160024396326,[[ 0.]]
2014-04-10 01:52:00,13.332,-13.332,0.4708895783653888,[[ 0.]]
2014-04-10 01:57:00,14.998,-14.998,0.5199965837901517,[[ 0.]]
2014-04-10 02:02:00,13.666,-13.666,0.5968157657145681,[[ 0.]]
2014-04-10 02:07:00,13.67,-13.67,0.62001991193557,[[ 0.]]
2014-04-10 02:12:00,14.668,-14.668,0.5504918528567977,[[ 0.]]
2014-04-10 02:17:00,14.334,-14.334,0.6564584968772205,[[ 0.]]
2014-04-10 02:22:00,14.304,-14.304,0.6673771848823179,[[ 0.]]
2014-04-10 02:27:00,15.038,-15.038,0.6311861073802091,[[ 0.]]
2014-04-10 02:32:00,13.666,-13.666,0.6285335206689318,[[ 0.]]
2014-04-10 02:37:00,14.334,-14.334,0.6351591204616868,[[ 0.]]
2014-04-10 02:42:00,14.0,-14.0,0.5462774357028533,[[ 0.]]
2014-04-10 02:47:00,14.666,-14.666,0.6056814945532458,[[ 0.]]
2014-04-10 02:52:00,13.0,-13.0,0.6021067197562474,[[ 0.]]
2014-04-10 02:57:00,14.334,-14.334,0.538628827168742,[[ 0.]]
2014-04-10 03:02:00,14.658,-14.658,0.5570125034187401,[[ 0.]]
2014-04-10 03:07:00,14.0,-14.0,0.5842794220226637,[[ 0.]]
2014-04-10 03:12:00,14.318,-14.318,0.5875080027374098,[[ 0.]]
2014-04-10 03:17:00,14.278,-14.278,0.6780032916082281,[[ 0.]]
2014-04-10 03:22:00,14.706,-14.706,0.5754252947502256,[[ 0.]]
2014-04-10 03:27:00,14.334,-14.334,0.5796560929073149,[[ 0.]]
2014-04-10 03:32:00,14.0,-14.0,0.5697441693214516,[[ 0.]]
2014-04-10 03:37:00,14.694,-14.694,0.5833384816839202,[[ 0.]]
2014-04-10 03:42:00,14.334,-14.334,0.40601568280452816,[[ 0.]]
2014-04-10 03:47:00,14.002,-14.002,0.43810741135313935,[[ 0.]]
2014-04-10 03:52:00,13.716,-13.716,0.5471994846409106,[[ 0.]]
2014-04-10 03:57:00,13.962,-13.962,0.5416006867077716,[[ 0.]]
2014-04-10 04:02:00,13.998,-13.998,0.5782669042770018,[[ 0.]]
2014-04-10 04:07:00,14.002,-14.002,0.6100868760895743,[[ 0.]]
2014-04-10 04:12:00,14.0,-14.0,0.7013568131446833,[[ 0.]]
2014-04-10 04:17:00,13.332,-13.332,0.7833358310790458,[[ 0.]]
2014-04-10 04:22:00,14.336,-14.336,0.7542762736299014,[[ 0.]]
2014-04-10 04:27:00,13.708,-13.708,0.8432333995541177,[[ 0.]]
2014-04-10 04:32:00,13.998,-13.998,0.8718653048516121,[[ 0.]]
2014-04-10 04:37:00,13.664,-13.664,0.8877332552619028,[[ 0.]]
2014-04-10 04:42:00,13.666,-13.666,0.8828610518509714,[[ 0.]]
2014-04-10 04:47:00,13.958,-13.958,0.883669169404602,[[ 0.]]
2014-04-10 04:52:00,13.716,-13.716,0.8978762677823031,[[ 0.]]
2014-04-10 04:57:00,14.306,-14.306,0.8822494255387683,[[ 0.]]
2014-04-10 05:02:00,13.332,-13.332,0.9092279598095264,[[ 0.]]
2014-04-10 05:07:00,13.618,-13.618,0.8823156402489698,[[ 0.]]
2014-04-10 05:12:00,13.666,-13.666,0.9205282609467513,[[ 0.]]
2014-04-10 05:17:00,14.0,-14.0,0.9051712819030506,[[ 0.]]
2014-04-10 05:22:00,14.0,-14.0,0.9072835358834406,[[ 0.]]
2014-04-10 05:27:00,13.334,-13.334,0.9132541496909856,[[ 0.]]
2014-04-10 05:32:00,13.998,-13.998,0.8938763373042832,[[ 0.]]
2014-04-10 05:37:00,14.0,-14.0,0.8932638468372259,[[ 0.]]
2014-04-10 05:42:00,14.668,-14.668,0.8167251029864548,[[ 0.]]
2014-04-10 05:47:00,13.666,-13.666,0.8703706046512281,[[ 0.]]
2014-04-10 05:52:00,13.668,-13.668,0.8339369194762738,[[ 0.]]
2014-04-10 05:57:00,14.332,-14.332,0.761422276045594,[[ 0.]]
2014-04-10 06:02:00,14.334,-14.334,0.6783630459839056,[[ 0.]]
2014-04-10 06:07:00,13.336,-13.336,0.7479169931121799,[[ 0.]]
2014-04-10 06:12:00,13.666,-13.666,0.7813853730088733,[[ 0.]]
2014-04-10 06:17:00,13.994000000000002,-13.994000000000002,0.6966039634352194,[[ 0.]]
2014-04-10 06:22:00,14.056,-14.056,0.6901727046160141,[[ 0.]]
2014-04-10 06:27:00,14.636,-14.636,0.6053177802510004,[[ 0.]]
2014-04-10 06:32:00,14.384,-14.384,0.6571949527530871,[[ 0.]]
2014-04-10 06:37:00,13.308,-13.308,0.6893264114551794,[[ 0.]]
2014-04-10 06:42:00,14.334,-14.334,0.5950912925495948,[[ 0.]]
2014-04-10 06:47:00,13.334,-13.334,0.7238172108179705,[[ 0.]]
2014-04-10 06:52:00,14.366,-14.366,0.7266652433933188,[[ 0.]]
2014-04-10 06:57:00,14.0,-14.0,0.6302942357316323,[[ 0.]]
2014-04-10 07:02:00,14.0,-14.0,0.5764521342858423,[[ 0.]]
2014-04-10 07:07:00,13.668,-13.668,0.6203995369382647,[[ 0.]]
2014-04-10 07:12:00,14.0,-14.0,0.6291754766298621,[[ 0.]]
2014-04-10 07:17:00,13.74,-13.74,0.7565600675479278,[[ 0.]]
2014-04-10 07:22:00,13.968,-13.968,0.8099011073673705,[[ 0.]]
2014-04-10 07:27:00,13.666,-13.666,0.7590033546818629,[[ 0.]]
2014-04-10 07:32:00,14.0,-14.0,0.8036029298752332,[[ 0.]]
2014-04-10 07:37:00,13.33,-13.33,0.7889369810206188,[[ 0.]]
2014-04-10 07:42:00,14.0,-14.0,0.8337738042336589,[[ 0.]]
2014-04-10 07:47:00,13.952,-13.952,0.8403563716958625,[[ 0.]]
2014-04-10 07:52:00,16.0,-16.0,0.5718156755337749,[[ 0.]]
2014-04-10 07:57:00,14.0,-14.0,0.5216045043262842,[[ 0.]]
2014-04-10 08:02:00,13.344,-13.344,0.6050147657653625,[[ 0.]]
2014-04-10 08:07:00,13.668,-13.668,0.6091812256252134,[[ 0.]]
2014-04-10 08:12:00,14.0,-14.0,0.6046164040981109,[[ 0.]]
2014-04-10 08:17:00,13.334,-13.334,0.6390588845279584,[[ 0.]]
2014-04-10 08:22:00,14.668,-14.668,0.55189640292017,[[ 0.]]
2014-04-10 08:27:00,14.084,-14.084,0.43966956724934203,[[ 0.]]
2014-04-10 08:32:00,13.646,-13.646,0.48582543752395,[[ 0.]]
2014-04-10 08:37:00,13.334,-13.334,0.5663959814342637,[[ 0.]]
2014-04-10 08:42:00,14.0,-14.0,0.8223892628518741,[[ 0.]]
2014-04-10 08:47:00,13.0,-13.0,0.8889450930296032,[[ 0.]]
2014-04-10 08:52:00,13.666,-13.666,0.8630538763885159,[[ 0.]]
2014-04-10 08:57:00,14.334,-14.334,0.8067628423903739,[[ 0.]]
2014-04-10 09:02:00,13.666,-13.666,0.8366289078501742,[[ 0.]]
2014-04-10 09:07:00,14.29,-14.29,0.7384554578666205,[[ 0.]]
2014-04-10 09:12:00,14.0,-14.0,0.8151816430640126,[[ 0.]]
2014-04-10 09:17:00,13.386,-13.386,0.870957496713219,[[ 0.]]
2014-04-10 09:22:00,14.0,-14.0,0.8427841602318709,[[ 0.]]
2014-04-10 09:27:00,13.658,-13.658,0.8085763717156809,[[ 0.]]
2014-04-10 09:32:00,13.318,-13.318,0.8639084324873462,[[ 0.]]
2014-04-10 09:37:00,13.666,-13.666,0.7985914001096286,[[ 0.]]
2014-04-10 09:42:00,13.34,-13.34,0.8238463223101717,[[ 0.]]
2014-04-10 09:47:00,13.334,-13.334,0.8990924467273077,[[ 0.]]
2014-04-10 09:52:00,13.666,-13.666,0.8981915692238436,[[ 0.]]
2014-04-10 09:57:00,12.998,-12.998,0.9537548850608203,[[ 0.]]
2014-04-10 10:02:00,14.332,-14.332,0.9429027076503604,[[ 0.]]
2014-04-10 10:07:00,13.668,-13.668,0.9295039201137454,[[ 0.]]
2014-04-10 10:12:00,13.666,-13.666,0.9445765872089845,[[ 0.]]
2014-04-10 10:17:00,13.332,-13.332,0.9540759529919604,[[ 0.]]
2014-04-10 10:22:00,13.322,-13.322,0.9508940771092601,[[ 0.]]
2014-04-10 10:27:00,13.668,-13.668,0.9507450434486397,[[ 0.]]
2014-04-10 10:32:00,14.0,-14.0,0.9220395645175755,[[ 0.]]
2014-04-10 10:37:00,13.332,-13.332,0.9181116128172062,[[ 0.]]
2014-04-10 10:42:00,14.0,-14.0,0.8995773609043318,[[ 0.]]
2014-04-10 10:47:00,13.286,-13.286,0.8731501330631886,[[ 0.]]
2014-04-10 10:52:00,12.998,-12.998,0.9428578483285888,[[ 0.]]
2014-04-10 10:57:00,13.666,-13.666,0.9429652687323812,[[ 0.]]
2014-04-10 11:02:00,13.666,-13.666,0.9429958718760253,[[ 0.]]
2014-04-10 11:07:00,13.334,-13.334,0.9401261404589898,[[ 0.]]
2014-04-10 11:12:00,13.69,-13.69,0.9222548983135134,[[ 0.]]
2014-04-10 11:17:00,13.286,-13.286,0.9377044980551041,[[ 0.]]
2014-04-10 11:22:00,14.334,-14.334,0.923392348810836,[[ 0.]]
2014-04-10 11:27:00,12.99,-12.99,0.933181127770728,[[ 0.]]
2014-04-10 11:32:00,13.722,-13.722,0.9458584532316995,[[ 0.]]
2014-04-10 11:37:00,13.308,-13.308,0.9423458894553223,[[ 0.]]
2014-04-10 11:42:00,13.332,-13.332,0.9239487281518236,[[ 0.]]
2014-04-10 11:47:00,13.666,-13.666,0.9241036193270659,[[ 0.]]
2014-04-10 11:52:00,13.022,-13.022,0.9475069391316906,[[ 0.]]
2014-04-10 11:57:00,13.952,-13.952,0.9205072725273316,[[ 0.]]
2014-04-10 12:02:00,12.992,-12.992,0.9466509299582196,[[ 0.]]
2014-04-10 12:07:00,13.704,-13.704,0.9287525620929925,[[ 0.]]
2014-04-10 12:12:00,13.666,-13.666,0.9565541033109133,[[ 0.]]
2014-04-10 12:17:00,13.38,-13.38,0.9401467257051047,[[ 0.]]
2014-04-10 12:22:00,14.316,-14.316,0.9121757579674163,[[ 0.]]
2014-04-10 12:27:00,14.0,-14.0,0.8668739377609831,[[ 0.]]
2014-04-10 12:32:00,14.0,-14.0,0.8090883000357048,[[ 0.]]
2014-04-10 12:37:00,14.332,-14.332,0.7390926620970969,[[ 0.]]
2014-04-10 12:42:00,13.332,-13.332,0.694817412252723,[[ 0.]]
2014-04-10 12:47:00,13.99,-13.99,0.6918438418264857,[[ 0.]]
2014-04-10 12:52:00,13.714,-13.714,0.5901825688786206,[[ 0.]]
2014-04-10 12:57:00,13.962,-13.962,0.5531196599725783,[[ 0.]]
2014-04-10 13:02:00,13.334,-13.334,0.5963532459401304,[[ 0.]]
2014-04-10 13:07:00,14.0,-14.0,0.504990956932492,[[ 0.]]
2014-04-10 13:12:00,13.024,-13.024,0.6825375595094298,[[ 0.]]
2014-04-10 13:17:00,14.306,-14.306,0.6447840106615153,[[ 0.]]
2014-04-10 13:22:00,13.34,-13.34,0.7273572771803051,[[ 0.]]
2014-04-10 13:27:00,13.974,-13.974,0.7722076641551924,[[ 0.]]
