timestamp,value,is_anomaly,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2013-10-09 16:25:00,0.150450037425,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 16:30:00,0.822593658422,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 16:35:00,1.0,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 16:40:00,0.909055970319,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 16:45:00,0.660093207242,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 16:50:00,0.441121807851,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 16:55:00,0.341952697346,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 17:00:00,0.274176994631,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 17:05:00,0.243433006393,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 17:10:00,0.264638864175,0,0.0,0,0.0,0.0,0.0,0.0
2013-10-09 17:15:00,0.241864918099,0,-0.241864918099,[0.058498639613389969],0.0,0.0,0.0,0.0
2013-10-09 17:20:00,0.212234103374,0,-0.212234103374,[0.04504331573843956],0.0,0.0,0.0,0.0
2013-10-09 17:25:00,0.176347777335,0,-0.176347777335,[0.031098539009690285],0.0,0.0,0.0,0.0
2013-10-09 17:30:00,0.186637468612,0,-0.186637468612,[0.034833543002605438],0.0,0.0,0.0,0.0
2013-10-09 17:35:00,0.136062144704,0,-0.136062144704,[0.0185129065066576],0.0,0.0,0.0,0.0
2013-10-09 17:40:00,0.122071185169,0,-0.122071185169,[0.014901374466717243],0.0,0.0,0.0,0.0
2013-10-09 17:45:00,0.123814746334,0,-0.123814746334,[0.015330091118812561],0.0,0.0,0.0,0.0
2013-10-09 17:50:00,0.107004839286,0,-0.107004839286,[0.011450034566223621],0.0,0.0,0.0,0.0
2013-10-09 17:55:00,0.119536326395,0,-0.119536326395,[0.014288933016359806],0.0,0.0,0.0,0.0
2013-10-09 18:00:00,0.109584993918,0,-0.109584993918,[0.012008870951831341],0.0,0.0,0.0,0.0
2013-10-09 18:05:00,0.101505242516,0,-0.101505242516,[0.010303313843905926],0.0,0.0,0.0,0.0
2013-10-09 18:10:00,0.106064625866,0,-0.106064625866,[0.011249704286456108],0.0,0.0,0.0,0.0
2013-10-09 18:15:00,0.119387957269,0,-0.119387957269,[0.014253484085202217],0.0,0.0,0.0,0.0
2013-10-09 18:20:00,0.11940186811,0,-0.11940186811,[0.014256805181503296],0.0,0.0,0.0,0.0
2013-10-09 18:25:00,0.129118978786,0,-0.129118978786,[0.016671711578965187],0.0,0.0,0.0,0.0
2013-10-09 18:30:00,0.166004191431,0,-0.166004191431,[0.027557393535971642],0.0,0.0,0.0,0.0
2013-10-09 18:35:00,0.18664087387,0,-0.18664087387,[0.034834817051887512],0.0,0.0,0.0,0.0
2013-10-09 18:40:00,0.206301218832,0,-0.206301218832,[0.042560189962387085],0.0,0.0,0.0,0.0
2013-10-09 18:45:00,0.21204173924,0,-0.21204173924,[0.044961698353290558],0.0,0.0,0.0,0.0
2013-10-09 18:50:00,0.22244785806,0,-0.22244785806,[0.049483049660921097],0.0,0.0,0.0,0.0
2013-10-09 18:55:00,0.195777938066,0,-0.195777938066,[0.038329001516103745],0.0,0.0,0.0,0.0
2013-10-09 19:00:00,0.215746857349,0,-0.215746857349,[0.046546708792448044],0.0,0.0,0.0,0.0
2013-10-09 19:05:00,0.219915745886,0,-0.219915745886,[0.048362936824560165],0.0,0.0,0.0,0.0
