timestamp,value,error_prediction,anomaly_score,prediction
2014-05-14 01:14:00,85.835,0.0,0.5,0
2014-05-14 01:19:00,88.167,0.0,0.5,0
2014-05-14 01:24:00,44.595,0.0,0.5,0
2014-05-14 01:29:00,56.282,0.0,0.5,0
2014-05-14 01:34:00,36.534,0.0,0.5,0
2014-05-14 01:39:00,36.894,0.0,0.5,0
2014-05-14 01:44:00,36.807,0.0,0.5,0
2014-05-14 01:49:00,36.76300000000001,0.0,0.5,0
2014-05-14 01:54:00,36.167,0.0,0.5,0
2014-05-14 01:59:00,38.992,0.0,0.5,0
2014-05-14 02:04:00,49.724,0.0,0.5,0
2014-05-14 02:09:00,39.939,-39.939,0.5,[[ 0.]]
2014-05-14 02:14:00,37.058,-37.058,0.5,[[ 0.]]
2014-05-14 02:19:00,36.119,-36.119,0.5,[[ 0.]]
2014-05-14 02:24:00,36.339,-36.339,0.5,[[ 0.]]
2014-05-14 02:29:00,37.39,-37.39,0.5,[[ 0.]]
2014-05-14 02:34:00,36.156,-36.156,0.5,[[ 0.]]
2014-05-14 02:39:00,36.59,-36.59,0.5,[[ 0.]]
2014-05-14 02:44:00,36.624,-36.624,0.5,[[ 0.]]
2014-05-14 02:49:00,35.89,-35.89,0.5,[[ 0.]]
2014-05-14 02:54:00,36.398,-36.398,0.5,[[ 0.]]
2014-05-14 02:59:00,40.294,-40.294,0.5523971555229417,[[ 0.]]
2014-05-14 03:04:00,49.725,-49.725,0.5016449749900892,[[ 0.]]
2014-05-14 03:09:00,37.274,-37.274,0.4960067071986185,[[ 0.]]
2014-05-14 03:14:00,46.506,-46.506,0.48688293816372763,[[ 0.]]
2014-05-14 03:19:00,38.674,-38.674,0.48255520709935373,[[ 0.]]
2014-05-14 03:24:00,36.715,-36.715,0.47680761988221765,[[ 0.]]
2014-05-14 03:29:00,50.673,-50.673,0.4717425279698998,[[ 0.]]
2014-05-14 03:34:00,38.114,-38.114,0.46608311638931077,[[ 0.]]
2014-05-14 03:39:00,36.561,-36.561,0.46072968295869443,[[ 0.]]
2014-05-14 03:44:00,40.321,-40.321,0.451975203707109,[[ 0.]]
2014-05-14 03:49:00,37.425,-37.425,0.4543433359770097,[[ 0.]]
2014-05-14 03:54:00,34.767,-34.767,0.48235192319153875,[[ 0.]]
2014-05-14 03:59:00,37.408,-37.408,0.47989349718993946,[[ 0.]]
2014-05-14 04:04:00,71.10600000000002,-71.10600000000002,0.48633160582726553,[[ 0.]]
2014-05-14 04:09:00,33.43,-33.43,0.487943321256066,[[ 0.]]
2014-05-14 04:14:00,33.501999999999995,-33.501999999999995,0.48831660577091884,[[ 0.]]
2014-05-14 04:19:00,31.879,-31.879,0.49940469677147237,[[ 0.]]
2014-05-14 04:24:00,31.615,-31.615,0.5020019853111797,[[ 0.]]
2014-05-14 04:29:00,33.388000000000005,-33.388000000000005,0.5028873085884364,[[ 0.]]
2014-05-14 04:34:00,32.013000000000005,-32.013000000000005,0.5071855638283966,[[ 0.]]
2014-05-14 04:39:00,32.003,-32.003,0.509587045096499,[[ 0.]]
2014-05-14 04:44:00,32.01,-32.01,0.5102098705264284,[[ 0.]]
2014-05-14 04:49:00,31.171,-31.171,0.5132169068638346,[[ 0.]]
2014-05-14 04:54:00,30.835,-30.835,0.5409481442308053,[[ 0.]]
2014-05-14 04:59:00,34.006,-34.006,0.5405998058525504,[[ 0.]]
2014-05-14 05:04:00,45.12600000000001,-45.12600000000001,0.5335225974385693,[[ 0.]]
2014-05-14 05:09:00,32.162,-32.162,0.5325099019318877,[[ 0.]]
2014-05-14 05:14:00,32.514,-32.514,0.5312066170901638,[[ 0.]]
2014-05-14 05:19:00,31.007,-31.007,0.5318774417670865,[[ 0.]]
2014-05-14 05:24:00,31.099,-31.099,0.5315550735126895,[[ 0.]]
2014-05-14 05:29:00,32.67,-32.67,0.5306220060230664,[[ 0.]]
2014-05-14 05:34:00,30.672,-30.672,0.5305944483187376,[[ 0.]]
2014-05-14 05:39:00,31.33,-31.33,0.5296921013469327,[[ 0.]]
