timestamp,value,is_anomaly,error_prediction,convergence_loss,sigmoid_error_prediction,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-07-06 20:10:00,0.0721046343155,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 20:15:00,0.0718373686709,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 20:20:00,0.0713731515107,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 20:25:00,0.0733976994388,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 20:35:00,0.0629055614622,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 20:40:00,0.075698006751,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 20:45:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 20:55:00,0.0729463927179,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 21:00:00,0.0705895878489,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 21:05:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 21:10:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-06 21:15:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:15:00,0.0736661237269,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:20:00,0.0762864590957,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:25:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:35:00,0.0701523814951,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:40:00,0.0743873318109,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:45:00,0.0860823115549,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:50:00,0.0839276882981,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 16:55:00,0.0804419691494,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:00:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:05:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:25:00,0.0683151315824,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:30:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:35:00,0.0552304455692,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:45:00,0.0796296461016,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:50:00,0.07249895857,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 17:55:00,0.0884081704754,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:00:00,0.089040538425,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:05:00,0.0721351143486,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:10:00,0.0860161370345,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:15:00,0.0804293648513,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:20:00,0.073843189479,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:25:00,0.0722819782761,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:30:00,0.0721876041386,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:35:00,0.0753935047405,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:40:00,0.0780580819666,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:45:00,0.0736248438405,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:50:00,0.0728755098815,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 18:55:00,0.0659017833471,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2014-07-07 19:00:00,0.0,0,0.0360532999039,0.00129984039813,0.509012348779,0.5,0.0360532999039,0.0,0.0,0.0
2014-07-07 19:30:00,0.0,0,7.93635845184e-05,6.29857854761e-09,0.500019840896,0.5,-7.93635845184e-05,0.0,0.0,0.0
2014-07-07 20:10:00,0.0,0,0.04977029562,0.00247708242387,0.512440006101,0.5,-0.04977029562,0.0,0.0,0.0
2014-07-07 20:15:00,0.084217830727,0,0.102730377743,0.0105535304174,0.52566003141,0.5,-0.0185125470161,0.0,0.0,0.0
2014-07-07 20:20:00,0.0763539207495,0,0.0480599833048,0.00230976217426,0.512012683712,0.5,0.0282939374447,0.0,0.0,0.0
2014-07-07 20:25:00,0.0860947884805,0,0.0287242748029,0.000825083989184,0.507180574993,0.5,0.0573705136776,0.0,0.0,0.0
2014-07-07 20:30:00,0.0950857122048,0,0.020520267953,0.000421081465902,0.505129886981,0.5,0.115605980158,0.0,0.0,0.0
2014-07-07 20:35:00,0.0833699048107,0,0.00708792204213,5.02386610606e-05,0.501771973092,0.5,0.0904578268528,0.0,0.0,0.0
2014-07-07 20:40:00,0.0824388459449,0,0.0633434161419,0.00401238817722,0.515830561193,0.5,0.145782262087,0.0,0.0,0.0
2014-07-07 20:45:00,0.0751047779348,0,0.0483058940146,0.00233345921151,0.512074125721,0.5,0.123410671949,0.0,0.0,0.0
2014-07-07 20:50:00,0.0923457650524,0,0.00442511755408,1.95816501218e-05,0.501106277583,0.5,0.0967708826065,0.0,0.0,0.0
2014-07-07 20:55:00,0.0797415484927,0,0.0155387709596,0.00024145351199,0.503884614577,0.5,0.0952803194523,0.0,0.0,0.0
2014-07-07 21:00:00,0.083123609831,0,0.053874805977,0.00290249474347,0.513465444703,0.5,0.029248803854,0.0,0.0,0.0
2014-07-07 21:05:00,0.133751848619,0,0.0708118769333,0.00501432269812,0.517695575575,0.5,0.0629399716854,0.0,0.0,0.0
2014-07-07 21:10:00,0.0752106625305,0,0.0325721781982,0.00106094696093,0.508142324681,0.5,0.107782840729,0.0,0.0,0.0
