timestamp,value,error_prediction,anomaly_score
2014-04-01 01:00:00,74,0.0,0.5
2014-04-01 02:00:00,10585,0.0,0.5
2014-04-01 03:00:00,7028,0.0,0.5
2014-04-01 04:00:00,2166,0.0,0.5
2014-04-01 05:00:00,2423,0.0,0.5
2014-04-01 06:00:00,2382,0.0,0.5
2014-04-01 07:00:00,2304,0.0,0.5
2014-04-01 08:00:00,2948,0.0,0.5
2014-04-01 09:00:00,2532,0.0,0.5
2014-04-01 10:00:00,2619,0.0,0.5
2014-04-01 11:00:00,2443,73.91594757139683,0.5
2014-04-01 12:00:00,2666,10585.0,0.5
2014-04-01 13:00:00,2504,7028.0,0.5
2014-04-01 14:00:00,2302,2166.0,0.5
2014-04-01 15:00:00,2685,2423.0,0.5
2014-04-01 16:00:00,2455,2382.0,0.5
2014-04-01 17:00:00,1929,2304.0,0.5
2014-04-01 18:00:00,2871,2948.0,0.5
2014-04-01 19:00:00,8449,2532.0,0.5
2014-04-01 20:00:00,945,2619.0,0.5
2014-04-01 21:00:00,4054,2443.0,0.5000176256316919
2014-04-01 22:00:00,990,2666.0,0.49997728813782183
2014-04-01 23:00:00,975,2504.0,0.49995172145568545
2014-04-02 00:00:00,1181,2302.0,0.4999540426260205
2014-04-02 01:00:00,1352,2685.0,0.499955212048941
2014-04-02 02:00:00,1692,2455.0,0.499956398042544
2014-04-02 03:00:00,1911,1929.0,0.4999569845873376
2014-04-02 04:00:00,2115,2870.9159090816975,0.4999547090156815
2014-04-02 05:00:00,2538,8449.0,0.49998398295708446
2014-04-02 06:00:00,6872,945.0,0.4999807231258948
2014-04-02 07:00:00,2337,4054.0,0.49998826435575316
2014-04-02 08:00:00,2314,990.0,0.4999836770773156
2014-04-02 09:00:00,2071,975.0,0.4999794309452228
2014-04-02 10:00:00,1936,1181.0,0.4999766516361349
2014-04-02 11:00:00,2426,1352.0,0.49997114247593555
2014-04-02 12:00:00,2325,1692.0,0.4999680962173533
2014-04-02 13:00:00,2537,1911.0,0.4999696924281498
2014-04-02 14:00:00,2455,2115.0,0.4999646685365101
