timestamp,value,error_prediction,anomaly_score
2014-11-23 08:00:00,479.531048990922,0.0,0.5
2014-11-23 09:00:00,-15.5039717830252,0.0,0.5
2014-11-23 10:00:00,693.139589918114,0.0,0.5
2014-11-23 11:00:00,765.51558865323,0.0,0.5
2014-11-23 12:00:00,540.0463676151049,0.0,0.5
2014-11-23 13:00:00,-93.5189224380932,0.0,0.5
2014-11-23 14:00:00,223.422824349676,0.0,0.5
2014-11-23 15:00:00,546.946745744891,0.0,0.5
2014-11-23 16:00:00,740.487365541762,0.0,0.5
2014-11-23 17:00:00,1718.79563233196,0.0,0.5
2014-11-23 18:00:00,1191.4472790818304,479.531048990922,0.5
2014-11-23 19:00:00,690.397675728907,15.5039717830252,0.5
2014-11-23 20:00:00,636.674981318612,388.7884241466296,0.5
2014-11-23 21:00:00,1027.41011660404,107.82277859463625,0.5
2014-11-23 22:00:00,1092.6362697815302,58.55543902552006,0.5
2014-11-23 23:00:00,1116.11293704998,866.641908277937,0.5
2014-11-24 00:00:00,1423.5971833042902,631.2254300448552,0.5
2014-11-24 01:00:00,1056.27952575273,38.63205064182773,0.5
2014-11-24 02:00:00,1601.7371511437,26.91882342308179,0.5
2014-11-24 03:00:00,1029.49506762851,780.0794458085225,0.5
2014-11-24 04:00:00,1449.4144638209,147.3929577927679,0.4999333938363181
2014-11-24 05:00:00,1711.9827220828602,183.7613208531243,0.5000570221451506
2014-11-24 06:00:00,1656.0416547739999,284.7614810837317,0.5000203574832582
2014-11-24 07:00:00,1934.70264836216,53.71187441654001,0.5000846707957223
2014-11-24 08:00:00,1640.03868960629,53.113564703405245,0.5001647660439006
2014-11-24 09:00:00,1867.99372021702,20.67636959064498,0.49981030727942
2014-11-24 10:00:00,2098.92640915017,224.40199287460268,0.4995855254691788
2014-11-24 11:00:00,1449.71968591113,242.71327209883248,0.4996847542835351
2014-11-24 12:00:00,1234.44518547227,23.844635965675025,0.49975083839440615
2014-11-24 13:00:00,1728.36676959571,604.287403074615,0.49955860953187037
2014-11-24 14:00:00,1618.6550200390302,218.86837309316252,0.49959178473295196
2014-11-24 15:00:00,1494.8891141781305,29.078547278172664,0.49955717814452094
2014-11-24 16:00:00,1520.9428577858496,7.1218549693123805,0.4994496722853812
2014-11-24 17:00:00,1421.44038657944,290.48646183872256,0.49956255594700927
2014-11-24 18:00:00,1908.11334912713,152.60057925472756,0.4996347413707476
2014-11-24 19:00:00,2037.46803343968,339.9896918967074,0.4998118112888975
2014-11-24 20:00:00,1945.4861010197199,594.163957978295,0.49997439753348993
2014-11-24 21:00:00,1381.15280239526,155.6971029033175,0.49993880196425444
2014-11-24 22:00:00,1959.0130262199305,302.77429694960506,0.5001179388617093
2014-11-24 23:00:00,1351.24229706256,205.3472383457099,0.4998469276069665
2014-11-25 00:00:00,2058.7155819967898,175.6547944140948,0.49982836028387767
2014-11-25 01:00:00,1562.81191646283,168.783859454682,0.4999485748473822
2014-11-25 02:00:00,1131.8454365975501,264.2415904563379,0.5001441136621811
2014-11-25 03:00:00,933.240146946062,144.87443275649753,0.500054753897899
