,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score
0,2014-04-02 14:25:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
1,2014-04-02 14:30:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
2,2014-04-02 14:35:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
3,2014-04-02 14:40:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
4,2014-04-02 14:45:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
5,2014-04-02 14:50:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
6,2014-04-02 14:55:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
7,2014-04-02 15:00:00,0.02309031394826636,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
8,2014-04-02 15:05:00,0.0566589580121394,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
9,2014-04-02 15:10:00,0.4990937122380099,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
10,2014-04-02 15:15:00,0.042171548814533937,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
11,2014-04-02 15:20:00,0.001804403887199004,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
12,2014-04-02 15:25:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
13,2014-04-02 15:30:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
14,2014-04-02 15:35:00,0.0,0,"[-0.009085781872272491, -0.007733267266303301, 0.010107642039656639, 0.0176710058003664, 0.00935224536806345]",0.0037344242446124554,0.5,0.0037344242446124554
