timestamp,value,is_anomaly,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-01-16 00:00:00,0.735536320576,0,0.0,0.0,0.0,0.0
2014-01-16 00:05:00,0.733096756234,0,0.0,0.0,0.0,0.0
2014-01-16 00:10:00,0.733068261772,0,0.0,0.0,0.0,0.0
2014-01-16 00:15:00,0.730626505549,0,0.0,0.0,0.0,0.0
2014-01-16 00:20:00,0.733068261772,0,0.0,0.0,0.0,0.0
2014-01-16 00:25:00,0.733068261772,0,0.0,0.0,0.0,0.0
2014-01-16 00:30:00,0.733096756234,0,0.0,0.0,0.0,0.0
2014-01-16 00:35:00,0.733024424138,0,0.0,0.0,0.0,0.0
2014-01-16 00:40:00,0.730626505549,0,0.0,0.0,0.0,0.0
2014-01-16 00:45:00,0.735463988479,0,0.0,0.0,0.0,0.0
2014-01-16 00:50:00,0.730626505549,0,0.596162436971,0.0,0.0,0.0
2014-01-16 00:55:00,0.733024424138,0,0.593768157258,0.0,0.0,0.0
2014-01-16 01:00:00,0.733024424138,0,0.593791578442,0.0,0.0,0.0
2014-01-16 01:05:00,0.735536320576,0,0.591137316758,0.0,0.0,0.0
2014-01-16 01:10:00,0.730626505549,0,0.593481917411,0.0,0.0,0.0
2014-01-16 01:15:00,0.733068261772,0,0.593701888352,0.0,0.0,0.0
2014-01-16 01:20:00,0.733096756234,0,0.593741379871,0.0,0.0,0.0
2014-01-16 01:25:00,0.730626505549,0,0.593486866178,0.0,0.0,0.0
2014-01-16 01:30:00,0.735492482942,0,0.591111180122,0.0,0.0,0.0
2014-01-16 01:35:00,0.730626505549,0,0.596313875612,0.0,0.0,0.0
2014-01-16 01:40:00,0.737890401531,0,0.591108021076,0.0,0.0,0.0
2014-01-16 01:45:00,0.730626505549,0,0.593407219472,0.0,0.0,0.0
2014-01-16 01:50:00,0.730626505549,0,0.593554666462,0.0,0.0,0.0
2014-01-16 01:55:00,0.73556700692,0,0.596245779165,0.0,0.0,0.0
2014-01-16 02:00:00,0.73556700692,0,0.591039773757,0.0,0.0,0.0
2014-01-16 02:05:00,0.730626505549,0,0.593440998822,0.0,0.0,0.0
2014-01-16 02:10:00,0.733068261772,0,0.59375906755,0.0,0.0,0.0
2014-01-16 02:15:00,0.733024424138,0,0.591122534807,0.0,0.0,0.0
2014-01-16 02:20:00,0.730626505549,0,0.595841437738,0.0,0.0,0.0
2014-01-16 02:25:00,0.735463988479,0,0.591035437519,0.0,0.0,0.0
2014-01-16 02:30:00,0.730626505549,0,0.598955357123,0.0,0.0,0.0
2014-01-16 02:35:00,0.733068261772,0,0.591094654734,0.0,0.0,0.0
2014-01-16 02:40:00,0.733068261772,0,0.590984415943,0.0,0.0,0.0
2014-01-16 02:45:00,0.733096756234,0,0.596304360483,0.0,0.0,0.0
2014-01-16 02:50:00,0.733024424138,0,0.59624106035,0.0,0.0,0.0
2014-01-16 02:55:00,0.730626505549,0,0.591160622175,0.0,0.0,0.0
2014-01-16 03:00:00,0.73556700692,0,0.593765277892,0.0,0.0,0.0
2014-01-16 03:05:00,0.772024575378,0,0.593525832715,0.0,0.0,0.0
2014-01-16 03:10:00,0.730626505549,0,0.589786735112,0.0,0.0,0.0
2014-01-16 03:15:00,0.730626505549,0,0.594882872399,0.0,0.0,0.0
2014-01-16 03:20:00,0.735492482942,0,0.590187665756,0.0,0.0,0.0
2014-01-16 03:25:00,0.730626505549,0,0.591989059478,0.0,0.0,0.0
2014-01-16 03:30:00,0.772653645428,0,0.591839615732,0.0,0.0,0.0
2014-01-16 03:35:00,0.730626505549,0,0.592932217016,0.0,0.0,0.0
2014-01-16 03:40:00,0.733068261772,0,0.592575660171,0.0,0.0,0.0
2014-01-16 03:45:00,0.733068261772,0,0.588570100004,0.0,0.0,0.0
2014-01-16 03:50:00,0.733068261772,0,0.593731987927,0.0,0.0,0.0
2014-01-16 03:55:00,0.733068261772,0,0.632601905371,0.0,0.0,0.0
2014-01-16 04:00:00,0.735463988479,0,0.591366511519,0.0,0.0,0.0
2014-01-16 04:05:00,0.730626505549,0,0.591280233795,0.0,0.0,0.0
2014-01-16 04:10:00,0.733024424138,0,0.594778642219,0.0,0.0,0.0
2014-01-16 04:15:00,0.733068261772,0,0.589966532523,0.0,0.0,0.0
2014-01-16 04:20:00,0.735536320576,0,0.634978479298,0.0,0.0,0.0
2014-01-16 04:25:00,0.730626505549,0,0.590946209366,0.0,0.0,0.0
2014-01-16 04:30:00,0.733024424138,0,0.593719382316,0.0,0.0,0.0
2014-01-16 04:35:00,0.733068261772,0,0.593623999983,0.0,0.0,0.0
2014-01-16 04:40:00,0.733024424138,0,0.593459684878,0.0,0.0,0.0
2014-01-16 04:45:00,0.733096756234,0,0.593586717277,0.0,0.0,0.0
2014-01-16 04:50:00,0.730626505549,0,0.596307483014,0.0,0.0,0.0
2014-01-16 04:55:00,0.733024424138,0,0.591131475503,0.0,0.0,0.0
2014-01-16 05:00:00,0.733024424138,0,0.593532076301,0.0,0.0,0.0
2014-01-16 05:05:00,0.735536320576,0,0.593675304681,0.0,0.0,0.0
2014-01-16 05:10:00,0.730626505549,0,0.596265389094,0.0,0.0,0.0
2014-01-16 05:15:00,0.733096756234,0,0.591157627041,0.0,0.0,0.0
2014-01-16 05:20:00,0.733096756234,0,0.593560448112,0.0,0.0,0.0
2014-01-16 05:25:00,0.733068261772,0,0.593542967468,0.0,0.0,0.0
2014-01-16 05:30:00,0.733096756234,0,0.593607431474,0.0,0.0,0.0
2014-01-16 05:35:00,0.730626505549,0,0.593829848065,0.0,0.0,0.0
2014-01-16 05:40:00,0.735463988479,0,0.591127183969,0.0,0.0,0.0
2014-01-16 05:45:00,0.730626505549,0,0.593452533903,0.0,0.0,0.0
2014-01-16 05:50:00,0.735492482942,0,0.593617430153,0.0,0.0,0.0
2014-01-16 05:55:00,0.730626505549,0,0.596285416254,0.0,0.0,0.0
2014-01-16 06:00:00,0.735463988479,0,0.591123965318,0.0,0.0,0.0
2014-01-16 06:05:00,0.730626505549,0,0.59353462626,0.0,0.0,0.0
2014-01-16 06:10:00,0.735492482942,0,0.59369901587,0.0,0.0,0.0
2014-01-16 06:15:00,0.730626505549,0,0.59360805574,0.0,0.0,0.0
2014-01-16 06:20:00,0.730626505549,0,0.59368925561,0.0,0.0,0.0
2014-01-16 06:25:00,0.735492482942,0,0.591143783862,0.0,0.0,0.0
2014-01-16 06:30:00,0.730626505549,0,0.5961776939,0.0,0.0,0.0
2014-01-16 06:35:00,0.733068261772,0,0.591097083623,0.0,0.0,0.0
2014-01-16 06:40:00,0.733024424138,0,0.596348688167,0.0,0.0,0.0
2014-01-16 06:45:00,0.733068261772,0,0.591153439815,0.0,0.0,0.0
2014-01-16 06:50:00,0.733096756234,0,0.596030232009,0.0,0.0,0.0
2014-01-16 06:55:00,0.730626505549,0,0.591172274883,0.0,0.0,0.0
2014-01-16 07:00:00,0.735507826114,0,0.596369028252,0.0,0.0,0.0
2014-01-16 07:05:00,0.733096756234,0,0.591023948724,0.0,0.0,0.0
2014-01-16 07:10:00,0.733068261772,0,0.59103326195,0.0,0.0,0.0
2014-01-16 07:15:00,0.730626505549,0,0.596227958959,0.0,0.0,0.0
2014-01-16 07:20:00,0.733096756234,0,0.591146406467,0.0,0.0,0.0
2014-01-16 07:25:00,0.733024424138,0,0.593547810346,0.0,0.0,0.0
2014-01-16 07:30:00,0.733068261772,0,0.593607058945,0.0,0.0,0.0
2014-01-16 07:35:00,0.733096756234,0,0.593796555429,0.0,0.0,0.0
2014-01-16 07:40:00,0.733096756234,0,0.593730338111,0.0,0.0,0.0
2014-01-16 07:45:00,0.730626505549,0,0.59095421129,0.0,0.0,0.0
2014-01-16 07:50:00,0.735463988479,0,0.596200580501,0.0,0.0,0.0
2014-01-16 07:55:00,0.730626505549,0,0.593719043031,0.0,0.0,0.0
2014-01-16 08:00:00,0.735492482942,0,0.593721542984,0.0,0.0,0.0
2014-01-16 08:05:00,0.733068261772,0,0.591086444194,0.0,0.0,0.0
2014-01-16 08:10:00,0.735536320576,0,0.593628786697,0.0,0.0,0.0
