timestamp,value,is_anomaly,convergenceLoss,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,predicted_anomaly
2014-04-01 00:00:00,1.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:05:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:10:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:15:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:20:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:25:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:30:00,1.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:35:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:40:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:45:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:50:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 00:55:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:00:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:05:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:10:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:15:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:20:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:25:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:30:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:35:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:40:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:45:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:50:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 01:55:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:00:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:05:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:10:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:15:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:20:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:25:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:30:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:35:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:40:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:45:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:50:00,0.0,0,0.000651841168292,0.5,[0],0.0,0.0,0.0,0
2014-04-01 02:55:00,0.0,0,0.00358238304034,0.5,[[ 0.01910285 -0.00310953  0.00892841  0.08543771  0.10078694]],0.0,0.0,0.0,0
2014-04-01 03:00:00,0.0,0,0.0031832002569,0.5,[[ 0.02868161  0.03502382  0.03444602  0.07742792  0.08176239]],0.0,0.0,0.0,0
2014-04-01 03:05:00,0.0,0,0.00198304001242,0.5,[[ 0.01206329 -0.04653141 -0.07901447 -0.01344495 -0.03435771]],0.0,0.0,0.0,0
