Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
0,2015-07-28 11:56:00,0.0406767458603,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
1,2015-07-28 12:06:00,0.0280777537797,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
2,2015-07-28 12:25:00,0.0239380849532,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
3,2015-07-28 13:56:00,0.017818574514,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
4,2015-07-28 14:06:00,0.0145788336933,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
5,2015-07-28 14:16:00,0.0133189344852,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
6,2015-07-28 17:23:00,0.0266378689705,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
7,2015-07-28 22:03:00,0.0262778977682,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
8,2015-07-28 22:13:00,0.0278977681785,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
9,2015-07-28 22:22:00,0.0340172786177,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
10,2015-07-28 22:33:00,0.0424766018719,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
11,2015-07-28 22:43:00,0.0304175665947,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
12,2015-07-29 06:49:00,0.790856731461,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
13,2015-07-29 07:23:00,0.032037437005,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
14,2015-07-29 07:53:00,0.0338372930166,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
15,2015-07-29 08:13:00,0.0314974802016,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
16,2015-07-29 08:23:00,0.0388768898488,0,0.00417665019631,0.0341540835798,1.0,1.0,0.0,0.0,0.0
