timestamp,value,is_anomaly,error_prediction,convergence_loss,sigmoid_error_prediction,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,predicted_anomaly
2015-02-26 21:42:53,0.0421303656598,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 21:47:53,0.0508744038156,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 21:52:53,0.0389507154213,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 21:57:53,0.0381558028617,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:02:53,0.0174880763116,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:07:53,0.0182829888712,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:12:53,0.0135135135135,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:17:53,0.0278219395866,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:22:53,0.0182829888712,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:27:53,0.0310015898251,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:32:53,0.0206677265501,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:37:53,0.0262321144674,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:42:53,0.0405405405405,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:47:53,0.0325914149444,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:52:53,0.027027027027,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 22:57:53,0.0302066772655,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 23:02:53,0.0357710651828,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 23:07:53,0.033386327504,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
2015-02-26 23:12:53,0.0310015898251,0,0.0430302906941,0.00185160606634,0.510755913082,0.5,0.0499744787812,0.0,0.0,0.0,0
