timestamp,value,is_anomaly,convergenceLoss,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-07-01 00:00:00,0.276506162444,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 00:30:00,0.207175482916,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 01:00:00,0.158258695042,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 01:30:00,0.118604710505,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 02:00:00,0.0972721937278,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 02:30:00,0.0731072494833,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 03:00:00,0.0602464977417,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 03:30:00,0.0524637015489,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 04:00:00,0.0564699277859,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 04:30:00,0.0548623338182,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 05:00:00,0.0639720329684,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 05:30:00,0.111153640052,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 06:00:00,0.166322182245,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 06:30:00,0.281482048534,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 07:00:00,0.353389981883,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 07:30:00,0.404628849932,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 08:00:00,0.457067034117,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 08:30:00,0.518972160555,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 09:00:00,0.49837964735,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 09:30:00,0.512873510424,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 10:00:00,0.484217510016,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 10:30:00,0.451963561203,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 11:00:00,0.439944882493,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 11:30:00,0.470922963076,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 12:00:00,0.482278190309,0,0.00706350943074,0.00706350943074,[0],0.0,0.0,0.0
2014-07-01 12:30:00,0.481716808288,0,0.163464590907,0.163464590907,[[ 0.86693943  0.87717253  0.86402243  0.85496712  0.88565463]],0.0,0.0,0.0
2014-07-01 13:00:00,0.463650514175,0,0.157109245658,0.157109245658,[[ 0.85663342  0.86904633  0.85348189  0.83936191  0.88643944]],0.0,0.0,0.0
2014-07-01 13:30:00,0.496338258185,0,0.14086984098,0.14086984098,[[ 0.83554524  0.8494665   0.83366746  0.8169502   0.87437975]],0.0,0.0,0.0
2014-07-01 14:00:00,0.498558268902,0,0.114650845528,0.114650845528,[[ 0.80821609  0.82365239  0.80855894  0.78950357  0.85681748]],0.0,0.0,0.0
