timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction
2015-02-26 21:42:53,11,0.0,0.5,0,0.0
2015-02-26 21:47:53,10,0.0,0.5,0,0.0
2015-02-26 21:52:53,3,0.0,0.5,0,0.0
2015-02-26 21:57:53,4,0.0,0.5,0,0.0
2015-02-26 22:02:53,9,0.0,0.5,0,0.0
2015-02-26 22:07:53,2,0.0,0.5,0,0.0
2015-02-26 22:12:53,4,0.0,0.5,0,0.0
2015-02-26 22:17:53,7,0.0,0.5,0,0.0
2015-02-26 22:22:53,5,0.0,0.5,0,0.0
2015-02-26 22:27:53,10,0.0,0.5,0,0.0
2015-02-26 22:32:53,4,-4.0,0.5,[16.0],0.0
2015-02-26 22:37:53,6,-6.0,0.5,[36.0],0.0
2015-02-26 22:42:53,6,-6.0,0.5,[36.0],0.0
2015-02-26 22:47:53,2,-2.0,0.5,[4.0],0.0
2015-02-26 22:52:53,2,-2.0,0.5,[4.0],0.0
2015-02-26 22:57:53,9,-9.0,0.5,[81.0],0.0
2015-02-26 23:02:53,10,-10.0,0.5,[100.0],0.0
2015-02-26 23:07:53,4,-4.0,0.5,[16.0],0.0
2015-02-26 23:12:53,5,-5.0,0.5,[25.0],0.0
2015-02-26 23:17:53,4,-4.0,0.5,[16.0],0.0
2015-02-26 23:22:53,4,-4.0,0.4926250166074473,[16.0],0.0
2015-02-26 23:27:53,6,-6.0,0.4975699097666809,[36.0],0.0
2015-02-26 23:32:53,5,-5.0,0.5042509438538173,[25.0],0.0
2015-02-26 23:37:53,2,-2.0,0.4872238618533675,[4.0],0.0
2015-02-26 23:42:53,1,-1.0,0.4776827936578766,[1.0],0.0
2015-02-26 23:47:53,5,-5.0,0.5062445437823975,[25.0],0.0
2015-02-26 23:52:53,5,-5.0,0.545795666201881,[25.0],0.0
2015-02-26 23:57:53,9,-9.0,0.5231153410053592,[81.0],0.0
2015-02-27 00:02:53,3,-3.0,0.5302904509002566,[9.0],0.0
2015-02-27 00:07:53,5,-5.0,0.5252440613504566,[25.0],0.0
2015-02-27 00:12:53,1,-1.0,0.5313284344708669,[1.0],0.0
2015-02-27 00:17:53,3,-3.0,0.5475151975227821,[9.0],0.0
2015-02-27 00:22:53,2,-2.0,0.5600280418971518,[4.0],0.0
2015-02-27 00:27:53,1,-1.0,0.554727523086465,[1.0],0.0
2015-02-27 00:32:53,0,0.0,0.54629559558695,[0.0],0.0
2015-02-27 00:37:53,3,-3.0,0.5574652009586905,[9.0],0.0
2015-02-27 00:42:53,2,-2.0,0.5720895923473566,[4.0],0.0
