timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-02-26 21:42:53,2,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 21:47:53,2,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 21:52:53,4,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 21:57:53,3,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:02:53,5,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:07:53,1,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:12:53,1,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:17:53,2,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:22:53,8,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:27:53,4,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:32:53,2,-2.0,0.5,[4.0],0.0,0.0,0.0,0.0
2015-02-26 22:37:53,3,-3.0,0.5,[9.0],0.0,0.0,0.0,0.0
2015-02-26 22:42:53,1,-1.0,0.5,[1.0],0.0,0.0,0.0,0.0
2015-02-26 22:47:53,5,-5.0,0.5,[25.0],0.0,0.0,0.0,0.0
2015-02-26 22:52:53,4,-4.0,0.5,[16.0],0.0,0.0,0.0,0.0
2015-02-26 22:57:53,6,-6.0,0.5,[36.0],0.0,0.0,0.0,0.0
2015-02-26 23:02:53,1,-1.0,0.5,[1.0],0.0,0.0,0.0,0.0
2015-02-26 23:07:53,3,-3.0,0.5,[9.0],0.0,0.0,0.0,0.0
2015-02-26 23:12:53,9,-9.0,0.5,[81.0],0.0,0.0,0.0,0.0
2015-02-26 23:17:53,4,-4.0,0.5,[16.0],0.0,0.0,0.0,0.0
2015-02-26 23:22:53,2,-2.0,0.487302695659,[4.0],0.0,0.0,0.0,0.0
2015-02-26 23:27:53,4,-4.0,0.480295576368,[16.0],0.0,0.0,0.0,0.0
2015-02-26 23:32:53,1,-1.0,0.464085603441,[1.0],0.0,0.0,0.0,0.0
2015-02-26 23:37:53,4,-4.0,0.473632493008,[16.0],0.0,0.0,0.0,0.0
2015-02-26 23:42:53,6,-6.0,0.471255041476,[36.0],0.0,0.0,0.0,0.0
2015-02-26 23:47:53,4,-4.0,0.489659540042,[16.0],0.0,0.0,0.0,0.0
2015-02-26 23:52:53,5,-5.0,0.458529491883,[25.0],0.0,0.0,0.0,0.0
2015-02-26 23:57:53,6,-6.0,0.442291764,[36.0],0.0,0.0,0.0,0.0
2015-02-27 00:02:53,2,-2.0,0.498992035204,[4.0],0.0,0.0,0.0,0.0
2015-02-27 00:07:53,4,-4.0,0.5,[16.0],0.0,0.0,0.0,0.0
2015-02-27 00:12:53,2,-2.0,0.491273833556,[4.0],0.0,0.0,0.0,0.0
2015-02-27 00:17:53,1,-1.0,0.508932312253,[1.0],0.0,0.0,0.0,0.0
2015-02-27 00:22:53,2,-2.0,0.492172914341,[4.0],0.0,0.0,0.0,0.0
2015-02-27 00:27:53,2,-2.0,0.505944108486,[4.0],0.0,0.0,0.0,0.0
2015-02-27 00:32:53,6,-6.0,0.515927965686,[36.0],0.0,0.0,0.0,0.0
2015-02-27 00:37:53,6,-6.0,0.505274637091,[36.0],0.0,0.0,0.0,0.0
2015-02-27 00:42:53,3,-3.0,0.523256128925,[9.0],0.0,0.0,0.0,0.0
2015-02-27 00:47:53,4,-4.0,0.546375845984,[16.0],0.0,0.0,0.0,0.0
2015-02-27 00:52:53,3,-3.0,0.534686565953,[9.0],0.0,0.0,0.0,0.0
2015-02-27 00:57:53,4,-4.0,0.537241688379,[16.0],0.0,0.0,0.0,0.0
2015-02-27 01:02:53,5,-5.0,0.508801571051,[25.0],0.0,0.0,0.0,0.0
2015-02-27 01:07:53,2,-2.0,0.491413564625,[4.0],0.0,0.0,0.0,0.0
2015-02-27 01:12:53,8,-8.0,0.445267155197,[64.0],0.0,0.0,0.0,0.0
2015-02-27 01:17:53,4,-4.0,0.423818693678,[16.0],0.0,0.0,0.0,0.0
2015-02-27 01:22:53,5,-5.0,0.436608146367,[25.0],0.0,0.0,0.0,0.0
2015-02-27 01:27:53,6,-6.0,0.44341074679,[36.0],0.0,0.0,0.0,0.0
2015-02-27 01:32:53,4,-4.0,0.431568206543,[16.0],0.0,0.0,0.0,0.0
2015-02-27 01:37:53,6,-6.0,0.416723676158,[36.0],0.0,0.0,0.0,0.0
2015-02-27 01:42:53,9,-9.0,0.384549033288,[81.0],0.0,0.0,0.0,0.0
2015-02-27 01:47:53,7,-7.0,0.36754925168,[49.0],0.0,0.0,0.0,0.0
2015-02-27 01:52:53,5,-5.0,0.366802409114,[25.0],0.0,0.0,0.0,0.0
2015-02-27 01:57:53,6,-6.0,0.33511691632,[36.0],0.0,0.0,0.0,0.0
2015-02-27 02:02:53,6,-6.0,0.35532124478,[36.0],0.0,0.0,0.0,0.0
2015-02-27 02:07:53,5,-5.0,0.345184663726,[25.0],0.0,0.0,0.0,0.0
2015-02-27 02:12:53,2,-2.0,0.368232426527,[4.0],0.0,0.0,0.0,0.0
2015-02-27 02:17:53,1,-1.0,0.410543784658,[1.0],0.0,0.0,0.0,0.0
2015-02-27 02:22:53,2,-2.0,0.424684329175,[4.0],0.0,0.0,0.0,0.0
2015-02-27 02:27:53,2,-2.0,0.457458220101,[4.0],0.0,0.0,0.0,0.0
2015-02-27 02:32:53,3,-3.0,0.511370399928,[9.0],0.0,0.0,0.0,0.0
2015-02-27 02:37:53,4,-4.0,0.540406979617,[16.0],0.0,0.0,0.0,0.0
2015-02-27 02:42:53,4,-4.0,0.550937958343,[16.0],0.0,0.0,0.0,0.0
2015-02-27 02:47:53,2,-2.0,0.585927544101,[4.0],0.0,0.0,0.0,0.0
2015-02-27 02:52:53,5,-5.0,0.598706325683,[25.0],0.0,0.0,0.0,0.0
2015-02-27 02:57:53,3,-3.0,0.617742288446,[9.0],0.0,0.0,0.0,0.0
2015-02-27 03:02:53,3,-3.0,0.607749190248,[9.0],0.0,0.0,0.0,0.0
2015-02-27 03:07:53,1,-1.0,0.600376130018,[1.0],0.0,0.0,0.0,0.0
2015-02-27 03:12:53,3,-3.0,0.590302169805,[9.0],0.0,0.0,0.0,0.0
2015-02-27 03:17:53,4,-4.0,0.571760595524,[16.0],0.0,0.0,0.0,0.0
2015-02-27 03:22:53,2,-2.0,0.578771867644,[4.0],0.0,0.0,0.0,0.0
2015-02-27 03:27:53,3,-3.0,0.588632286069,[9.0],0.0,0.0,0.0,0.0
2015-02-27 03:32:53,2,-2.0,0.60612940857,[4.0],0.0,0.0,0.0,0.0
2015-02-27 03:37:53,0,0.0,0.615092982593,[0.0],0.0,0.0,0.0,0.0
2015-02-27 03:42:53,3,-3.0,0.634879302702,[9.0],0.0,0.0,0.0,0.0
2015-02-27 03:47:53,2,-2.0,0.64235105453,[4.0],0.0,0.0,0.0,0.0
