timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2015-02-26 21:42:53,53,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 21:47:53,64,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 21:52:53,49,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 21:57:53,48,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:02:53,22,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:07:53,23,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:12:53,17,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:17:53,35,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:22:53,23,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:27:53,39,0.0,0.5,0,0.0,0.0,0.0,0.0
2015-02-26 22:32:53,26,-26.0,0.5,[676.0],0.0,0.0,0.0,0.0
2015-02-26 22:37:53,33,-33.0,0.5,[1089.0],0.0,0.0,0.0,0.0
2015-02-26 22:42:53,51,-51.0,0.5,[2601.0],0.0,0.0,0.0,0.0
2015-02-26 22:47:53,41,-41.0,0.5,[1681.0],0.0,0.0,0.0,0.0
2015-02-26 22:52:53,34,-34.0,0.5,[1156.0],0.0,0.0,0.0,0.0
2015-02-26 22:57:53,38,-38.0,0.5,[1444.0],0.0,0.0,0.0,0.0
2015-02-26 23:02:53,45,-45.0,0.5,[2025.0],0.0,0.0,0.0,0.0
2015-02-26 23:07:53,42,-42.0,0.5,[1764.0],0.0,0.0,0.0,0.0
2015-02-26 23:12:53,39,-39.0,0.5,[1521.0],0.0,0.0,0.0,0.0
2015-02-26 23:17:53,40,-40.0,0.5,[1600.0],0.0,0.0,0.0,0.0
2015-02-26 23:22:53,24,-24.0,0.491916387788,[576.0],0.0,0.0,0.0,0.0
2015-02-26 23:27:53,36,-36.0,0.48794951561,[1296.0],0.0,0.0,0.0,0.0
2015-02-26 23:32:53,18,-18.0,0.501184259991,[324.0],0.0,0.0,0.0,0.0
2015-02-26 23:37:53,25,-25.0,0.505354698817,[625.0],0.0,0.0,0.0,0.0
2015-02-26 23:42:53,21,-21.0,0.506573610137,[441.0],0.0,0.0,0.0,0.0
2015-02-26 23:47:53,13,-13.0,0.509691761777,[169.0],0.0,0.0,0.0,0.0
2015-02-26 23:52:53,7,-7.0,0.514147679425,[49.0],0.0,0.0,0.0,0.0
2015-02-26 23:57:53,18,-18.0,0.518738424598,[324.0],0.0,0.0,0.0,0.0
2015-02-27 00:02:53,18,-18.0,0.522763242046,[324.0],0.0,0.0,0.0,0.0
2015-02-27 00:07:53,28,-28.0,0.527242221852,[784.0],0.0,0.0,0.0,0.0
2015-02-27 00:12:53,14,-14.0,0.526945777493,[196.0],0.0,0.0,0.0,0.0
2015-02-27 00:17:53,25,-25.0,0.530826026291,[625.0],0.0,0.0,0.0,0.0
2015-02-27 00:22:53,26,-26.0,0.529224061501,[676.0],0.0,0.0,0.0,0.0
2015-02-27 00:27:53,15,-15.0,0.530015195654,[225.0],0.0,0.0,0.0,0.0
2015-02-27 00:32:53,16,-16.0,0.529919927071,[256.0],0.0,0.0,0.0,0.0
2015-02-27 00:37:53,20,-20.0,0.527443590177,[400.0],0.0,0.0,0.0,0.0
2015-02-27 00:42:53,13,-13.0,0.523377469127,[169.0],0.0,0.0,0.0,0.0
