timestamp,value,error_prediction,anomaly_score
2014-04-10 00:04:00,91.958,0.0,0.5
2014-04-10 00:09:00,94.798,0.0,0.5
2014-04-10 00:14:00,92.208,0.0,0.5
2014-04-10 00:19:00,93.722,0.0,0.5
2014-04-10 00:24:00,93.042,0.0,0.5
2014-04-10 00:29:00,92.958,0.0,0.5
2014-04-10 00:34:00,95.708,0.0,0.5
2014-04-10 00:39:00,95.25,0.0,0.5
2014-04-10 00:44:00,94.458,0.0,0.5
2014-04-10 00:49:00,92.75,0.0,0.5
2014-04-10 00:54:00,94.208,0.0,0.5
2014-04-10 00:59:00,92.75,91.958,0.5
2014-04-10 01:04:00,94.376,94.798,0.5
2014-04-10 01:09:00,92.792,92.208,0.5
2014-04-10 01:14:00,91.666,93.722,0.5
2014-04-10 01:19:00,87.542,93.042,0.5
2014-04-10 01:24:00,90.75,92.958,0.5
2014-04-10 01:29:00,91.65,95.708,0.5
2014-04-10 01:34:00,90.06200000000004,95.25,0.5
2014-04-10 01:39:00,93.416,94.458,0.5
2014-04-10 01:44:00,89.904,92.75,0.5
2014-04-10 01:49:00,90.542,94.208,0.5497681690590662
2014-04-10 01:54:00,90.628,92.75,0.5158341131247113
2014-04-10 01:59:00,91.166,94.376,0.5655532943653282
2014-04-10 02:04:00,90.5,92.792,0.5588946040800208
2014-04-10 02:09:00,89.166,91.666,0.550761888933303
2014-04-10 02:14:00,90.292,87.542,0.5015583718933316
2014-04-10 02:19:00,90.208,90.75,0.4614914846015593
2014-04-10 02:24:00,93.626,91.65,0.4275848896195593
2014-04-10 02:29:00,93.624,90.06200000000004,0.4012381255623412
2014-04-10 02:34:00,93.756,93.416,0.4005173195493844
2014-04-10 02:39:00,93.542,89.904,0.37594133220805626
2014-04-10 02:44:00,92.042,90.542,0.3642502742903859
2014-04-10 02:49:00,90.938,90.628,0.33525917872401
2014-04-10 02:54:00,91.376,91.166,0.32096578913699714
2014-04-10 02:59:00,92.666,90.5,0.31696636340770235
2014-04-10 03:04:00,94.42,89.166,0.3542315769008242
2014-04-10 03:09:00,95.584,90.292,0.3563751395513949
2014-04-10 03:19:00,90.62,90.208,0.34894882185509757
2014-04-10 03:24:00,93.478,93.626,0.37673168755306463
2014-04-10 03:29:00,94.126,93.624,0.3720607585147734
2014-04-10 03:34:00,93.338,93.756,0.4051361334239485
2014-04-10 03:39:00,93.458,93.542,0.43126122141485324
2014-04-10 03:44:00,92.166,92.042,0.44573763528354327
2014-04-10 03:49:00,91.584,90.938,0.44679124642306745
2014-04-10 03:54:00,94.33,91.376,0.4586146044861237
