timestamp,value,error_prediction,anomaly_score
2014-11-23 08:00:00,127.699238158408,0,0.5
2014-11-23 09:00:00,23.0696141879837,0,0.5
2014-11-23 10:00:00,246.11885660479598,0,0.5
2014-11-23 11:00:00,295.937818479586,0,0.5
2014-11-23 12:00:00,264.64998579677103,0,0.5
2014-11-23 13:00:00,122.232867460138,0,0.5
2014-11-23 14:00:00,238.54006612310903,0,0.5
2014-11-23 15:00:00,356.590694161392,0,0.5
2014-11-23 16:00:00,439.196251874042,0,0.5
2014-11-23 17:00:00,735.3746752564999,0,0.5
2014-11-23 18:00:00,621.5748566521779,[126.93764398],0.5
2014-11-23 19:00:00,514.838357042967,[22.30802001],0.5
2014-11-23 20:00:00,529.769665007723,[245.35726243],0.5
2014-11-23 21:00:00,665.571204127323,[295.1762243],0.5
2014-11-23 22:00:00,712.6112942673918,[263.88839162],0.5
2014-11-23 23:00:00,748.12009475196,[121.47127328],0.5
2014-11-24 00:00:00,860.759328417907,[237.77847195],0.5
2014-11-24 01:00:00,789.482115057592,[355.82909999],0.5
2014-11-24 02:00:00,966.460876401821,[438.4346577],0.5
2014-11-24 03:00:00,838.8977354649229,[734.61308108],0.5
2014-11-24 04:00:00,981.146377031127,[620.81326248],0.5001796682959301
2014-11-24 05:00:00,1080.2357177432302,[514.07676287],0.5004964398911957
2014-11-24 06:00:00,1092.25951936099,[529.00807083],0.5006298222263277
2014-11-24 07:00:00,1194.9840132950098,[664.80960995],0.5007034090246816
2014-11-24 08:00:00,1141.20072635929,[711.84970009],0.500820186572057
2014-11-24 09:00:00,1229.22743265148,[747.35850058],0.5010557647159699
2014-11-24 10:00:00,1317.55757128952,[859.99773424],0.5011549562646334
2014-11-24 11:00:00,1165.73108336309,[788.72052088],0.5012505920272188
2014-11-24 12:00:00,1131.44258240099,[965.69928223],0.5012326962071671
2014-11-24 13:00:00,1289.58281689529,[838.13614129],0.5011588536582764
2014-11-24 14:00:00,1282.70280870455,[980.38478285],0.5011291632424741
2014-11-24 15:00:00,1271.25839617312,[1079.47412357],0.5011487246177053
2014-11-24 16:00:00,1299.81112310812,[1091.49792518],0.5011863363589601
2014-11-24 17:00:00,1293.34109778712,[1194.22241912],0.501165063296989
2014-11-24 18:00:00,1445.55460622195,[1140.43913218],0.5011706724792921
2014-11-24 19:00:00,1499.54296095075,[1228.46583848],0.501165319307096
2014-11-24 20:00:00,1492.2699165706,[1316.79597711],0.5011298018568191
2014-11-24 21:00:00,1355.34366575033,[1164.96948919],0.5011583769739698
2014-11-24 22:00:00,1528.24655686577,[1130.68098822],0.5011487478841474
2014-11-24 23:00:00,1377.20096564078,[1288.82122272],0.5011689250543846
2014-11-25 00:00:00,1582.98067023359,[1281.94121453],0.5011630478684093
2014-11-25 01:00:00,1459.8659475945499,[1270.496802],0.5011426754202045
2014-11-25 02:00:00,1353.0818764009698,[1299.04952893],0.501126488295645
2014-11-25 03:00:00,1308.15070896372,[1292.57950361],0.501093542121821
2014-11-25 04:00:00,1265.5397697959402,[1444.79301205],0.501074886854019
2014-11-25 05:00:00,1264.7315632849,[1498.78136677],0.5010439489123132
2014-11-25 06:00:00,1201.24122229456,[1491.50832239],0.5010053479078495
2014-11-25 07:00:00,1460.67573569051,[1354.58207157],0.5010079058803732
2014-11-25 08:00:00,1410.4643525302201,[1527.48496269],0.5010212544714193
2014-11-25 09:00:00,1283.93716629503,[1376.43937146],0.5010072077896818
2014-11-25 10:00:00,1312.18587895468,[1582.21907606],0.5009998673637011
2014-11-25 11:00:00,1223.6410018083195,[1459.10435342],0.500999705418479
2014-11-25 12:00:00,1482.65877809047,[1352.32028222],0.50099284992811
2014-11-25 13:00:00,1128.19650458533,[1307.38911479],0.5009860131579763
2014-11-25 14:00:00,1173.52368268864,[1264.77817562],0.5009465571813259
2014-11-25 15:00:00,1173.01381657836,[1263.96996911],0.5008959794796192
2014-11-25 16:00:00,1177.06791554671,[1200.47962812],0.5008393608119606
2014-11-25 17:00:00,1062.31148068633,[1459.91414151],0.5008348429223155
2014-11-25 18:00:00,818.554479450042,[1409.70275835],0.5007931235464415
2014-11-25 19:00:00,877.324371804739,[1283.17557212],0.500769962414702
2014-11-25 20:00:00,1001.38195137641,[1311.42428478],0.5007075983607312
2014-11-25 21:00:00,922.7188696538699,[1222.87940763],0.5006586193649558
2014-11-25 22:00:00,786.061985911033,[1481.89718391],0.5006635730913325
2014-11-25 23:00:00,825.2192776392509,[1127.43491041],0.5006319638967471
2014-11-26 00:00:00,709.1431051097542,[1172.76208851],0.5006154932310388
2014-11-26 01:00:00,769.220403306418,[1172.2522224],0.500598545316296
2014-11-26 02:00:00,552.947517184061,[1176.30632137],0.5005958054070547
2014-11-26 03:00:00,684.883116017405,[1061.54988651],0.5005141736389749
2014-11-26 04:00:00,623.041148294578,[817.79288527],0.5003930840670876
2014-11-26 05:00:00,553.641247320871,[876.56277763],0.5003096690084974
2014-11-26 06:00:00,497.2258092081671,[1000.6203572],0.5002416329197645
2014-11-26 07:00:00,468.7565559698951,[921.95727548],0.5001764872067352
2014-11-26 08:00:00,324.003733064266,[785.30039173],0.5000178004933891
2014-11-26 09:00:00,323.704680770636,[824.45768346],0.4999503709904881
2014-11-26 10:00:00,348.489562780991,[708.38151093],0.4998460420205355
2014-11-26 11:00:00,337.85139476707803,[768.45880913],0.4997519461991202
2014-11-26 12:00:00,186.07367197395803,[552.18592301],0.4996132631319984
2014-11-26 13:00:00,104.30404913848601,[684.12152184],0.49952708143045566
2014-11-26 14:00:00,-31.444160593659202,[622.27955412],0.49948959795721315
2014-11-26 15:00:00,-140.122449013518,[552.87965314],0.49942426319983413
2014-11-26 16:00:00,-131.023441226506,[496.46421503],0.49931804985187445
2014-11-26 17:00:00,20.6520288564717,[467.99496179],0.4992273101598892
2014-11-26 18:00:00,-83.3305585788884,[323.30580696],0.4991511901063258
2014-11-26 19:00:00,-238.52021998536202,[322.94308659],0.49906676461536115
2014-11-26 20:00:00,-313.925384667011,[347.7279686],0.49901355623433685
2014-11-26 21:00:00,-367.55821033234594,[337.08980059],0.4989451121213351
2014-11-26 22:00:00,-278.232290857953,[185.3120778],0.49891239105034124
2014-11-26 23:00:00,-459.8480051524,[103.54245496],0.49884435584302433
2014-11-27 00:00:00,-357.4983321279741,[32.20575477],0.49878731427068723
2014-11-27 01:00:00,-470.616024264785,[140.88404319],0.49875085593357615
2014-11-27 02:00:00,-455.403594601958,[131.7850354],0.4987245819097662
2014-11-27 03:00:00,-724.58708156619,[19.89043468],0.4986973640498693
2014-11-27 04:00:00,-684.265968555437,[84.09215276],0.49869938790735946
2014-11-27 05:00:00,-821.6961800346651,[239.28181416],0.49870945764342534
2014-11-27 06:00:00,-718.9398216649271,[314.68697884],0.4987199252789597
2014-11-27 07:00:00,-812.247641070424,[368.31980451],0.49873668033590624
2014-11-27 08:00:00,-896.6872600571741,[278.99388503],0.4987724565075393
2014-11-27 09:00:00,-763.583128278097,[460.60959933],0.4988420009775263
2014-11-27 10:00:00,-928.491384076283,[358.2599263],0.4989130653915774
2014-11-27 11:00:00,-890.424768744512,[471.37761844],0.49897727536330105
2014-11-27 12:00:00,-949.96742449112,[456.16518878],0.4990416127455132
2014-11-27 13:00:00,-1143.59503563802,[725.34867574],0.4991680423897238
2014-11-27 14:00:00,-1161.84923744349,[685.02756273],0.49927827232867517
2014-11-27 15:00:00,-1127.65665268652,[822.45777421],0.4993840045444292
2014-11-27 16:00:00,-1277.438462566,[719.70141584],0.4994593894332865
2014-11-27 17:00:00,-1134.061133699,[813.00923525],0.4995421614905834
2014-11-27 18:00:00,-1348.79137946063,[897.44885423],0.49966012342465504
2014-11-27 19:00:00,-1080.43395396455,[764.34472245],0.49971930920857877
2014-11-27 20:00:00,-1318.3452891599302,[929.25297825],0.49983127478624545
2014-11-27 21:00:00,-1119.40310849526,[891.18636292],0.49991489721914106
2014-11-27 22:00:00,-1349.64348260135,[950.72901867],0.500014590252863
2014-11-27 23:00:00,-1423.1489872785598,[1144.35662981],0.5000957550941696
2014-11-28 00:00:00,-1337.22745512008,[1162.61083162],0.5001895994769099
2014-11-28 01:00:00,-1349.7095290121902,[1128.41824686],0.5002489784492485
2014-11-28 02:00:00,-1532.7063608709198,[1278.20005674],0.5003576718268563
2014-11-28 03:00:00,-1264.91548138132,[1134.82272788],0.5004215666674299
2014-11-28 04:00:00,-1490.55984341668,[1349.55297364],0.5005052811836239
2014-11-28 05:00:00,-1347.50866062857,[1081.19554814],0.5005710922069216
2014-11-28 06:00:00,-1333.14049288276,[1319.10688334],0.5006433290963528
2014-11-28 07:00:00,-1368.66067681823,[1120.16470267],0.5006902968412352
2014-11-28 08:00:00,-1391.87198526005,[1350.40507678],0.5007634426126553
2014-11-28 09:00:00,-1354.96283116325,[1423.91058145],0.5008066107610236
2014-11-28 10:00:00,-1475.71443507439,[1337.9890493],0.5008329169102972
2014-11-28 11:00:00,-1439.55223239555,[1350.47112319],0.5008685859840292
2014-11-28 12:00:00,-1459.3874996887198,[1533.46795505],0.5008994228939057
2014-11-28 13:00:00,-1173.61384171139,[1265.67707556],0.5009209648218163
2014-11-28 14:00:00,-1166.08713600989,[1491.32143759],0.5009315810163044
2014-11-28 15:00:00,-1272.88610455035,[1348.2702548],0.5009773438516726
2014-11-28 16:00:00,-1403.8937628163699,[1333.90208706],0.5009720936289107
2014-11-28 17:00:00,-1257.64680251232,[1369.42227099],0.5010134481608357
2014-11-28 18:00:00,-1080.46916694119,[1392.63357944],0.5010110465349493
2014-11-28 19:00:00,-1255.0863211422802,[1355.72442534],0.5009884637190336
2014-11-28 20:00:00,-1098.40052010493,[1476.47602925],0.5010013776714699
2014-11-28 21:00:00,-1247.41443942728,[1440.31382657],0.5010069835054082
2014-11-28 22:00:00,-1047.6117203929598,[1460.14909387],0.5009787025301333
2014-11-28 23:00:00,-1180.17457965483,[1174.37543589],0.5009609115947524
2014-11-29 00:00:00,-1172.68505622675,[1166.84873019],0.5008955317630029
2014-11-29 01:00:00,-1107.88371546748,[1273.64769873],0.5008768619302986
2014-11-29 02:00:00,-1060.40639436556,[1404.65535699],0.5008821573837636
2014-11-29 03:00:00,-1024.28456724023,[1258.40839669],0.5008568630358516
2014-11-29 04:00:00,-815.674814705455,[1081.23076112],0.500795704370715
2014-11-29 05:00:00,-840.4183661761058,[1255.84791532],0.5007723993568749
2014-11-29 06:00:00,-835.455859303775,[1099.16211428],0.5006958433640472
2014-11-29 07:00:00,-866.608002496897,[1248.1760336],0.5006530113726249
2014-11-29 08:00:00,-812.361875739867,[1048.37331457],0.5005687912754402
