timestamp,value,error_prediction,anomaly_score
2014-04-01 01:00:00,0,0,0.5
2014-04-01 02:00:00,0,0,0.5
2014-04-01 03:00:00,0,0,0.5
2014-04-01 04:00:00,3,0,0.5
2014-04-01 05:00:00,0,0,0.5
2014-04-01 06:00:00,1,0,0.5
2014-04-01 07:00:00,0,0,0.5
2014-04-01 08:00:00,2,0,0.5
2014-04-01 09:00:00,3,0,0.5
2014-04-01 10:00:00,5,0,0.5
2014-04-01 11:00:00,3,[0.76159412],0.5
2014-04-01 12:00:00,0,[0.76159418],0.5
2014-04-01 13:00:00,1,[0.76159412],0.5
2014-04-01 14:00:00,3,[2.23840588],0.5
2014-04-01 15:00:00,4,[0.76159412],0.5
2014-04-01 16:00:00,2,[0.23840582],0.5
2014-04-01 17:00:00,2,[0.76159412],0.5
2014-04-01 18:00:00,4,[1.23840582],0.5
2014-04-01 19:00:00,3,[2.23840582],0.5
2014-04-01 20:00:00,1,[4.23840582],0.5
2014-04-01 21:00:00,3,[2.23840582],0.5231916317524496
2014-04-01 22:00:00,2,[0.76159412],0.5447613390464658
2014-04-01 23:00:00,0,[0.23840588],0.5573337844400775
2014-04-02 00:00:00,0,[2.23840582],0.5362257455430142
2014-04-02 01:00:00,0,[3.23840588],0.5708209359172935
2014-04-02 02:00:00,0,[1.23840588],0.6129019581538849
2014-04-02 03:00:00,0,[1.23840588],0.6402290382191147
2014-04-02 04:00:00,0,[3.24119818],0.6602524832078027
2014-04-02 05:00:00,2,[2.26413226],0.6552794778244693
2014-04-02 06:00:00,0,[0.24306417],0.5477396363032645
2014-04-02 07:00:00,4,[2.27388996],0.5387717477344098
2014-04-02 08:00:00,5,[1.23840582],0.5623467420273672
2014-04-02 09:00:00,7,[0.76159418],0.5940939252867035
2014-04-02 10:00:00,6,[0.76159418],0.5547359273839347
2014-04-02 11:00:00,2,[0.7615943],0.4750161363428673
2014-04-02 12:00:00,3,[0.76159418],0.4667310564802757
2014-04-02 13:00:00,1,[0.76159418],0.45733133982135576
2014-04-02 14:00:00,5,[0.76159418],0.3697127745224591
2014-04-02 15:00:00,2,[1.23840588],0.3284575951804265
2014-04-02 16:00:00,2,[0.76159418],0.3530725517052924
2014-04-02 17:00:00,3,[3.23840588],0.3770185965723569
2014-04-02 18:00:00,6,[4.23840588],0.46429788333637956
2014-04-02 19:00:00,3,[6.23840588],0.5628435967060955
2014-04-02 20:00:00,7,[5.23840582],0.6154105907560021
2014-04-02 21:00:00,2,[1.23840582],0.6295476042143785
2014-04-02 22:00:00,2,[2.23840582],0.6569298748100876
2014-04-02 23:00:00,2,[0.23840582],0.654559616090838
2014-04-03 00:00:00,0,[4.23840582],0.694049363494029
2014-04-03 01:00:00,2,[1.23840582],0.7003791066002247
2014-04-03 02:00:00,0,[1.23840588],0.7144779724119699
2014-04-03 03:00:00,0,[2.23840588],0.6999439967695698
2014-04-03 04:00:00,3,[5.23840582],0.6838605828708197
2014-04-03 05:00:00,3,[2.23840582],0.6196815775083943
2014-04-03 06:00:00,6,[6.23840588],0.6028743259142936
2014-04-03 07:00:00,1,[1.23840582],0.6071319658727526
2014-04-03 08:00:00,6,[1.23840588],0.5959453893604602
2014-04-03 09:00:00,2,[1.23840582],0.6155595139298811
2014-04-03 10:00:00,2,[0.76159418],0.5650217454185906
2014-04-03 11:00:00,3,[1.23840588],0.5683235000802703
2014-04-03 12:00:00,3,[0.76159412],0.5647838543832184
2014-04-03 13:00:00,1,[0.76159418],0.5441586207448907
2014-04-03 14:00:00,4,[2.23840582],0.49174579513312866
2014-04-03 15:00:00,3,[2.23840582],0.49028269594022056
2014-04-03 16:00:00,5,[5.23840582],0.46426972688170387
2014-04-03 17:00:00,4,[0.23840582],0.4530232836452047
2014-04-03 18:00:00,4,[5.23840582],0.5081162600503326
2014-04-03 19:00:00,2,[1.23840582],0.5101643708844407
2014-04-03 20:00:00,3,[1.23840582],0.519753311457313
2014-04-03 21:00:00,5,[2.23840582],0.5352845741866641
2014-04-03 22:00:00,6,[2.23840582],0.55901838377273
2014-04-03 23:00:00,5,[0.23840582],0.554891998170544
2014-04-04 00:00:00,1,[3.23840582],0.5678576843997397
2014-04-04 01:00:00,1,[2.23840588],0.5680747229335187
2014-04-04 02:00:00,0,[4.23840588],0.5447938067674801
2014-04-04 03:00:00,2,[3.23840582],0.5904545384182569
2014-04-04 04:00:00,0,[3.23840582],0.5553476636535333
2014-04-04 05:00:00,0,[1.23840588],0.5578683656096327
2014-04-04 06:00:00,2,[2.23840582],0.5748270877520749
2014-04-04 07:00:00,0,[4.23840582],0.6009507056094169
2014-04-04 08:00:00,2,[5.23840582],0.6353691642833149
2014-04-04 09:00:00,1,[4.23840582],0.6872584426710748
2014-04-04 10:00:00,3,[0.23840588],0.6472352129290023
2014-04-04 11:00:00,6,[0.23840582],0.6208766469605653
2014-04-04 12:00:00,2,[0.7615943],0.5711459407109079
2014-04-04 13:00:00,6,[1.23840582],0.5421364972408685
2014-04-04 14:00:00,5,[0.76159412],0.5055922793052469
2014-04-04 15:00:00,4,[0.76159412],0.5005751003855216
2014-04-04 16:00:00,8,[1.23840582],0.4859652415748976
2014-04-04 17:00:00,2,[0.76159418],0.43218452251391337
2014-04-04 18:00:00,3,[1.23840582],0.36939424381523833
2014-04-04 19:00:00,2,[0.23840582],0.31270488435204524
2014-04-04 20:00:00,5,[2.23840582],0.3400190511269775
2014-04-04 21:00:00,7,[5.23840582],0.4159509045094809
2014-04-04 22:00:00,5,[1.23840582],0.42406433297418333
2014-04-04 23:00:00,0,[5.23840582],0.48236392392326466
2014-04-05 00:00:00,2,[4.23840588],0.5317776695086684
2014-04-05 01:00:00,0,[3.23840582],0.5676445182271228
2014-04-05 02:00:00,1,[7.23840582],0.6341955987309105
2014-04-05 03:00:00,0,[1.23840582],0.6428471776008229
2014-04-05 04:00:00,1,[2.23840582],0.657334881707562
2014-04-05 05:00:00,0,[1.23840582],0.6728493446553878
2014-04-05 06:00:00,0,[4.23840588],0.6941547020442513
2014-04-05 07:00:00,2,[6.23840582],0.691671362847405
2014-04-05 08:00:00,2,[4.23840582],0.7229880196736458
2014-04-05 09:00:00,4,[0.76159412],0.6727957055487792
2014-04-05 10:00:00,2,[1.23840588],0.6376560423783165
2014-04-05 11:00:00,3,[0.76159418],0.6078763984448834
2014-04-05 12:00:00,3,[0.23840588],0.5164663482455985
2014-04-05 13:00:00,3,[0.76159418],0.5119011416509192
2014-04-05 14:00:00,3,[0.23840582],0.48719175115152924
2014-04-05 15:00:00,4,[0.76159418],0.48242168327589896
2014-04-05 16:00:00,3,[0.76159418],0.43664846319833506
2014-04-05 17:00:00,8,[1.23840582],0.37022517330713633
2014-04-05 18:00:00,4,[1.23840582],0.33149763388890274
2014-04-05 19:00:00,5,[3.23840582],0.36131507915386396
2014-04-05 20:00:00,3,[1.23840582],0.3613724996465122
2014-04-05 21:00:00,8,[2.23840582],0.37979471116535635
2014-04-05 22:00:00,3,[2.23840582],0.4061612259619356
2014-04-05 23:00:00,7,[2.23840582],0.4260107347278035
2014-04-06 00:00:00,2,[2.23840582],0.4540293755175916
2014-04-06 01:00:00,0,[3.23840582],0.4885607444469663
2014-04-06 02:00:00,0,[2.23840588],0.5101288545374371
2014-04-06 03:00:00,0,[7.23840588],0.5849633427122963
2014-04-06 04:00:00,1,[3.23840582],0.61085983954599
2014-04-06 05:00:00,1,[4.23840588],0.6211150579966807
2014-04-06 06:00:00,0,[2.2384057],0.6351723520736833
2014-04-06 07:00:00,3,[7.23840588],0.6816354801565488
2014-04-06 08:00:00,3,[2.23840588],0.6830237582901162
2014-04-06 09:00:00,4,[6.23840594],0.7174877092751644
2014-04-06 10:00:00,3,[1.23840582],0.7086641281017163
2014-04-06 11:00:00,2,[0.76159418],0.6828445054972325
2014-04-06 12:00:00,5,[0.76159412],0.6676564820506261
2014-04-06 13:00:00,3,[0.76159418],0.5910393704878315
2014-04-06 14:00:00,2,[0.23840582],0.5551117564873809
2014-04-06 15:00:00,6,[0.23840582],0.5060361292253182
2014-04-06 16:00:00,4,[0.76159418],0.4885279126146741
2014-04-06 17:00:00,5,[2.23840582],0.424163165253146
2014-04-06 18:00:00,2,[2.23840582],0.4234749157499119
2014-04-06 19:00:00,0,[3.23840582],0.3839378165625056
2014-04-06 20:00:00,6,[2.23840588],0.39565721744845994
2014-04-06 21:00:00,5,[1.23840582],0.4020974468165762
2014-04-06 22:00:00,0,[4.23840588],0.44546221679399334
2014-04-06 23:00:00,5,[2.23840582],0.4645129515089669
2014-04-07 00:00:00,2,[1.23840588],0.47859399956533166
2014-04-07 01:00:00,0,[5.23840588],0.5417263639206478
2014-04-07 02:00:00,0,[3.23840588],0.5733346677615434
2014-04-07 03:00:00,3,[4.23840582],0.5969869430640631
2014-04-07 04:00:00,0,[1.23840582],0.5854489802519807
2014-04-07 05:00:00,0,[0.76159418],0.5545685695118026
2014-04-07 06:00:00,0,[5.23840582],0.5896128600301227
2014-04-07 07:00:00,1,[4.23840582],0.6253419765291287
2014-04-07 08:00:00,3,[0.76159412],0.5829478472523958
2014-04-07 09:00:00,2,[4.23840582],0.6063386583618184
2014-04-07 10:00:00,4,[1.23840582],0.6076980558559242
2014-04-07 11:00:00,2,[0.76159418],0.5515374719942121
2014-04-07 12:00:00,3,[0.76159418],0.5204236903704618
2014-04-07 13:00:00,4,[2.23840582],0.49397497430620085
2014-04-07 14:00:00,3,[0.76159418],0.4889050468982279
2014-04-07 15:00:00,0,[0.76159418],0.49015259725496885
2014-04-07 16:00:00,1,[0.76159418],0.43188119817596216
2014-04-07 17:00:00,4,[0.23840582],0.3817572523886932
2014-04-07 18:00:00,1,[2.23840582],0.4000115953834933
2014-04-07 19:00:00,2,[1.23840588],0.36167034273100884
2014-04-07 20:00:00,3,[3.23840588],0.38596313344270483
2014-04-07 21:00:00,7,[1.23840588],0.3924577611565252
2014-04-07 22:00:00,2,[2.23840588],0.41131811540516017
2014-04-07 23:00:00,5,[3.2384057],0.4235079770516168
2014-04-08 00:00:00,0,[2.23840588],0.44310532279346826
2014-04-08 01:00:00,0,[0.76159418],0.44419148333223546
2014-04-08 02:00:00,1,[0.2384057],0.43874797795188025
2014-04-08 03:00:00,0,[3.23840588],0.4790315936304279
2014-04-08 04:00:00,0,[0.23840588],0.45304309534286447
2014-04-08 05:00:00,0,[1.23840588],0.45359126174969455
2014-04-08 06:00:00,1,[2.23840582],0.43931797253122706
2014-04-08 07:00:00,0,[6.23840582],0.5055341837955238
2014-04-08 08:00:00,2,[1.24114239],0.49266861882204616
2014-04-08 09:00:00,3,[4.23840582],0.5046162695926525
2014-04-08 10:00:00,0,[0.76159412],0.4855850977286974
2014-04-08 11:00:00,6,[0.76159418],0.48667884694672936
2014-04-08 12:00:00,6,[0.2384057],0.4882263612702543
2014-04-08 13:00:00,1,[0.76159412],0.4554517629136968
2014-04-08 14:00:00,2,[0.76159418],0.46358327384498643
2014-04-08 15:00:00,8,[0.76159412],0.4580450132165327
2014-04-08 16:00:00,4,[0.23840588],0.4323264526200099
2014-04-08 17:00:00,3,[0.76159412],0.36042194717511766
2014-04-08 18:00:00,2,[1.23840582],0.3604382472002233
2014-04-08 19:00:00,6,[2.23840582],0.3338308286462287
2014-04-08 20:00:00,2,[0.76159418],0.3344287883706466
2014-04-08 21:00:00,2,[5.23840582],0.39218548566756894
2014-04-08 22:00:00,5,[5.23840582],0.45784555788346126
2014-04-08 23:00:00,0,[0.23840582],0.45223366496303063
2014-04-09 00:00:00,1,[1.23840582],0.4591303068746484
2014-04-09 01:00:00,6,[7.23840588],0.5415309369675594
2014-04-09 02:00:00,0,[3.23840582],0.5796802794608245
2014-04-09 03:00:00,21,[2.23840582],0.5989726764795101
2014-04-09 04:00:00,3,[1.23840588],0.5999731130822208
2014-04-09 05:00:00,5,[5.23840594],0.6342400348186856
2014-04-09 06:00:00,1,[1.23840582],0.6412117667333528
2014-04-09 07:00:00,1,[1.23840582],0.5920070919251782
2014-04-09 08:00:00,4,[4.23840588],0.5775360607605735
2014-04-09 09:00:00,2,[0.76159412],0.5853577476918035
2014-04-09 10:00:00,2,[0.23840582],0.573669769544044
2014-04-09 11:00:00,1,[5.23840588],0.5450812116232409
2014-04-09 12:00:00,5,[0.76159412],0.5139346577887518
2014-04-09 13:00:00,3,[20.23840582],0.649661678431928
2014-04-09 14:00:00,6,[2.23840582],0.6582404595302948
2014-04-09 15:00:00,2,[4.23840582],0.6496876730054174
2014-04-09 16:00:00,28,[0.23840588],0.6426670567666897
2014-04-09 17:00:00,1,[0.23840582],0.6355834121042241
2014-04-09 18:00:00,11,[3.23840582],0.6276031127009061
2014-04-09 19:00:00,6,[1.23840582],0.6323615347643635
2014-04-09 20:00:00,1,[1.23840588],0.6413603985676102
2014-04-09 21:00:00,4,[0.23840588],0.601180451402611
2014-04-09 22:00:00,2,[4.23840588],0.6291431821807105
2014-04-09 23:00:00,25,[2.23840588],0.4760581908139523
2014-04-10 00:00:00,1,[5.23840588],0.5007800211776153
2014-04-10 01:00:00,2,[1.23840582],0.4752248592279431
2014-04-10 02:00:00,0,[27.23840588],0.6189458974094768
2014-04-10 03:00:00,0,[0.23840588],0.6196843304018467
2014-04-10 04:00:00,1,[10.23840582],0.6477329360381034
2014-04-10 05:00:00,0,[5.2384057],0.6658633585635001
2014-04-10 06:00:00,2,[0.23840582],0.6619701551857994
2014-04-10 07:00:00,1,[3.23840588],0.6764139816151167
2014-04-10 08:00:00,4,[1.23840582],0.6632813839792243
2014-04-10 09:00:00,4,[24.23840588],0.7055572413123492
2014-04-10 10:00:00,4,[0.23840588],0.6887233309560191
2014-04-10 11:00:00,4,[1.23840588],0.6896084388495816
2014-04-10 12:00:00,4,[0.76159418],0.5900777954361291
2014-04-10 13:00:00,2,[0.76159418],0.5927463042397857
2014-04-10 14:00:00,3,[0.23840582],0.5532453765954011
2014-04-10 15:00:00,4,[0.76159418],0.5355078711117247
2014-04-10 16:00:00,27,[1.23840582],0.539956454189332
2014-04-10 17:00:00,4,[0.23840582],0.5281343753173438
2014-04-10 18:00:00,1,[3.23840582],0.5363470965794128
2014-04-10 19:00:00,4,[3.23840588],0.44928507991497246
2014-04-10 20:00:00,4,[3.23840582],0.4613625523581978
2014-04-10 21:00:00,10,[3.23840582],0.469400336984901
2014-04-10 22:00:00,1,[3.23840582],0.4795219711715576
2014-04-10 23:00:00,2,[1.23840588],0.4816757806515949
2014-04-11 00:00:00,4,[2.2384057],0.4901055760495614
2014-04-11 01:00:00,18,[3.23840582],0.5004593552851158
2014-04-11 02:00:00,6,[26.23840582],0.581103528498248
2014-04-11 03:00:00,2,[3.23840582],0.5913080154966976
2014-04-11 04:00:00,0,[0.23840582],0.5818496625051863
2014-04-11 05:00:00,0,[3.23840582],0.5820773385052196
2014-04-11 06:00:00,0,[3.23840588],0.5823050305939554
2014-04-11 07:00:00,1,[9.23840582],0.600266524346742
2014-04-11 08:00:00,2,[0.23840582],0.590885335962558
2014-04-11 09:00:00,5,[1.23840588],0.591388052527691
2014-04-11 10:00:00,1,[3.2384057],0.5949906940181118
2014-04-11 11:00:00,3,[17.23840588],0.6298957181279896
2014-04-11 12:00:00,4,[5.23840582],0.5645375885391861
2014-04-11 13:00:00,16,[1.23840588],0.5585819970716803
2014-04-11 14:00:00,16,[0.76159412],0.5606673146465815
2014-04-11 15:00:00,6,[0.76159412],0.5531501237895898
2014-04-11 16:00:00,4,[0.76159418],0.545566118102002
2014-04-11 17:00:00,6,[0.23840582],0.5167809633438625
2014-04-11 18:00:00,5,[1.23840582],0.5202776738029319
2014-04-11 19:00:00,4,[4.23840582],0.5299308022793685
2014-04-11 20:00:00,28,[0.23840582],0.5204738559155024
2014-04-11 21:00:00,4,[2.23840582],0.47118803170347767
2014-04-11 22:00:00,2,[3.23840582],0.46439400752257587
2014-04-11 23:00:00,1,[15.23840582],0.5085985465888061
2014-04-12 00:00:00,23,[15.23840594],0.5502967319694825
2014-04-12 01:00:00,5,[5.23840582],0.5634976653279471
2014-04-12 02:00:00,21,[3.23840582],0.5710868942298778
2014-04-12 03:00:00,1,[5.23840582],0.5858448979056896
2014-04-12 04:00:00,0,[4.23840588],0.5948558724478381
2014-04-12 05:00:00,0,[3.23840582],0.592167804725003
2014-04-12 06:00:00,1,[27.23840582],0.644027511153909
2014-04-12 07:00:00,1,[3.23840582],0.6469527697107068
2014-04-12 08:00:00,4,[1.23840582],0.6426420890047683
2014-04-12 09:00:00,4,[0.23840588],0.6056043101633359
2014-04-12 10:00:00,5,[22.23840588],0.6116307487129804
2014-04-12 11:00:00,5,[4.23840582],0.6095427513397315
2014-04-12 12:00:00,10,[20.23840582],0.6384984427420515
2014-04-12 13:00:00,17,[0.23840588],0.6282456837988474
2014-04-12 14:00:00,5,[0.76159418],0.6211992574643326
2014-04-12 15:00:00,11,[0.76159412],0.6162683200278978
