timestamp,value,error_prediction,anomaly_score
2014-04-01 01:00:00,9399,0,0.5
2014-04-01 02:00:00,10063,0,0.5
2014-04-01 03:00:00,11386,0,0.5
2014-04-01 04:00:00,11626,0,0.5
2014-04-01 05:00:00,10700,0,0.5
2014-04-01 06:00:00,11705,0,0.5
2014-04-01 07:00:00,12020,0,0.5
2014-04-01 08:00:00,11632,0,0.5
2014-04-01 09:00:00,12209,0,0.5
2014-04-01 10:00:00,11859,0,0.5
2014-04-01 11:00:00,10586,[9398.23842329],0.5
2014-04-01 12:00:00,11078,[10062.23842329],0.5
2014-04-01 13:00:00,10836,[11385.23842323],0.5
2014-04-01 14:00:00,9885,[11625.23842341],0.5
2014-04-01 15:00:00,10586,[10699.23842323],0.5
2014-04-01 16:00:00,11922,[11704.23842323],0.5
2014-04-01 17:00:00,10168,[12019.23842323],0.5
2014-04-01 18:00:00,9250,[11631.23842341],0.5
2014-04-01 19:00:00,8649,[12208.23842329],0.5
2014-04-01 20:00:00,9151,[11858.23842329],0.5
2014-04-01 21:00:00,9255,[10585.23842323],0.5000993912875891
2014-04-01 22:00:00,9687,[11077.23842329],0.5001753424075991
2014-04-01 23:00:00,10424,[10835.23842323],0.5001693470616645
2014-04-02 00:00:00,10918,[9884.23842323],0.5001052816561784
2014-04-02 01:00:00,10141,[10585.23842323],0.5001230294995835
2014-04-02 02:00:00,9396,[11921.23842341],0.5001017873190351
2014-04-02 03:00:00,11058,[10167.23842323],0.5000222855012544
2014-04-02 04:00:00,9462,[9249.23842323],0.4999492430819378
2014-04-02 05:00:00,12554,[8648.23842329],0.4998678966152379
2014-04-02 06:00:00,10746,[9150.23842323],0.4998096321030179
2014-04-02 07:00:00,10953,[9254.23842323],0.499795659983173
2014-04-02 08:00:00,12194,[9686.23842329],0.49976049954120483
2014-04-02 09:00:00,11723,[10423.23842329],0.4997380058104338
2014-04-02 10:00:00,11945,[10917.23842323],0.49976212437186507
2014-04-02 11:00:00,11984,[10140.23842329],0.49974450812374493
2014-04-02 12:00:00,11072,[9395.23842329],0.49966831629442565
2014-04-02 13:00:00,10507,[11057.23842329],0.4996867769985014
2014-04-02 14:00:00,10409,[9461.23842329],0.4997132019479489
2014-04-02 15:00:00,10040,[12553.23842323],0.4998549564097038
2014-04-02 16:00:00,8810,[10745.23842329],0.4999077454693518
2014-04-02 17:00:00,8368,[10952.23842329],0.4999659265321911
2014-04-02 18:00:00,7621,[12193.23842323],0.5000415833819065
2014-04-02 19:00:00,7343,[11722.23842323],0.5000777546611079
2014-04-02 20:00:00,7789,[11944.23842329],0.50010102859697
2014-04-02 21:00:00,8274,[11983.23842323],0.5001536399645365
2014-04-02 22:00:00,7937,[11071.23842329],0.5002167015790528
2014-04-02 23:00:00,8526,[10506.23842323],0.5002042049659036
