timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction
2014-11-23 08:00:00,530.537582042541,0.0,0.5,0,0.0
2014-11-23 09:00:00,-36.1821042801609,0.0,0.5,0,0.0
2014-11-23 10:00:00,698.380384857097,0.0,0.5,0,0.0
2014-11-23 11:00:00,745.766196719615,0.0,0.5,0,0.0
2014-11-23 12:00:00,472.0311802136449,0.0,0.5,0,0.0
2014-11-23 13:00:00,-241.726122698392,0.0,0.5,0,0.0
2014-11-23 14:00:00,73.2177050969953,0.0,0.5,0,0.0
2014-11-23 15:00:00,396.864481841752,0.0,0.5,0,0.0
2014-11-23 16:00:00,581.854118875094,0.0,0.5,0,0.0
2014-11-23 17:00:00,1617.14763429276,0.0,0.5,0,0.0
2014-11-23 18:00:00,1027.34383192026,3.4316807750524276,0.5,[11.77615737915039],1030.7755126953125
2014-11-23 19:00:00,468.49909413484704,666.3547877010905,0.5,[444028.71875],1134.8538818359375
2014-11-23 20:00:00,395.899926602743,227.8326173425695,0.5,[51907.69921875],623.7325439453125
2014-11-23 21:00:00,806.6470370114888,-271.2525057614888,0.5,[73577.921875],535.39453125
2014-11-23 22:00:00,868.701942385929,-74.02927392889774,0.5,[5480.3369140625],794.6726684570312
2014-11-23 23:00:00,888.946662487256,-291.1930614130373,0.5,[84793.3984375],597.7536010742188
2014-11-24 00:00:00,1219.64328610214,-318.8348144224526,0.5,[101655.65625],900.8084716796875
2014-11-24 01:00:00,824.599824106832,43.08035167441801,0.5,[1855.9141845703125],867.68017578125
2014-11-24 02:00:00,1419.90336804025,-494.5380115949374,0.5,[244567.796875],925.3653564453125
2014-11-24 03:00:00,811.008510807387,-741.5507166179339,0.5,[549897.375],69.45779418945312
2014-11-24 04:00:00,1278.48811608411,-35.34810143567256,0.49996250946122334,[1249.4913330078125],1243.1400146484375
2014-11-24 05:00:00,1579.9635631160004,-393.8543101863129,0.4996925681285814,[155121.265625],1186.1092529296875
2014-11-24 06:00:00,1541.31464138095,-947.35858669345,0.49962513836179867,[897488.375],593.9560546875
2014-11-24 07:00:00,1868.51740569955,-1307.2442733753312,0.4996958759537695,[1708887.875],561.2731323242188
2014-11-24 08:00:00,1580.2624989554902,-782.5576649711152,0.4996314166532694,[612396.4375],797.704833984375
2014-11-24 09:00:00,1861.1318923485696,-468.73150172356964,0.49959445563957383,[219709.171875],1392.400390625
2014-11-24 10:00:00,2149.46410538128,-542.4587342875302,0.499556250562333,[294261.5],1607.00537109375
2014-11-24 11:00:00,1490.71240404576,-50.96740892857247,0.4994897093102433,[2597.676513671875],1439.7449951171875
2014-11-24 12:00:00,1305.17104335324,1048.550392193635,0.4997556161657287,[1099458.0],2353.721435546875
2014-11-24 13:00:00,1890.30796428333,-144.90830608020497,0.4998239930525131,[20998.421875],1745.399658203125
2014-11-24 14:00:00,1827.06278626762,78.52424986519259,0.4998124744272655,[6166.064453125],1905.5870361328125
2014-11-24 15:00:00,1752.59969224444,-111.1377781819399,0.49984066510571246,[12351.6142578125],1641.4619140625
2014-11-24 16:00:00,1843.9365174897894,-187.11669327103937,0.49995780175279136,[35012.66015625],1656.81982421875
2014-11-24 17:00:00,1803.30554048439,122.9377456484226,0.5001765158843223,[15113.6884765625],1926.2432861328125
2014-11-24 18:00:00,2399.84990158065,-569.1003898619001,0.5002421455224666,[323875.1875],1830.74951171875
2014-11-24 19:00:00,2613.62544169505,-763.1907493122376,0.500225169889204,[582460.1875],1850.4346923828125
2014-11-24 20:00:00,2591.4367712975,-575.948245906875,0.5002455758634354,[331716.375],2015.488525390625
2014-11-24 21:00:00,2061.78342640834,-804.2459508224024,0.5001461031312072,[646811.5625],1257.5374755859375
2014-11-24 22:00:00,2769.5639295519604,-549.7187147082104,0.49988151514000434,[302190.71875],2219.84521484375
