timestamp,value,is_anomaly,error_prediction,convergence_loss,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2013-10-09 16:25:00,0.150450037425,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 16:30:00,0.822593658422,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 16:35:00,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 16:40:00,0.909055970319,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 16:45:00,0.660093207242,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 16:50:00,0.441121807851,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 16:55:00,0.341952697346,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 17:00:00,0.274176994631,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 17:05:00,0.243433006393,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 17:10:00,0.264638864175,0,0.0,0,0.0,0.0,0.0,0.0,0.0
2013-10-09 17:15:00,0.241864918099,0,0.209941117392,[0.044075272977352142],0.209941117392,0.0319238007069,0.0,0.0,0.0
2013-10-09 17:20:00,0.212234103374,0,0.167230748824,[0.027966124936938286],0.167230748824,0.0450033545494,0.0,0.0,0.0
2013-10-09 17:25:00,0.176347777335,0,0.130431190221,[0.017012296244502068],0.130431190221,0.0459165871143,0.0,0.0,0.0
2013-10-09 17:30:00,0.186637468612,0,0.150240309512,[0.022572148591279984],0.150240309512,0.0363971590996,0.0,0.0,0.0
2013-10-09 17:35:00,0.136062144704,0,0.0939746791792,[0.0088312402367591858],0.0939746791792,0.0420874655247,0.0,0.0,0.0
2013-10-09 17:40:00,0.122071185169,0,0.0941450977899,[0.0088632991537451744],0.0941450977899,0.0279260873795,0.0,0.0,0.0
2013-10-09 17:45:00,0.123814746334,0,0.0992611791629,[0.0098527818918228149],0.0992611791629,0.0245535671711,0.0,0.0,0.0
2013-10-09 17:50:00,0.107004839286,0,0.0812638879867,[0.0066038188524544239],0.0812638879867,0.0257409512997,0.0,0.0,0.0
2013-10-09 17:55:00,0.119536326395,0,0.0912884037358,[0.0083335721865296364],0.0912884037358,0.0282479226589,0.0,0.0,0.0
2013-10-09 18:00:00,0.109584993918,0,0.0759826668096,[0.0057733659632503986],0.0759826668096,0.0336023271084,0.0,0.0,0.0
2013-10-09 18:05:00,0.101505242516,0,0.0648366736667,[0.0042037940584123135],0.0648366736667,0.0366685688496,0.0,0.0,0.0
2013-10-09 18:10:00,0.106064625866,0,0.0662978969876,[0.0043954108841717243],0.0662978969876,0.039766728878,0.0,0.0,0.0
2013-10-09 18:15:00,0.119387957269,0,0.0763199059313,[0.0058247274719178677],0.0763199059313,0.0430680513382,0.0,0.0,0.0
2013-10-09 18:20:00,0.11940186811,0,0.06980481339,[0.0048727113753557205],0.06980481339,0.0495970547199,0.0,0.0,0.0
2013-10-09 18:25:00,0.129118978786,0,0.0779316125391,[0.0060733361169695854],0.0779316125391,0.0511873662472,0.0,0.0,0.0
2013-10-09 18:30:00,0.166004191431,0,0.113586346897,[0.012901859357953072],0.113586346897,0.0524178445339,0.0,0.0,0.0
2013-10-09 18:35:00,0.18664087387,0,0.124194428643,[0.015424256213009357],0.124194428643,0.0624464452267,0.0,0.0,0.0
2013-10-09 18:40:00,0.206301218832,0,0.134304380978,[0.018037665635347366],0.134304380978,0.0719968378544,0.0,0.0,0.0
2013-10-09 18:45:00,0.21204173924,0,0.130672637239,[0.017075337469577789],0.130672637239,0.0813691020012,0.0,0.0,0.0
2013-10-09 18:50:00,0.22244785806,0,0.13914348265,[0.01936090923845768],0.13914348265,0.0833043754101,0.0,0.0,0.0
2013-10-09 18:55:00,0.195777938066,0,0.106432304082,[0.011327835731208324],0.106432304082,0.0893456339836,0.0,0.0,0.0
2013-10-09 19:00:00,0.215746857349,0,0.137759246055,[0.018977612257003784],0.137759246055,0.0779876112938,0.0,0.0,0.0
2013-10-09 19:05:00,0.219915745886,0,0.130068389805,[0.016917785629630089],0.130068389805,0.089847356081,0.0,0.0,0.0
2013-10-09 19:10:00,0.209379953926,0,0.116324288433,[0.013531340286135674],0.116324288433,0.093055665493,0.0,0.0,0.0
2013-10-09 19:15:00,0.194522023653,0,0.10116222546,[0.010233796201646328],0.10116222546,0.093359798193,0.0,0.0,0.0
2013-10-09 19:20:00,0.191762661565,0,0.101814156402,[0.010366121307015419],0.101814156402,0.0899485051632,0.0,0.0,0.0
2013-10-09 19:25:00,0.187780858025,0,0.0965384552329,[0.0093196732923388481],0.0965384552329,0.091242402792,0.0,0.0,0.0
2013-10-09 19:30:00,0.177055409012,0,0.0829448605154,[0.0068798488937318325],0.0829448605154,0.0941105484962,0.0,0.0,0.0
2013-10-09 19:35:00,0.175255308711,0,0.0825330716012,[0.006811708677560091],0.0825330716012,0.0927222371101,0.0,0.0,0.0
