Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,predicted_anomaly,convergenceLossNormal50,convergenceLossNormal100,convergenceLossNormal150,convergenceLossNormalOverall150
0,2014-04-01 00:00:00,0.0514129750204,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
1,2014-04-01 00:05:00,0.0188772101117,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
2,2014-04-01 00:10:00,0.0485822627754,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
3,2014-04-01 00:15:00,0.00533657448991,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
4,2014-04-01 00:20:00,0.00238661608422,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
5,2014-04-01 00:25:00,0.0288066191975,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
6,2014-04-01 00:30:00,0.00340344096773,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
7,2014-04-01 00:35:00,0.0224295491808,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
8,2014-04-01 00:40:00,0.0512572206276,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
9,2014-04-01 00:45:00,0.0137972385099,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
10,2014-04-01 00:50:00,0.040349993455,0,0.00080733775394,0.00148865801748,1.0,0.00278320846506,0.0,0.0,0.0,0,0.5,0.5,0.5,0.00278320846506
