,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score
0,2015-02-26 21:42:53,0.07526881720430108,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
1,2015-02-26 21:47:53,0.08817204301075267,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
2,2015-02-26 21:52:53,0.06881720430107527,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
3,2015-02-26 21:57:53,0.07741935483870968,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
4,2015-02-26 22:02:53,0.06881720430107527,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
5,2015-02-26 22:07:53,0.053763440860215055,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
6,2015-02-26 22:12:53,0.07096774193548387,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
7,2015-02-26 22:17:53,0.04301075268817205,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
8,2015-02-26 22:22:53,0.08172043010752689,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
9,2015-02-26 22:27:53,0.060215053763440864,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
10,2015-02-26 22:32:53,0.060215053763440864,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
11,2015-02-26 22:37:53,0.05806451612903226,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
12,2015-02-26 22:42:53,0.06451612903225806,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
13,2015-02-26 22:47:53,0.06666666666666668,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
14,2015-02-26 22:52:53,0.08172043010752689,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
15,2015-02-26 22:57:53,0.07526881720430108,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
16,2015-02-26 23:02:53,0.07096774193548387,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
17,2015-02-26 23:07:53,0.05161290322580645,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
18,2015-02-26 23:12:53,0.060215053763440864,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
19,2015-02-26 23:17:53,0.04301075268817205,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
20,2015-02-26 23:22:53,0.07526881720430108,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
21,2015-02-26 23:27:53,0.06236559139784946,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
22,2015-02-26 23:32:53,0.05161290322580645,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
23,2015-02-26 23:37:53,0.05161290322580645,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
24,2015-02-26 23:42:53,0.07096774193548387,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
25,2015-02-26 23:47:53,0.07741935483870968,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
26,2015-02-26 23:52:53,0.03870967741935484,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
27,2015-02-26 23:57:53,0.060215053763440864,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
28,2015-02-27 00:02:53,0.04301075268817205,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
29,2015-02-27 00:07:53,0.12688172043010754,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
30,2015-02-27 00:12:53,0.08817204301075267,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
31,2015-02-27 00:17:53,0.2086021505376344,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
32,2015-02-27 00:22:53,0.13118279569892474,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
33,2015-02-27 00:27:53,0.2258064516129032,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
34,2015-02-27 00:32:53,0.11182795698924733,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
35,2015-02-27 00:37:53,0.06451612903225806,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
36,2015-02-27 00:42:53,0.04946236559139785,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
37,2015-02-27 00:47:53,0.055913978494623665,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
38,2015-02-27 00:52:53,0.09247311827956987,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
39,2015-02-27 00:57:53,0.05161290322580645,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
40,2015-02-27 01:02:53,0.08817204301075267,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
41,2015-02-27 01:07:53,0.05161290322580645,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
42,2015-02-27 01:12:53,0.07096774193548387,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
43,2015-02-27 01:17:53,0.04301075268817205,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
44,2015-02-27 01:22:53,0.045161290322580636,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
45,2015-02-27 01:27:53,0.07311827956989247,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
46,2015-02-27 01:32:53,0.08387096774193549,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
47,2015-02-27 01:37:53,0.08817204301075267,0,-0.034208621829748154,0.006645584478974342,0.5,0.006645584478974342
