timestamp,value,is_anomaly,convergenceLoss,anomaly_score,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-01 00:00:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:05:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:10:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:15:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:20:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:25:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:30:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:35:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:40:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:45:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:50:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 00:55:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:00:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:05:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:10:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:15:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:20:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:25:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:30:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:35:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:40:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:45:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:50:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 01:55:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 02:00:00,0.0,0,0.00715455180034,0.00715455180034,[0],0.0,0.0,0.0
2014-04-01 02:05:00,0.0,0,0.00142890703864,0.00142890703864,[[ 0.02365725  0.02782531  0.03736588  0.04209738  0.05140257]],0.0,0.0,0.0
2014-04-01 02:10:00,0.0,0,0.00138178025372,0.00138178025372,[[ 0.02315709  0.02719212  0.03678625  0.04146815  0.05060043]],0.0,0.0,0.0
2014-04-01 02:15:00,0.0,0,0.00133357010782,0.00133357010782,[[ 0.02261977  0.02653085  0.03617967  0.04081562  0.04977376]],0.0,0.0,0.0
2014-04-01 02:20:00,0.0,0,0.00128465914167,0.00128465914167,[[ 0.02205049  0.02584584  0.03554996  0.04014321  0.04892635]],0.0,0.0,0.0
2014-04-01 02:25:00,0.0,0,0.00123538693879,0.00123538693879,[[ 0.02145387  0.02514099  0.03490059  0.03945399  0.04806171]],0.0,0.0,0.0
2014-04-01 02:30:00,0.0,0,0.00118606188335,0.00118606188335,[[ 0.02083439  0.02442005  0.03423482  0.03875092  0.04718307]],0.0,0.0,0.0
