timestamp,value,is_anomaly,error_prediction,convergence_loss,sigmoid_error_prediction,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,predicted_anomaly
2014-02-14 14:27:00,0.00506805084399,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 14:32:00,0.00351493848858,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 14:37:00,0.00484325826624,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 14:42:00,0.00271794662198,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 14:47:00,0.00561981444394,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 14:52:00,0.00343319573303,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 14:57:00,0.00578329995504,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 15:02:00,0.00461846568848,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 15:07:00,0.00613070666612,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 15:12:00,0.00388278088854,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 15:17:00,0.00564025013283,0,0.000536329500131,3.42564308085e-05,0.500134082372,0.5,0.0,0.0,0.0,0
2014-02-14 15:22:00,0.0166959578207,0,0.000558645321426,3.14483877446e-05,0.500139661327,0.5,0.0,0.0,0.0,0
2014-02-14 15:27:00,0.00643724199943,0,0.000561761200884,5.03160990775e-05,0.500140440297,0.5,0.0,0.0,0.0,0
2014-02-14 15:32:00,0.00239097559979,0,0.000251479164084,3.87198560929e-05,0.500062869791,0.5,0.0,0.0,0.0,0
2014-02-14 15:37:00,0.00506805084399,0,0.000772496109044,3.74703849957e-05,0.500193124018,0.5,0.0,0.0,0.0,0
2014-02-14 15:42:00,0.00257489679977,0,0.000233057685991,4.45771111117e-05,0.500058264421,0.5,0.0,0.0,0.0,0
2014-02-14 15:47:00,0.00525197204398,0,0.000529568180671,5.41112603969e-05,0.500132392042,0.5,0.0,0.0,0.0,0
2014-02-14 15:52:00,0.00275881799975,0,0.000936731674935,5.05665957462e-05,0.500234182902,0.5,0.0,0.0,0.0,0
2014-02-14 15:57:00,0.00613070666612,0,0.000574995964588,6.57709824736e-05,0.500143748987,0.5,0.0,0.0,0.0,0
2014-02-14 16:02:00,0.00275881799975,0,0.000488102457808,5.96997560933e-05,0.500122025612,0.5,0.0,0.0,0.0,0
2014-02-14 16:07:00,0.018269505865,0,0.000504723607138,4.72089268442e-05,0.500126180899,0.5,0.0,0.0,0.0,0
2014-02-14 16:12:00,0.00400539502187,0,0.00123807529024,5.73746401642e-05,0.500309518783,0.5,0.0,0.0,0.0,0
2014-02-14 16:17:00,0.00510892222177,0,3.33651868622e-05,2.8855050914e-05,0.500008341297,0.5,0.0,0.0,0.0,0
2014-02-14 16:22:00,0.00341276004414,0,0.000588984275391,1.86478682735e-05,0.500147246065,0.5,0.0,0.0,0.0,0
2014-02-14 16:27:00,0.00494543671067,0,2.38364415844e-05,2.33643804677e-05,0.50000595911,0.5,0.0,0.0,0.0,0
2014-02-14 16:32:00,0.00326971022193,0,0.000372981874868,3.0781928217e-05,0.500093245468,0.5,0.0,0.0,0.0,0
2014-02-14 16:37:00,0.00561981444394,0,0.000629804846095,3.65650776075e-05,0.500157451206,0.5,0.0,0.0,0.0,0
2014-02-14 16:42:00,0.00373973106633,0,0.000449951949636,4.05724676966e-05,0.500112487986,0.5,0.0,0.0,0.0,0
2014-02-14 16:47:00,0.00525197204398,0,0.000318864375175,4.3659885705e-05,0.500079716093,0.5,0.0,0.0,0.0,0
2014-02-14 16:52:00,0.0039440879552,0,0.000462746831695,3.11375551973e-05,0.500115686706,0.5,0.0,0.0,0.0,0
2014-02-14 16:57:00,0.00541545755507,0,0.0009411801166,2.31554367929e-05,0.500235295012,0.5,0.0,0.0,0.0,0
2014-02-14 17:02:00,0.00314709608861,0,0.000278202458901,6.5564245233e-06,0.500069550614,0.5,0.0,0.0,0.0,0
2014-02-14 17:07:00,0.00539502186619,0,0.000214350173723,6.58057842884e-06,0.500053587543,0.5,0.0,0.0,0.0,0
2014-02-14 17:12:00,0.0166959578207,0,0.000247840508322,5.62597688258e-06,0.500061960127,0.5,0.0,0.0,0.0,0
2014-02-14 17:17:00,0.00637593493277,0,0.000252288788016,1.82398543984e-05,0.500063072197,0.5,0.0,0.0,0.0,0
2014-02-14 17:22:00,0.00365798831079,0,3.80210003212e-05,1.86555880646e-05,0.50000950525,0.5,0.0,0.0,0.0,0
2014-02-14 17:27:00,0.0055380716884,0,0.000466798787153,1.46916554513e-05,0.500116699695,0.5,0.0,0.0,0.0,0
2014-02-14 17:32:00,0.00261576817755,0,0.000100082004775,1.07028145067e-05,0.500025020501,0.5,0.0,0.0,0.0,0
2014-02-14 17:37:00,0.00588547839948,0,0.000214880522536,1.91418403119e-05,0.50005372013,0.5,0.0,0.0,0.0,0
2014-02-14 17:42:00,0.00312666039972,0,0.000590526703283,1.41642594826e-05,0.500147631672,0.5,0.0,0.0,0.0,0
2014-02-14 17:47:00,0.00621244942167,0,0.000236583805921,2.55291761277e-05,0.500059145951,0.5,0.0,0.0,0.0,0
2014-02-14 17:52:00,0.0036375526219,0,0.000212308829137,2.37473104789e-05,0.500053077207,0.5,0.0,0.0,0.0,0
2014-02-14 17:57:00,0.00678464871051,0,0.000238256586634,2.18660534301e-05,0.500059564146,0.5,0.0,0.0,0.0,0
2014-02-14 18:02:00,0.00433236604406,0,0.000859507564815,1.54126282723e-05,0.500214876878,0.5,0.0,0.0,0.0,0
2014-02-14 18:07:00,0.00641680631054,0,5.43694947301e-05,2.51595974987e-06,0.500013592374,0.5,0.0,0.0,0.0,0
2014-02-14 18:12:00,0.00443454448849,0,0.000104830324742,2.36210644289e-06,0.500026207581,0.5,0.0,0.0,0.0,0
2014-02-14 18:17:00,0.00621244942167,0,9.67800653151e-06,2.13353405343e-06,0.500002419502,0.5,0.0,0.0,0.0,0
2014-02-14 18:22:00,0.0160624514652,0,1.73818035162e-05,1.9339154278e-06,0.500004345451,0.5,0.0,0.0,0.0,0
2014-02-14 18:27:00,0.00529284342175,0,0.000121034338304,1.11553481474e-05,0.500030258585,0.5,0.0,0.0,0.0,0
2014-02-14 18:32:00,0.00373973106633,0,0.000214470732899,1.33146431835e-05,0.500053617683,0.5,0.0,0.0,0.0,0
2014-02-14 18:37:00,0.00598765684391,0,0.000328462456682,1.15649727377e-05,0.500082115613,0.5,0.0,0.0,0.0,0
2014-02-14 18:42:00,0.00345363142192,0,0.000235139542526,9.31679369387e-06,0.500058784885,0.5,0.0,0.0,0.0,0
2014-02-14 18:47:00,0.00547676462174,0,0.000167315554025,1.48077351696e-05,0.500041828888,0.5,0.0,0.0,0.0,0
2014-02-14 18:52:00,0.00439367311072,0,0.000410028045847,8.88157592271e-06,0.50010250701,0.5,0.0,0.0,0.0,0
2014-02-14 18:57:00,0.00666203457719,0,0.000121091428412,1.61804455274e-05,0.500030272857,0.5,0.0,0.0,0.0,0
2014-02-14 19:02:00,0.00357624555524,0,5.92540844982e-05,1.59699302458e-05,0.500014813521,0.5,0.0,0.0,0.0,0
2014-02-14 19:07:00,0.00598765684391,0,0.000155173872926,1.50490350279e-05,0.500038793468,0.5,0.0,0.0,0.0,0
2014-02-14 19:12:00,0.00443454448849,0,0.000651473359596,9.06960303837e-06,0.500162868334,0.5,0.0,0.0,0.0,0
2014-02-14 19:17:00,0.00952303102138,0,0.000134530351514,9.3337450835e-07,0.500033632588,0.5,0.0,0.0,0.0,0
