Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,convergenceLossNormal100,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
0,2015-02-26 21:42:53,0.0421303656598,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
1,2015-02-26 21:47:53,0.0508744038156,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
2,2015-02-26 21:52:53,0.0389507154213,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
3,2015-02-26 21:57:53,0.0381558028617,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
4,2015-02-26 22:02:53,0.0174880763116,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
5,2015-02-26 22:07:53,0.0182829888712,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
6,2015-02-26 22:12:53,0.0135135135135,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
7,2015-02-26 22:17:53,0.0278219395866,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
8,2015-02-26 22:22:53,0.0182829888712,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
9,2015-02-26 22:27:53,0.0310015898251,0,"[-0.020886272192001343, -0.013855117373168468, 0.0020088786259293556, -0.0038695838302373886, 0.006330880336463451, -0.017691629007458687]",0.000501484319102,0.5,0.5,0.5,0.0,0.0,0.0
