timestamp,value,is_anomaly,error_prediction,convergence_loss,sigmoid_error_prediction,anomaly_score,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard,predicted_anomaly
2014-03-01 17:34:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 17:39:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 17:44:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 17:49:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 17:54:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 17:59:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:04:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:09:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:14:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:19:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:24:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:29:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:34:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:39:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:44:00,0.0,0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0
2014-03-01 18:49:00,0.0,0,0.100134600699,0.0401078090072,0.525012753555,0.5,0.0,0.0,0.0,0
2014-03-01 18:54:00,0.0,0,0.0999457597733,0.0399566590786,0.524965661248,0.5,0.0,0.0,0.0,0
2014-03-01 18:59:00,0.0,0,0.0996708974242,0.039737187326,0.524897116508,0.5,0.0,0.0,0.0,0
2014-03-01 19:04:00,0.0,0,0.0993192091584,0.0394572541118,0.524809411674,0.5,0.0,0.0,0.0,0
2014-03-01 19:09:00,0.0,0,0.0988990321755,0.0391241125762,0.524704624959,0.5,0.0,0.0,0.0,0
2014-03-01 19:14:00,0.0,0,0.0984179213643,0.0387443937361,0.524584639464,0.5,0.0,0.0,0.0,0
2014-03-01 19:19:00,0.0,0,0.0978827193379,0.038324162364,0.524451160682,0.5,0.0,0.0,0.0,0
2014-03-01 19:24:00,0.0,0,0.0972996219993,0.0378689281642,0.524305732889,0.5,0.0,0.0,0.0,0
2014-03-01 19:29:00,0.0,0,0.0966742381454,0.0373837091029,0.524149754016,0.5,0.0,0.0,0.0,0
2014-03-01 19:34:00,0.0,0,0.0960116431117,0.0368730314076,0.523984489052,0.5,0.0,0.0,0.0,0
2014-03-01 19:39:00,0.0,0,0.0953164279461,0.0363409854472,0.523811082303,0.5,0.0,0.0,0.0,0
2014-03-01 19:44:00,0.0,0,0.094592744112,0.0357912555337,0.523630568547,0.5,0.0,0.0,0.0,0
2014-03-01 19:49:00,0.0,0,0.0938443437219,0.0352271646261,0.523443883066,0.5,0.0,0.0,0.0,0
2014-03-01 19:54:00,0.0,0,0.0930746152997,0.0346516668797,0.52325187056,0.5,0.0,0.0,0.0,0
2014-03-01 19:59:00,0.0,0,0.0922866210341,0.034067414701,0.523055294431,0.5,0.0,0.0,0.0,0
2014-03-01 20:04:00,0.0,0,0.0914831236005,0.0334767922759,0.522854843466,0.5,0.0,0.0,0.0,0
2014-03-01 20:09:00,0.0,0,0.090666615963,0.0328818932176,0.522651139264,0.5,0.0,0.0,0.0,0
2014-03-01 20:14:00,0.0,0,0.0898393467069,0.0322845950723,0.522444742545,0.5,0.0,0.0,0.0,0
2014-03-01 20:19:00,0.0,0,0.0890033379197,0.031686540693,0.5222361576,0.5,0.0,0.0,0.0,0
2014-03-01 20:24:00,0.0,0,0.0881604120135,0.0310892015696,0.522025838975,0.5,0.0,0.0,0.0,0
