timestamp,value,error_prediction,anomaly_score,convergence_loss,prediction,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-02 14:29:00,42.652,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 14:34:00,41.362,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 14:39:00,43.408,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 14:44:00,40.262,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 14:49:00,40.328,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 14:54:00,42.652,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 14:59:00,39.836,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 15:04:00,42.57,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 15:09:00,45.212,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 15:14:00,41.15,0.0,0.5,0,0.0,0.0,0.0,0.0
2014-04-02 15:19:00,42.91,-36.3698855972,0.5,[1322.7685546875],6.54011440277,0.0,0.0,0.0
2014-04-02 15:24:00,43.756,-37.5343470154,0.5,[1408.8272705078125],6.22165298462,0.0,0.0,0.0
2014-04-02 15:29:00,38.522,-31.4432918282,0.5,[988.6805419921875],7.07870817184,0.0,0.0,0.0
2014-04-02 15:34:00,42.488,-36.9326558952,0.5,[1364.02099609375],5.55534410477,0.0,0.0,0.0
2014-04-02 15:39:00,41.268,-35.351896637,0.5,[1249.7567138671875],5.91610336304,0.0,0.0,0.0
2014-04-02 15:44:00,42.136,-35.5564702377,0.5,[1264.2628173828125],6.57952976227,0.0,0.0,0.0
2014-04-02 15:49:00,42.066,-35.7671876106,0.5,[1279.2918701171875],6.29881238937,0.0,0.0,0.0
2014-04-02 15:54:00,43.544,-37.3800524178,0.5,[1397.2681884765625],6.16394758224,0.0,0.0,0.0
2014-04-02 15:59:00,38.404,-31.3488766708,0.5,[982.7520751953125],7.05512332916,0.0,0.0,0.0
2014-04-02 16:04:00,42.018,-36.5348275833,0.5,[1334.793701171875],5.48317241669,0.0,0.0,0.0
2014-04-02 16:09:00,44.872,-38.8249700279,0.505021400837,[1507.3782958984375],6.04702997208,0.0,0.0,0.0
2014-04-02 16:14:00,40.658,-33.0020599442,0.522127523661,[1089.135986328125],7.65594005585,0.0,0.0,0.0
2014-04-02 16:19:00,42.276,-36.1319799194,0.489224586224,[1305.52001953125],6.14402008057,0.0,0.0,0.0
2014-04-02 16:24:00,43.052,-36.8471717377,0.497416714083,[1357.7137451171875],6.20482826233,0.0,0.0,0.0
2014-04-02 16:29:00,43.568,-36.7730623894,0.491194225996,[1352.2581787109375],6.79493761063,0.0,0.0,0.0
2014-04-02 16:34:00,38.356,-31.4743052063,0.503561833478,[990.6318359375],6.8816947937,0.0,0.0,0.0
2014-04-02 16:39:00,39.788,-34.7280868416,0.508751621928,[1206.0399169921875],5.05991315842,0.0,0.0,0.0
2014-04-02 16:44:00,41.83,-36.0118013191,0.523852383999,[1296.8499755859375],5.81819868088,0.0,0.0,0.0
2014-04-02 16:49:00,39.038,-32.6211604004,0.500132264322,[1064.1400146484375],6.41683959961,0.0,0.0,0.0
2014-04-02 16:54:00,42.184,-36.5750551071,0.505299042685,[1337.734619140625],5.60894489288,0.0,0.0,0.0
2014-04-02 16:59:00,41.76,-35.2295219994,0.537471858586,[1241.1190185546875],6.53047800064,0.0,0.0,0.0
