Unnamed: 0,timestamp,value,is_anomaly,prediction,convergenceLoss,convergenceLossNormal,anomaly_score,convergenceLossNormal100,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
0,2014-04-10 00:04:00,0.141984732824,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
1,2014-04-10 00:09:00,0.0839694656489,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
2,2014-04-10 00:14:00,0.283969465649,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
3,2014-04-10 00:19:00,0.143511450382,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
4,2014-04-10 00:24:00,0.0763358778626,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
5,2014-04-10 00:29:00,0.0137404580153,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
6,2014-04-10 00:34:00,0.0732824427481,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
7,2014-04-10 00:39:00,0.119083969466,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
8,2014-04-10 00:44:00,0.0351145038168,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
9,2014-04-10 00:49:00,0.109923664122,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
10,2014-04-10 00:54:00,0.0671755725191,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
11,2014-04-10 00:59:00,0.012213740458,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
12,2014-04-10 01:04:00,0.0488549618321,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
13,2014-04-10 01:09:00,0.0198473282443,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
14,2014-04-10 01:14:00,0.0854961832061,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
15,2014-04-10 01:19:00,0.210687022901,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
16,2014-04-10 01:24:00,0.030534351145,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
17,2014-04-10 01:29:00,0.0702290076336,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
18,2014-04-10 01:34:00,0.187786259542,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
19,2014-04-10 01:39:00,0.0503816793893,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
20,2014-04-10 01:44:00,0.109923664122,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
21,2014-04-10 01:49:00,0.00763358778626,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
22,2014-04-10 01:54:00,0.174045801527,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
23,2014-04-10 01:59:00,0.0198473282443,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
24,2014-04-10 02:04:00,0.030534351145,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
25,2014-04-10 02:09:00,0.137404580153,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
26,2014-04-10 02:14:00,0.0824427480916,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
27,2014-04-10 02:19:00,0.128244274809,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
28,2014-04-10 02:24:00,0.154198473282,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
29,2014-04-10 02:29:00,0.180152671756,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
30,2014-04-10 02:34:00,0.210687022901,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
31,2014-04-10 02:39:00,0.103816793893,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
32,2014-04-10 02:44:00,0.215267175573,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
33,2014-04-10 02:49:00,0.0671755725191,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
34,2014-04-10 02:54:00,0.0717557251908,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
35,2014-04-10 02:59:00,0.0030534351145,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
36,2014-04-10 03:04:00,0.0473282442748,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
37,2014-04-10 03:09:00,0.00458015267176,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
38,2014-04-10 03:14:00,0.108396946565,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
39,2014-04-10 03:19:00,0.15572519084,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
40,2014-04-10 03:24:00,0.0961832061069,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
41,2014-04-10 03:29:00,0.0656488549618,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
42,2014-04-10 03:34:00,0.0442748091603,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
43,2014-04-10 03:39:00,0.00458015267176,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
44,2014-04-10 03:44:00,0.00458015267176,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
45,2014-04-10 03:49:00,0.119083969466,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
46,2014-04-10 03:54:00,0.125190839695,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
47,2014-04-10 03:59:00,0.0030534351145,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
48,2014-04-10 04:04:00,0.030534351145,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
49,2014-04-10 04:09:00,0.0488549618321,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
50,2014-04-10 04:14:00,0.108396946565,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
51,2014-04-10 04:19:00,0.131297709924,0,[ 0.00032322],0.0116799306124,0.5,0.5,0.5,0.0,0.0,0.0
52,2014-04-10 04:24:00,0.288549618321,0,[ 0.00567872],0.0157801322639,0.5,0.5,0.5,0.0,0.0,0.0
53,2014-04-10 04:29:00,0.0137404580153,0,[ 0.01134501],0.076842404902,0.5,0.5,0.5,0.0,0.0,0.0
54,2014-04-10 04:34:00,0.0656488549618,0,[ 0.01746162],1.38470795719e-05,0.5,0.5,0.5,0.0,0.0,0.0
55,2014-04-10 04:39:00,0.0351145038168,0,[ 0.02107069],0.00198721303605,0.5,0.5,0.5,0.0,0.0,0.0
56,2014-04-10 04:44:00,0.0473282442748,0,[ 0.02539887],9.43935010582e-05,0.5,0.5,0.5,0.0,0.0,0.0
57,2014-04-10 04:49:00,0.167938931298,0,[ 0.02813307],0.000368454726413,0.5,0.5,0.5,0.0,0.0,0.0
58,2014-04-10 04:54:00,0.160305343511,0,[ 0.03104818],0.0187390781939,0.5,0.5,0.5,0.0,0.0,0.0
59,2014-04-10 04:59:00,0.0732824427481,0,[ 0.03651189],0.0153248170391,0.5,0.5,0.5,0.0,0.0,0.0
60,2014-04-10 05:04:00,0.0839694656489,0,[ 0.04269628],0.000935513467994,0.5,0.5,0.5,0.0,0.0,0.0
61,2014-04-10 05:09:00,0.119083969466,0,[ 0.04680412],0.00138126336969,0.5,0.5,0.5,0.0,0.0,0.0
62,2014-04-10 05:14:00,0.0625954198473,0,[ 0.05111118],0.00462029967457,0.5,0.5,0.5,0.0,0.0,0.0
63,2014-04-10 05:19:00,0.169465648855,0,[ 0.05655298],3.65110754501e-05,0.5,0.5,0.5,0.0,0.0,0.0
64,2014-04-10 05:24:00,0.030534351145,0,[ 0.06003951],0.0119740804657,0.5,0.5,0.5,0.0,0.0,0.0
65,2014-04-10 05:29:00,0.0717557251908,0,[ 0.06703271],0.00133213028312,0.5,0.5,0.5,0.0,0.0,0.0
66,2014-04-10 05:34:00,0.0717557251908,0,[ 0.06922643],6.39732479613e-06,0.5,0.5,0.5,0.0,0.0,0.0
67,2014-04-10 05:39:00,0.137404580153,0,[ 0.07256134],6.49017749765e-07,0.5,0.5,0.5,0.0,0.0,0.0
68,2014-04-10 05:44:00,0.290076335878,0,[ 0.07556365],0.00382429966703,0.5,0.5,0.5,0.0,0.0,0.0
69,2014-04-10 05:49:00,0.0106870229008,0,[ 0.08130382],0.0435859672725,0.5,0.5,0.5,0.0,0.0,0.0
70,2014-04-10 05:54:00,0.036641221374,0,[ 0.09224685],0.00665200594813,0.5,0.5,0.5,0.0,0.0,0.0
71,2014-04-10 05:59:00,0.140458015267,0,[ 0.0932068],0.00319966464303,0.5,0.5,0.5,0.0,0.0,0.0
72,2014-04-10 06:04:00,0.0549618320611,0,[ 0.09402586],0.0021559454035,0.5,0.5,0.5,0.0,0.0,0.0
73,2014-04-10 06:09:00,0.0351145038168,0,[ 0.09882968],0.00192438811064,0.5,0.5,0.5,0.0,0.0,0.0
74,2014-04-10 06:14:00,0.0519083969466,0,[ 0.09954932],0.0041518448852,0.5,0.5,0.5,0.0,0.0,0.0
75,2014-04-10 06:19:00,0.0671755725191,0,[ 0.09832031],0.00215406529605,0.5,0.5,0.5,0.0,0.0,0.0
76,2014-04-10 06:24:00,0.0152671755725,0,[ 0.09707543],0.000894001044799,0.5,0.5,0.5,0.0,0.0,0.0
77,2014-04-10 06:29:00,0.0748091603053,0,[ 0.09603301],0.00652312021703,0.5,0.5,0.5,0.0,0.0,0.0
78,2014-04-10 06:34:00,0.0030534351145,0,[ 0.0920396],0.000296887941658,0.5,0.5,0.5,0.0,0.0,0.0
79,2014-04-10 06:39:00,0.112977099237,0,[ 0.09052509],0.0076512908563,0.5,0.5,0.5,0.0,0.0,0.0
80,2014-04-10 06:44:00,0.119083969466,0,[ 0.08553892],0.000752854044549,0.5,0.5,0.5,0.0,0.0,0.0
81,2014-04-10 06:49:00,0.0320610687023,0,[ 0.08548656],0.00112878589425,0.5,0.5,0.5,0.0,0.0,0.0
82,2014-04-10 06:54:00,0.21679389313,0,[ 0.0861533],0.00292596919462,0.5,0.5,0.5,0.0,0.0,0.0
83,2014-04-10 06:59:00,0.0351145038168,0,[ 0.08334816],0.0178077649325,0.5,0.5,0.5,0.0,0.0,0.0
84,2014-04-10 07:04:00,0.337404580153,0,[ 0.08857274],0.00285778311081,0.5,0.5,0.5,0.0,0.0,0.0
85,2014-04-10 07:09:00,0.0854961832061,0,[ 0.086532],0.0629370510578,0.5,0.5,0.5,0.0,0.0,0.0
86,2014-04-10 07:14:00,0.0137404580153,0,[ 0.09650631],0.000121222859889,0.5,0.5,0.5,0.0,0.0,0.0
87,2014-04-10 07:19:00,0.0687022900763,0,[ 0.09805016],0.00710812630132,0.5,0.5,0.5,0.0,0.0,0.0
88,2014-04-10 07:24:00,0.00763358778626,0,[ 0.09541292],0.000713458110113,0.5,0.5,0.5,0.0,0.0,0.0
89,2014-04-10 07:29:00,0.0900763358779,0,[ 0.09465464],0.00757266348228,0.5,0.5,0.5,0.0,0.0,0.0
90,2014-04-10 07:34:00,0.0442748091603,0,[ 0.09064338],3.21535878811e-07,0.5,0.5,0.5,0.0,0.0,0.0
91,2014-04-10 07:39:00,0.024427480916,0,[ 0.08998428],0.00208935514092,0.5,0.5,0.5,0.0,0.0,0.0
92,2014-04-10 07:44:00,0.0152671755725,0,[ 0.08750802],0.00397915393114,0.5,0.5,0.5,0.0,0.0,0.0
93,2014-04-10 07:49:00,0.161832061069,0,[ 0.08399779],0.00472389766946,0.5,0.5,0.5,0.0,0.0,0.0
94,2014-04-10 07:54:00,0.181679389313,0,[ 0.07999147],0.00669788196683,0.5,0.5,0.5,0.0,0.0,0.0
95,2014-04-10 07:59:00,0.00458015267176,0,[ 0.08249605],0.00983733218163,0.5,0.5,0.5,0.0,0.0,0.0
