timestamp,value,anomaly_score,raw_score,label
2014-04-01 01:00:00,14,0.0301029996659,1.0,0
2014-04-01 02:00:00,26658,0.0301029996659,1.0,0
2014-04-01 03:00:00,557913,1.0,1.0,0
2014-04-01 04:00:00,556985,0.0301029996659,1.0,0
2014-04-01 05:00:00,538150,0.0301029996659,1.0,0
2014-04-01 06:00:00,498716,0.0301029996659,1.0,0
2014-04-01 07:00:00,422329,0.0301029996659,0.975000023842,0
2014-04-01 08:00:00,340683,0.0301029996659,1.0,0
2014-04-01 09:00:00,289215,0.0301029996659,1.0,0
2014-04-01 10:00:00,267657,0.0301029996659,1.0,0
2014-04-01 11:00:00,256857,0.0301029996659,1.0,0
2014-04-01 12:00:00,252653,0.0301029996659,0.574999988079,0
2014-04-01 13:00:00,251031,0.0301029996659,0.975000023842,0
2014-04-01 14:00:00,254358,0.0301029996659,0.975000023842,0
2014-04-01 15:00:00,273475,0.0301029996659,0.850000023842,0
2014-04-01 16:00:00,333581,0.0301029996659,0.975000023842,0
2014-04-01 17:00:00,424835,0.0301029996659,1.0,0
2014-04-01 18:00:00,491657,0.0301029996659,1.0,0
2014-04-01 19:00:00,517065,0.0301029996659,1.0,0
2014-04-01 20:00:00,500466,0.0301029996659,1.0,0
2014-04-01 21:00:00,521411,0.0301029996659,1.0,0
2014-04-01 22:00:00,526282,0.0301029996659,0.899999976158,0
2014-04-01 23:00:00,528446,0.0301029996659,0.899999976158,0
2014-04-02 00:00:00,536492,0.0301029996659,0.449999988079,0
2014-04-02 01:00:00,556997,0.0301029996659,0.875,0
2014-04-02 02:00:00,522628,0.0301029996659,0.699999988079,0
2014-04-02 03:00:00,504756,0.0301029996659,0.600000023842,0
2014-04-02 04:00:00,497496,0.0301029996659,0.725000023842,0
2014-04-02 05:00:00,488431,0.0301029996659,0.449999988079,0
2014-04-02 06:00:00,459953,0.0301029996659,0.22499999404,0
2014-04-02 07:00:00,397466,0.0301029996659,0.375,0
2014-04-02 08:00:00,332420,0.0301029996659,0.425000011921,0
2014-04-02 09:00:00,282631,0.0301029996659,0.27500000596,0
2014-04-02 10:00:00,259489,0.0301029996659,0.0500000007451,0
2014-04-02 11:00:00,249648,0.0301029996659,0.0500000007451,0
2014-04-02 12:00:00,243837,0.0301029996659,0.15000000596,0
2014-04-02 13:00:00,242010,0.0301029996659,0.20000000298,0
2014-04-02 14:00:00,245130,0.0301029996659,0.10000000149,0
2014-04-02 15:00:00,258414,0.0301029996659,0.10000000149,0
2014-04-02 16:00:00,306897,0.0301029996659,0.449999988079,0
2014-04-02 17:00:00,388041,0.0301029996659,0.425000011921,0
2014-04-02 18:00:00,446371,0.0301029996659,0.774999976158,0
2014-04-02 19:00:00,493414,0.0301029996659,0.5,0
2014-04-02 20:00:00,515201,0.0301029996659,0.25,0
2014-04-02 21:00:00,521054,0.0301029996659,0.0,0
2014-04-02 22:00:00,523188,0.0301029996659,0.0,0
2014-04-02 23:00:00,531426,0.0301029996659,0.0,0
2014-04-03 00:00:00,547825,0.0301029996659,0.0250000003725,0
2014-04-03 01:00:00,575303,0.0301029996659,0.0500000007451,0
2014-04-03 02:00:00,582764,0.0301029996659,0.22499999404,0
2014-04-03 03:00:00,564765,0.0301029996659,0.15000000596,0
2014-04-03 04:00:00,573886,0.0301029996659,0.17499999702,0
2014-04-03 05:00:00,567536,0.0301029996659,0.125,0
2014-04-03 06:00:00,508185,0.0301029996659,0.0250000003725,0
2014-04-03 07:00:00,410432,0.0301029996659,0.10000000149,0
2014-04-03 08:00:00,316408,0.0301029996659,0.15000000596,0
2014-04-03 09:00:00,277353,0.0301029996659,0.0,0
2014-04-03 10:00:00,260699,0.0301029996659,0.0,0
2014-04-03 11:00:00,252415,0.0301029996659,0.0,0
2014-04-03 12:00:00,250543,0.0301029996659,0.0,0
2014-04-03 13:00:00,250437,0.0301029996659,0.0,0
2014-04-03 14:00:00,261377,0.0301029996659,0.0,0
2014-04-03 15:00:00,307829,0.0301029996659,0.0750000029802,0
2014-04-03 16:00:00,408788,0.0301029996659,0.649999976158,0
2014-04-03 17:00:00,519941,0.0301029996659,0.300000011921,0
2014-04-03 18:00:00,613414,1.0,0.5,0
2014-04-03 19:00:00,581743,0.0301029996659,0.975000023842,0
2014-04-03 20:00:00,671788,1.0,0.824999988079,0
2014-04-03 21:00:00,678751,0.0301029996659,1.0,0
2014-04-03 22:00:00,685646,0.0301029996659,1.0,0
2014-04-03 23:00:00,692447,0.0301029996659,0.600000023842,0
2014-04-04 00:00:00,692836,0.0301029996659,0.574999988079,0
2014-04-04 01:00:00,718478,0.0301029996659,0.850000023842,0
2014-04-04 02:00:00,681471,0.0301029996659,1.0,0
2014-04-04 03:00:00,634118,0.0301029996659,0.725000023842,0
2014-04-04 04:00:00,651371,0.0301029996659,0.449999988079,0
2014-04-04 05:00:00,650639,0.0301029996659,0.824999988079,0
2014-04-04 06:00:00,578535,0.0301029996659,0.574999988079,0
2014-04-04 07:00:00,457881,0.0301029996659,0.10000000149,0
2014-04-04 08:00:00,347949,0.0301029996659,0.0750000029802,0
2014-04-04 09:00:00,294577,0.0301029996659,0.0250000003725,0
2014-04-04 10:00:00,272011,0.0301029996659,0.0,0
2014-04-04 11:00:00,263748,0.0301029996659,0.0,0
2014-04-04 12:00:00,261945,0.0301029996659,0.0,0
2014-04-04 13:00:00,260932,0.0301029996659,0.0,0
2014-04-04 14:00:00,272059,0.0301029996659,0.0,0
2014-04-04 15:00:00,324465,0.0301029996659,0.0500000007451,0
2014-04-04 16:00:00,430198,0.0301029996659,0.17499999702,0
2014-04-04 17:00:00,544869,0.0301029996659,0.15000000596,0
2014-04-04 18:00:00,631273,0.0301029996659,0.15000000596,0
2014-04-04 19:00:00,659593,0.0301029996659,0.40000000596,0
2014-04-04 20:00:00,668699,0.0301029996659,0.25,0
2014-04-04 21:00:00,652004,0.0301029996659,0.22499999404,0
2014-04-04 22:00:00,680755,0.0301029996659,0.0750000029802,0
2014-04-04 23:00:00,680176,0.0301029996659,0.0250000003725,0
2014-04-05 00:00:00,686106,0.0301029996659,0.0500000007451,0
2014-04-05 01:00:00,716986,0.0301029996659,0.0250000003725,0
2014-04-05 02:00:00,680788,0.0301029996659,0.0750000029802,0
2014-04-05 03:00:00,638550,0.0301029996659,0.0750000029802,0
2014-04-05 04:00:00,642608,0.0301029996659,0.0250000003725,0
2014-04-05 05:00:00,627963,0.0301029996659,0.0750000029802,0
2014-04-05 06:00:00,575668,0.0301029996659,0.0500000007451,0
2014-04-05 07:00:00,461323,0.0301029996659,0.0250000003725,0
2014-04-05 08:00:00,346378,0.0301029996659,0.0750000029802,0
2014-04-05 09:00:00,295687,0.0301029996659,0.0250000003725,0
2014-04-05 10:00:00,274943,0.0301029996659,0.0250000003725,0
2014-04-05 11:00:00,266555,0.0301029996659,0.0,0
2014-04-05 12:00:00,264155,0.0301029996659,0.0,0
