timestamp,value,is_anomaly
2014-04-01 01:00:00,0,0
2014-04-01 02:00:00,367,0
2014-04-01 03:00:00,2325,0
2014-04-01 04:00:00,2522,0
2014-04-01 05:00:00,2362,0
2014-04-01 06:00:00,2014,0
2014-04-01 07:00:00,1321,0
2014-04-01 08:00:00,1318,0
2014-04-01 09:00:00,1815,0
2014-04-01 10:00:00,2274,0
2014-04-01 11:00:00,2176,0
2014-04-01 12:00:00,1897,0
2014-04-01 13:00:00,1083,0
2014-04-01 14:00:00,596,0
2014-04-01 15:00:00,348,0
2014-04-01 16:00:00,219,0
2014-04-01 17:00:00,173,0
2014-04-01 18:00:00,156,0
2014-04-01 19:00:00,280,0
2014-04-01 20:00:00,544,0
2014-04-01 21:00:00,1586,0
2014-04-01 22:00:00,3475,0
2014-04-01 23:00:00,2866,0
2014-04-02 00:00:00,2475,0
2014-04-02 01:00:00,2127,0
2014-04-02 02:00:00,1710,0
2014-04-02 03:00:00,2414,0
2014-04-02 04:00:00,2621,0
2014-04-02 05:00:00,2531,0
2014-04-02 06:00:00,1874,0
2014-04-02 07:00:00,1319,0
2014-04-02 08:00:00,1352,0
2014-04-02 09:00:00,1758,0
2014-04-02 10:00:00,2242,0
2014-04-02 11:00:00,2372,0
2014-04-02 12:00:00,2044,0
2014-04-02 13:00:00,1115,0
2014-04-02 14:00:00,594,0
2014-04-02 15:00:00,364,0
2014-04-02 16:00:00,283,0
2014-04-02 17:00:00,242,0
2014-04-02 18:00:00,233,0
2014-04-02 19:00:00,309,0
2014-04-02 20:00:00,579,0
2014-04-02 21:00:00,1607,0
2014-04-02 22:00:00,3453,0
2014-04-02 23:00:00,2777,0
2014-04-03 00:00:00,2544,0
2014-04-03 01:00:00,2018,0
2014-04-03 02:00:00,1767,0
2014-04-03 03:00:00,2373,0
2014-04-03 04:00:00,2559,0
2014-04-03 05:00:00,2359,0
2014-04-03 06:00:00,2294,0
2014-04-03 07:00:00,1531,0
2014-04-03 08:00:00,1302,0
2014-04-03 09:00:00,1717,0
2014-04-03 10:00:00,2179,0
2014-04-03 11:00:00,2356,0
2014-04-03 12:00:00,1938,0
2014-04-03 13:00:00,1159,0
2014-04-03 14:00:00,504,0
2014-04-03 15:00:00,288,0
2014-04-03 16:00:00,312,0
2014-04-03 17:00:00,258,0
2014-04-03 18:00:00,157,0
2014-04-03 19:00:00,225,0
2014-04-03 20:00:00,532,0
2014-04-03 21:00:00,1608,0
2014-04-03 22:00:00,3441,0
2014-04-03 23:00:00,2986,0
2014-04-04 00:00:00,2740,0
2014-04-04 01:00:00,2134,0
2014-04-04 02:00:00,1832,0
2014-04-04 03:00:00,2434,0
2014-04-04 04:00:00,2578,0
2014-04-04 05:00:00,2341,0
2014-04-04 06:00:00,2078,0
2014-04-04 07:00:00,1263,0
2014-04-04 08:00:00,1272,0
2014-04-04 09:00:00,1507,0
2014-04-04 10:00:00,1851,0
2014-04-04 11:00:00,2312,0
2014-04-04 12:00:00,1891,0
2014-04-04 13:00:00,1100,0
2014-04-04 14:00:00,625,0
2014-04-04 15:00:00,334,0
2014-04-04 16:00:00,238,0
2014-04-04 17:00:00,153,0
2014-04-04 18:00:00,238,0
2014-04-04 19:00:00,396,0
2014-04-04 20:00:00,657,0
2014-04-04 21:00:00,1783,0
2014-04-04 22:00:00,3637,0
2014-04-04 23:00:00,2813,0
2014-04-05 00:00:00,2695,0
2014-04-05 01:00:00,2188,0
2014-04-05 02:00:00,1885,0
2014-04-05 03:00:00,2378,0
2014-04-05 04:00:00,2667,0
2014-04-05 05:00:00,2713,0
2014-04-05 06:00:00,2026,0
2014-04-05 07:00:00,1653,0
2014-04-05 08:00:00,1361,0
2014-04-05 09:00:00,1977,0
2014-04-05 10:00:00,2202,0
2014-04-05 11:00:00,2386,0
2014-04-05 12:00:00,2306,0
2014-04-05 13:00:00,1870,0
2014-04-05 14:00:00,775,0
2014-04-05 15:00:00,548,0
2014-04-05 16:00:00,422,0
2014-04-05 17:00:00,199,0
2014-04-05 18:00:00,313,0
2014-04-05 19:00:00,420,0
2014-04-05 20:00:00,666,0
2014-04-05 21:00:00,1413,0
2014-04-05 22:00:00,2677,0
2014-04-05 23:00:00,2136,0
2014-04-06 00:00:00,2243,0
2014-04-06 01:00:00,2050,0
2014-04-06 02:00:00,2007,0
2014-04-06 03:00:00,2197,0
2014-04-06 04:00:00,2279,0
2014-04-06 05:00:00,2110,0
2014-04-06 06:00:00,2073,0
2014-04-06 07:00:00,1631,0
2014-04-06 08:00:00,1643,0
2014-04-06 09:00:00,2509,0
2014-04-06 10:00:00,2928,0
2014-04-06 11:00:00,2472,0
2014-04-06 12:00:00,2210,0
2014-04-06 13:00:00,1660,0
2014-04-06 14:00:00,894,0
2014-04-06 15:00:00,420,0
2014-04-06 16:00:00,371,0
2014-04-06 17:00:00,221,0
2014-04-06 18:00:00,175,0
2014-04-06 19:00:00,406,0
2014-04-06 20:00:00,863,0
2014-04-06 21:00:00,1200,0
2014-04-06 22:00:00,1776,0
2014-04-06 23:00:00,2522,0
2014-04-07 00:00:00,2231,0
2014-04-07 01:00:00,2260,0
2014-04-07 02:00:00,2126,0
2014-04-07 03:00:00,2139,0
2014-04-07 04:00:00,2017,0
2014-04-07 05:00:00,1914,0
2014-04-07 06:00:00,1748,0
2014-04-07 07:00:00,1527,0
2014-04-07 08:00:00,1785,0
2014-04-07 09:00:00,2447,0
2014-04-07 10:00:00,2635,0
2014-04-07 11:00:00,2515,0
2014-04-07 12:00:00,2116,0
2014-04-07 13:00:00,1303,0
2014-04-07 14:00:00,735,0
2014-04-07 15:00:00,409,0
2014-04-07 16:00:00,338,0
2014-04-07 17:00:00,204,0
2014-04-07 18:00:00,191,0
2014-04-07 19:00:00,1032,0
2014-04-07 20:00:00,659,0
2014-04-07 21:00:00,2042,0
2014-04-07 22:00:00,4067,0
2014-04-07 23:00:00,3480,0
2014-04-08 00:00:00,3051,0
2014-04-08 01:00:00,2304,0
2014-04-08 02:00:00,2228,0
2014-04-08 03:00:00,3092,0
2014-04-08 04:00:00,3171,0
2014-04-08 05:00:00,3049,0
2014-04-08 06:00:00,2489,0
2014-04-08 07:00:00,1878,0
2014-04-08 08:00:00,2069,0
2014-04-08 09:00:00,2510,0
2014-04-08 10:00:00,2669,0
2014-04-08 11:00:00,2593,0
2014-04-08 12:00:00,1996,0
2014-04-08 13:00:00,1380,0
2014-04-08 14:00:00,720,0
2014-04-08 15:00:00,479,0
2014-04-08 16:00:00,273,0
2014-04-08 17:00:00,253,0
2014-04-08 18:00:00,299,0
2014-04-08 19:00:00,425,0
2014-04-08 20:00:00,737,0
2014-04-08 21:00:00,2262,0
2014-04-08 22:00:00,4036,0
2014-04-08 23:00:00,3610,0
2014-04-09 00:00:00,3202,0
2014-04-09 01:00:00,2267,0
2014-04-09 02:00:00,2255,0
2014-04-09 03:00:00,3032,0
2014-04-09 04:00:00,3087,0
2014-04-09 05:00:00,2820,0
2014-04-09 06:00:00,2398,0
2014-04-09 07:00:00,1715,0
2014-04-09 08:00:00,1851,0
2014-04-09 09:00:00,2621,0
2014-04-09 10:00:00,2643,0
2014-04-09 11:00:00,2739,0
2014-04-09 12:00:00,2215,0
2014-04-09 13:00:00,1267,0
2014-04-09 14:00:00,753,0
2014-04-09 15:00:00,362,0
2014-04-09 16:00:00,306,0
2014-04-09 17:00:00,218,0
2014-04-09 18:00:00,252,0
2014-04-09 19:00:00,332,0
2014-04-09 20:00:00,757,0
2014-04-09 21:00:00,2194,0
2014-04-09 22:00:00,4854,0
2014-04-09 23:00:00,4051,0
2014-04-10 00:00:00,3517,0
2014-04-10 01:00:00,2766,0
2014-04-10 02:00:00,2851,0
2014-04-10 03:00:00,3495,0
2014-04-10 04:00:00,3693,0
2014-04-10 05:00:00,3084,0
2014-04-10 06:00:00,3130,0
2014-04-10 07:00:00,2000,0
2014-04-10 08:00:00,2304,0
2014-04-10 09:00:00,2601,0
2014-04-10 10:00:00,2824,0
2014-04-10 11:00:00,2792,0
2014-04-10 12:00:00,2155,0
2014-04-10 13:00:00,1348,0
2014-04-10 14:00:00,585,0
2014-04-10 15:00:00,575,0
2014-04-10 16:00:00,512,0
2014-04-10 17:00:00,320,0
2014-04-10 18:00:00,212,0
2014-04-10 19:00:00,280,0
2014-04-10 20:00:00,715,0
2014-04-10 21:00:00,2117,0
2014-04-10 22:00:00,4007,0
2014-04-10 23:00:00,3683,0
2014-04-11 00:00:00,3059,0
2014-04-11 01:00:00,2651,0
2014-04-11 02:00:00,2433,0
2014-04-11 03:00:00,3112,0
2014-04-11 04:00:00,3077,0
2014-04-11 05:00:00,3085,0
2014-04-11 06:00:00,2675,0
2014-04-11 07:00:00,1747,0
2014-04-11 08:00:00,2144,0
2014-04-11 09:00:00,2481,0
2014-04-11 10:00:00,2829,0
2014-04-11 11:00:00,3068,0
2014-04-11 12:00:00,2882,0
2014-04-11 13:00:00,1819,0
2014-04-11 14:00:00,799,0
2014-04-11 15:00:00,576,0
2014-04-11 16:00:00,307,0
2014-04-11 17:00:00,222,0
2014-04-11 18:00:00,264,0
2014-04-11 19:00:00,328,0
2014-04-11 20:00:00,752,0
2014-04-11 21:00:00,2187,0
2014-04-11 22:00:00,4737,0
2014-04-11 23:00:00,4717,0
2014-04-12 00:00:00,3921,0
2014-04-12 01:00:00,3795,0
2014-04-12 02:00:00,3322,0
2014-04-12 03:00:00,3815,0
2014-04-12 04:00:00,3462,0
2014-04-12 05:00:00,3544,0
2014-04-12 06:00:00,2967,0
2014-04-12 07:00:00,2035,0
2014-04-12 08:00:00,2002,0
2014-04-12 09:00:00,2432,0
2014-04-12 10:00:00,3345,0
2014-04-12 11:00:00,2692,0
2014-04-12 12:00:00,2199,0
2014-04-12 13:00:00,1423,0
2014-04-12 14:00:00,948,0
2014-04-12 15:00:00,559,0
2014-04-12 16:00:00,363,0
2014-04-12 17:00:00,339,0
2014-04-12 18:00:00,264,0
2014-04-12 19:00:00,485,0
2014-04-12 20:00:00,835,0
2014-04-12 21:00:00,1910,0
2014-04-12 22:00:00,3059,0
2014-04-12 23:00:00,3260,0
2014-04-13 00:00:00,2759,0
2014-04-13 01:00:00,2957,0
2014-04-13 02:00:00,2486,0
2014-04-13 03:00:00,2906,0
2014-04-13 04:00:00,2956,0
2014-04-13 05:00:00,2880,0
2014-04-13 06:00:00,2393,0
2014-04-13 07:00:00,2158,0
2014-04-13 08:00:00,2179,0
2014-04-13 09:00:00,2691,0
2014-04-13 10:00:00,3128,0
2014-04-13 11:00:00,2677,0
2014-04-13 12:00:00,2092,0
2014-04-13 13:00:00,1791,0
2014-04-13 14:00:00,968,0
2014-04-13 15:00:00,749,0
2014-04-13 16:00:00,353,0
2014-04-13 17:00:00,354,0
2014-04-13 18:00:00,243,0
2014-04-13 19:00:00,312,0
2014-04-13 20:00:00,720,0
2014-04-13 21:00:00,1717,0
2014-04-13 22:00:00,2410,0
2014-04-13 23:00:00,2510,0
2014-04-14 00:00:00,2255,0
2014-04-14 01:00:00,2153,0
2014-04-14 02:00:00,2308,0
2014-04-14 03:00:00,2693,0
2014-04-14 04:00:00,2921,0
2014-04-14 05:00:00,2475,0
2014-04-14 06:00:00,1964,0
2014-04-14 07:00:00,1656,0
2014-04-14 08:00:00,1935,0
2014-04-14 09:00:00,2519,0
2014-04-14 10:00:00,3181,0
2014-04-14 11:00:00,2430,0
2014-04-14 12:00:00,2056,0
2014-04-14 13:00:00,1329,0
2014-04-14 14:00:00,884,0
2014-04-14 15:00:00,470,0
2014-04-14 16:00:00,308,0
2014-04-14 17:00:00,282,0
2014-04-14 18:00:00,298,0
2014-04-14 19:00:00,267,0
2014-04-14 20:00:00,899,0
2014-04-14 21:00:00,2356,0
2014-04-14 22:00:00,4477,0
2014-04-14 23:00:00,4093,0
2014-04-15 00:00:00,3340,0
2014-04-15 01:00:00,3401,0
2014-04-15 02:00:00,2688,0
2014-04-15 03:00:00,3537,0
2014-04-15 04:00:00,4040,0
2014-04-15 05:00:00,3431,0
2014-04-15 06:00:00,2915,0
2014-04-15 07:00:00,2275,0
2014-04-15 08:00:00,2293,0
2014-04-15 09:00:00,3138,0
2014-04-15 10:00:00,3340,0
2014-04-15 11:00:00,2962,0
2014-04-15 12:00:00,2281,0
2014-04-15 13:00:00,1416,0
2014-04-15 14:00:00,724,0
2014-04-15 15:00:00,354,0
2014-04-15 16:00:00,246,0
2014-04-15 17:00:00,262,0
2014-04-15 18:00:00,288,0
2014-04-15 19:00:00,369,0
2014-04-15 20:00:00,835,0
2014-04-15 21:00:00,2602,0
2014-04-15 22:00:00,4396,0
2014-04-15 23:00:00,3576,0
2014-04-16 00:00:00,1117,0
2014-04-16 01:00:00,2932,0
2014-04-16 02:00:00,2800,0
2014-04-16 03:00:00,3620,0
2014-04-16 04:00:00,3841,0
2014-04-16 05:00:00,3635,0
2014-04-16 06:00:00,3284,0
2014-04-16 07:00:00,2350,0
2014-04-16 08:00:00,2410,0
2014-04-16 09:00:00,3283,0
2014-04-16 10:00:00,3274,0
2014-04-16 11:00:00,3003,0
2014-04-16 12:00:00,2313,0
2014-04-16 13:00:00,1541,0
2014-04-16 14:00:00,816,0
2014-04-16 15:00:00,454,0
2014-04-16 16:00:00,300,0
2014-04-16 17:00:00,238,0
2014-04-16 18:00:00,225,0
2014-04-16 19:00:00,340,0
2014-04-16 20:00:00,844,0
2014-04-16 21:00:00,2472,0
2014-04-16 22:00:00,4334,0
2014-04-16 23:00:00,4113,0
2014-04-17 00:00:00,3364,0
2014-04-17 01:00:00,3007,0
2014-04-17 02:00:00,3269,0
2014-04-17 03:00:00,4096,0
2014-04-17 04:00:00,4228,0
2014-04-17 05:00:00,3544,0
2014-04-17 06:00:00,2942,0
2014-04-17 07:00:00,2477,0
2014-04-17 08:00:00,2561,0
2014-04-17 09:00:00,3310,0
2014-04-17 10:00:00,3565,0
2014-04-17 11:00:00,3004,0
2014-04-17 12:00:00,2362,0
2014-04-17 13:00:00,1379,0
2014-04-17 14:00:00,748,0
2014-04-17 15:00:00,473,0
2014-04-17 16:00:00,391,0
2014-04-17 17:00:00,308,0
2014-04-17 18:00:00,217,0
2014-04-17 19:00:00,471,0
2014-04-17 20:00:00,1005,0
2014-04-17 21:00:00,2648,0
2014-04-17 22:00:00,4732,0
2014-04-17 23:00:00,4778,0
2014-04-18 00:00:00,3641,0
2014-04-18 01:00:00,3087,0
2014-04-18 02:00:00,3297,0
2014-04-18 03:00:00,4434,0
2014-04-18 04:00:00,4082,0
2014-04-18 05:00:00,3965,0
2014-04-18 06:00:00,3424,0
2014-04-18 07:00:00,2584,0
2014-04-18 08:00:00,2759,0
2014-04-18 09:00:00,3641,0
2014-04-18 10:00:00,4128,0
2014-04-18 11:00:00,3146,0
2014-04-18 12:00:00,2443,0
2014-04-18 13:00:00,1472,0
2014-04-18 14:00:00,808,0
2014-04-18 15:00:00,456,0
2014-04-18 16:00:00,269,0
2014-04-18 17:00:00,238,0
2014-04-18 18:00:00,298,0
2014-04-18 19:00:00,327,0
2014-04-18 20:00:00,1031,0
2014-04-18 21:00:00,2864,0
2014-04-18 22:00:00,5052,0
2014-04-18 23:00:00,4745,0
2014-04-19 00:00:00,4237,0
2014-04-19 01:00:00,3637,0
2014-04-19 02:00:00,3722,0
2014-04-19 03:00:00,4797,0
2014-04-19 04:00:00,5357,0
2014-04-19 05:00:00,4795,0
2014-04-19 06:00:00,3740,0
2014-04-19 07:00:00,3032,0
2014-04-19 08:00:00,3164,0
2014-04-19 09:00:00,4439,0
2014-04-19 10:00:00,4241,0
2014-04-19 11:00:00,3509,0
2014-04-19 12:00:00,2674,0
2014-04-19 13:00:00,1598,0
2014-04-19 14:00:00,1037,0
2014-04-19 15:00:00,542,0
2014-04-19 16:00:00,354,0
2014-04-19 17:00:00,280,0
2014-04-19 18:00:00,291,0
2014-04-19 19:00:00,449,0
2014-04-19 20:00:00,1273,0
2014-04-19 21:00:00,2587,0
2014-04-19 22:00:00,4472,0
2014-04-19 23:00:00,3869,0
2014-04-20 00:00:00,3597,0
2014-04-20 01:00:00,3490,0
2014-04-20 02:00:00,3559,0
2014-04-20 03:00:00,4293,0
2014-04-20 04:00:00,4084,0
2014-04-20 05:00:00,4281,0
2014-04-20 06:00:00,3376,0
2014-04-20 07:00:00,2883,0
2014-04-20 08:00:00,3173,0
2014-04-20 09:00:00,4632,0
2014-04-20 10:00:00,4199,0
2014-04-20 11:00:00,3672,0
2014-04-20 12:00:00,3191,0
2014-04-20 13:00:00,1995,0
2014-04-20 14:00:00,1180,0
2014-04-20 15:00:00,705,0
2014-04-20 16:00:00,351,0
2014-04-20 17:00:00,530,0
2014-04-20 18:00:00,229,0
2014-04-20 19:00:00,437,0
2014-04-20 20:00:00,1031,0
2014-04-20 21:00:00,2451,0
2014-04-20 22:00:00,3776,0
2014-04-20 23:00:00,3958,0
2014-04-21 00:00:00,3621,0
2014-04-21 01:00:00,3327,0
2014-04-21 02:00:00,3585,0
2014-04-21 03:00:00,4189,0
2014-04-21 04:00:00,3956,0
2014-04-21 05:00:00,3647,0
2014-04-21 06:00:00,3235,0
2014-04-21 07:00:00,2912,0
2014-04-21 08:00:00,3049,0
2014-04-21 09:00:00,4143,0
2014-04-21 10:00:00,4489,0
2014-04-21 11:00:00,3654,0
2014-04-21 12:00:00,2582,0
2014-04-21 13:00:00,1518,0
2014-04-21 14:00:00,845,0
2014-04-21 15:00:00,453,0
2014-04-21 16:00:00,263,0
2014-04-21 17:00:00,230,0
2014-04-21 18:00:00,318,0
2014-04-21 19:00:00,396,0
2014-04-21 20:00:00,1047,0
2014-04-21 21:00:00,2727,0
2014-04-21 22:00:00,4786,0
2014-04-21 23:00:00,4166,0
2014-04-22 00:00:00,3661,0
2014-04-22 01:00:00,3546,0
2014-04-22 02:00:00,3669,0
2014-04-22 03:00:00,4817,0
2014-04-22 04:00:00,4601,0
2014-04-22 05:00:00,4163,0
2014-04-22 06:00:00,3655,0
2014-04-22 07:00:00,3162,0
2014-04-22 08:00:00,3211,0
2014-04-22 09:00:00,4269,0
2014-04-22 10:00:00,4610,0
2014-04-22 11:00:00,3355,0
2014-04-22 12:00:00,2504,0
2014-04-22 13:00:00,1385,0
2014-04-22 14:00:00,791,0
2014-04-22 15:00:00,703,0
2014-04-22 16:00:00,340,0
2014-04-22 17:00:00,284,0
2014-04-22 18:00:00,300,0
2014-04-22 19:00:00,422,0
2014-04-22 20:00:00,1269,0
2014-04-22 21:00:00,3007,0
2014-04-22 22:00:00,4995,0
2014-04-22 23:00:00,4641,0
2014-04-23 00:00:00,4075,0
2014-04-23 01:00:00,4001,0
2014-04-23 02:00:00,4485,0
2014-04-23 03:00:00,5794,0
2014-04-23 04:00:00,5427,0
2014-04-23 05:00:00,4537,0
2014-04-23 06:00:00,4231,0
2014-04-23 07:00:00,3779,0
2014-04-23 08:00:00,4043,0
2014-04-23 09:00:00,5067,0
2014-04-23 10:00:00,4791,0
2014-04-23 11:00:00,4023,0
2014-04-23 12:00:00,2711,0
2014-04-23 13:00:00,1813,0
2014-04-23 14:00:00,889,0
2014-04-23 15:00:00,534,0
2014-04-23 16:00:00,311,0
2014-04-23 17:00:00,425,0
2014-04-23 18:00:00,274,0
2014-04-23 19:00:00,403,0
2014-04-23 20:00:00,1346,0
2014-04-23 21:00:00,3207,0
2014-04-23 22:00:00,5110,0
2014-04-23 23:00:00,4804,0
2014-04-24 00:00:00,4570,0
2014-04-24 01:00:00,4428,0
2014-04-24 02:00:00,5276,0
2014-04-24 03:00:00,5871,0
2014-04-24 04:00:00,6336,0
2014-04-24 05:00:00,5742,0
2014-04-24 06:00:00,5296,0
2014-04-24 07:00:00,4906,0
2014-04-24 08:00:00,5000,0
2014-04-24 09:00:00,6118,0
2014-04-24 10:00:00,6099,0
2014-04-24 11:00:00,4772,0
2014-04-24 12:00:00,3368,0
2014-04-24 13:00:00,1866,0
2014-04-24 14:00:00,1018,0
2014-04-24 15:00:00,632,0
2014-04-24 16:00:00,400,0
2014-04-24 17:00:00,306,0
2014-04-24 18:00:00,313,0
2014-04-24 19:00:00,439,0
2014-04-24 20:00:00,1578,0
2014-04-24 21:00:00,3617,0
2014-04-24 22:00:00,5904,0
2014-04-24 23:00:00,5783,0
2014-04-25 00:00:00,5437,0
2014-04-25 01:00:00,5197,0
2014-04-25 02:00:00,6104,0
2014-04-25 03:00:00,7400,0
2014-04-25 04:00:00,7286,0
